Name,RA,DEC,GLON,GLAT,r50,n07,pmRA,e_pmRA,pmDE,e_pmDE,plx,e_plx,Flag,Age,A,D_m,D_pc,X,Y,Z,Rgc
UPK_535,127.025,-50.899,267.477,-7.058,1.136,109,-12.913,0.607,3.217,0.265,3.086,0.144,NN,7.52,0.07,7.53,320,-14,-318,-39,8360
NGC_2670,131.386,-48.801,267.491,-3.62,0.11,191,-5.379,0.126,3.621,0.112,0.647,0.04,NN,8.01,1.08,10.9,1512,-66,-1508,-95,8540
FSR_1452,133.332,-47.871,267.586,-2.03,0.056,31,-4.603,0.083,3.722,0.079,0.363,0.025,NN,8.37,1.49,11.81,2300,-96,-2296,-81,8743
SAI_91,129.243,-50.045,267.626,-5.483,0.049,62,-4.085,0.114,4.229,0.099,0.251,0.04,NN,8.72,1.18,12.68,3434,-141,-3415,-328,9143
Muzzio_1,134.478,-47.761,268,-1.371,0.124,26,-5.261,0.096,4.224,0.097,0.519,0.023,NN,6.89,3.2,11.35,1858,-64,-1856,-44,8607
UPK_537,126.57,-52.113,268.388,-8.067,0.755,51,-6.638,0.236,7.765,0.258,1.652,0.044,NN,8.37,0.54,8.99,628,-17,-621,-88,8380
Pismis_12,140.007,-45.131,268.653,3.21,0.053,174,-6.748,0.138,4.833,0.107,0.431,0.049,NN,9.09,1.41,11.62,2107,-49,-2103,118,8649
FSR_1460,136.922,-47.827,269.139,-0.188,0.044,11,-3.49,0.123,3.944,0.211,0.225,0.074,tooRed,---,---,---,---,---,---,---,---
Collinder_205,135.119,-48.984,269.203,-1.851,0.047,81,-4.797,0.304,3.918,0.262,0.483,0.101,NN,6.66,2.3,11.9,2394,-33,-2393,-77,8708
ESO_211_03,132.897,-50.253,269.24,-3.77,0.051,121,-4.681,0.199,4.333,0.232,0.159,0.098,NN,9.11,2.59,13.63,5313,-70,-5301,-349,9941
IC_2391,130.292,-52.991,270.386,-6.737,0.814,222,-24.644,0.883,23.316,0.733,6.582,0.133,NN,7.46,0.04,5.86,148,0,-147,-17,8340
UPK_540,114.567,-58.609,270.742,-17.111,0.719,52,-4.827,0.238,7.67,0.196,2.688,0.086,NN,7.57,0.32,7.78,360,4,-344,-106,8342
Teutsch_103,142.145,-46.607,270.753,3.199,0.032,37,-5.055,0.12,3.342,0.187,0.356,0.079,NN,8.56,2.36,12.24,2800,36,-2795,156,8761
NGC_2669,131.611,-52.931,270.829,-6.073,0.118,209,-4.136,0.138,4.649,0.142,0.845,0.046,NN,8.13,0.51,10.2,1096,15,-1090,-116,8395
Gulliver_57,141.203,-48.075,271.313,1.699,0.11,94,-6.737,0.154,4.085,0.123,0.701,0.056,NN,8.64,2.21,10.74,1403,32,-1402,41,8425
Pismis_11,138.974,-50.006,271.65,-0.699,0.014,46,-5.397,0.086,3.926,0.115,0.335,0.054,NN,6.52,3.7,12.24,2807,80,-2805,-34,8722
ESO_211_09,139.186,-50.285,271.945,-0.795,0.024,27,-3.53,0.222,3.12,0.295,0.093,0.108,tooRed,---,---,---,---,---,---,---,---
UBC_486,139.738,-50.555,272.392,-0.748,0.086,33,-8.19,0.094,6.933,0.075,0.659,0.017,NN,7.82,0.87,10.86,1483,61,-1481,-19,8409
Pismis_15,143.684,-48.04,272.495,2.863,0.038,117,-5.302,0.095,3.329,0.12,0.354,0.049,NN,8.94,1.89,12.04,2559,111,-2553,127,8615
UPK_542,134.258,-54.303,272.821,-5.815,0.544,33,-4.897,0.131,2.508,0.14,1.198,0.055,manual,8.8,0.49,9.54,808,39,-802,-81,8339
UBC_249,136.943,-52.945,272.917,-3.633,0.154,65,-6.083,0.071,4.249,0.087,0.498,0.03,NN,8.5,0.48,11.44,1938,98,-1932,-122,8465
UBC_487,139.691,-51.6,273.101,-1.469,0.062,36,-5.812,0.068,4.14,0.079,0.499,0.032,NN,7.42,1.39,11.31,1826,98,-1822,-46,8440
NGC_2866,140.526,-51.1,273.122,-0.766,0.019,87,-5.111,0.104,4.658,0.135,0.328,0.082,NN,7.8,1.67,12.33,2926,159,-2922,-39,8686
UBC_250,118.12,-60.373,273.142,-16.294,0.113,25,-3.502,0.174,10.888,0.13,1.016,0.032,NN,8.52,0.31,9.92,962,50,-922,-269,8340
UBC_251,140.447,-51.252,273.193,-0.926,0.091,44,-4.997,0.075,4.436,0.08,0.484,0.028,NN,7.97,1.27,11.35,1865,103,-1862,-30,8443
BH_73,142.981,-50.225,273.638,0.944,0.014,54,-3.574,0.239,2.306,0.187,0.105,0.117,NN,8.87,2.73,14.13,6708,425,-6693,110,10365
FSR_1484,142.452,-50.697,273.715,0.369,0.035,30,-5.154,0.076,3.537,0.093,0.406,0.029,NN,8.64,2.25,11.87,2370,153,-2365,15,8521
Ruprecht_76,141.077,-51.651,273.753,-0.916,0.057,37,-6.571,0.065,3.601,0.085,0.466,0.028,NN,8.49,1.12,11.44,1940,126,-1935,-31,8438
BH_67,141.687,-51.273,273.763,-0.381,0.025,43,-3.64,0.164,2.811,0.125,0.098,0.111,NN,8.79,3,14.56,8167,536,-8149,-54,11283
NGC_2516,119.527,-60.8,273.861,-15.873,0.496,652,-4.748,0.441,11.221,0.345,2.417,0.045,NN,8.38,0.11,8.14,423,27,-406,-115,8322
ESO_166_04,137.602,-53.884,273.886,-3.98,0.068,32,-5.983,0.082,5.675,0.1,0.866,0.054,NN,8.3,0.32,10.19,1090,73,-1085,-75,8337
UBC_650,145.123,-49.685,274.302,2.27,0.074,20,-4.694,0.103,3.256,0.081,0.264,0.012,NN,7.89,0.78,12.42,3053,228,-3042,120,8663
UBC_488,139.767,-53.576,274.547,-2.84,0.024,27,-4.349,0.092,4.157,0.072,0.121,0.012,NN,8.28,1.75,13.66,5400,427,-5376,-267,9566
NGC_2972,145.058,-50.326,274.691,1.759,0.043,93,-5.085,0.125,2.489,0.087,0.483,0.05,NN,8.69,1.22,11.49,1986,162,-1979,60,8413
UBC_252,139.157,-54.145,274.706,-3.497,0.082,203,-3.59,0.106,2.671,0.099,0.172,0.042,NN,8.99,1,13.27,4503,368,-4479,-274,9143
UBC_489,141.158,-53.069,274.784,-1.881,0.124,81,-4.954,0.107,3.807,0.111,0.324,0.026,NN,7.02,1.31,12.23,2792,232,-2780,-91,8570
UBC_490,140.563,-53.872,275.071,-2.702,0.094,47,-4.397,0.065,4.029,0.103,0.337,0.019,NN,7.6,1.27,12.19,2743,242,-2729,-129,8545
UPK_545,130.809,-58.629,275.162,-9.931,0.96,174,-8.752,0.39,2.72,0.322,3.036,0.091,NN,7.9,0.27,7.7,346,30,-340,-59,8316
Teutsch_66,143.368,-52.381,275.279,-0.475,0.02,17,-4.152,0.087,3.184,0.071,0.191,0.058,NN,8.47,2.89,13.06,4095,376,-4077,-33,8946
NGC_2910,142.643,-52.913,275.318,-1.164,0.053,118,-6.802,0.163,6.159,0.157,0.746,0.037,NN,8.11,0.57,10.51,1266,117,-1260,-25,8318
SAI_109,145.902,-50.797,275.406,1.754,0.044,65,-4.378,0.154,3.825,0.168,0.095,0.094,NN,9.02,1.78,14.27,7159,674,-7124,219,10465
UBC_491,142.884,-53.001,275.481,-1.127,0.13,84,-4.393,0.109,3.322,0.098,0.245,0.025,NN,8.26,2.01,12.87,3755,358,-3737,-73,8813
BH_72,142.838,-53.04,275.491,-1.178,0.023,55,-4.621,0.131,3.299,0.07,0.11,0.053,NN,8.35,2.53,13.83,5844,559,-5816,-120,9714
Ruprecht_78,142.282,-53.696,275.699,-1.883,0.036,74,-3.892,0.214,3.252,0.144,0.097,0.088,notEnoughStars,---,---,---,---,---,---,---,---
NGC_2925,143.321,-53.413,275.956,-1.254,0.141,84,-8.533,0.171,5.336,0.145,1.295,0.046,NN,8.11,0.2,9.34,738,76,-734,-16,8295
BH_66,141.314,-54.719,276,-3.013,0.023,27,-4.157,0.095,3.599,0.07,0.097,0.042,NN,8.86,1.38,14,6301,657,-6258,-331,9908
UBC_253,139.532,-56.015,276.205,-4.648,0.058,38,-6.079,0.047,5.305,0.07,0.576,0.028,NN,8.35,0.83,10.98,1573,169,-1559,-127,8317
SAI_108,144.729,-52.947,276.271,-0.343,0.049,34,-4.931,0.135,3.681,0.116,0.258,0.066,NN,8.08,1.55,12.79,3606,393,-3584,-21,8717
Gulliver_7,141.746,-55.127,276.463,-3.132,0.034,56,-3.547,0.151,3.108,0.1,0.084,0.048,NN,8.68,1.5,13.71,5523,620,-5480,-301,9466
Ruprecht_77,141.821,-55.119,276.488,-3.097,0.045,17,-6.286,0.053,4.84,0.058,0.242,0.041,NN,7.09,1.92,13.07,4108,463,-4076,-221,8868
UBC_254,143.659,-54.375,276.745,-1.836,0.091,66,-5.63,0.104,4.964,0.064,0.525,0.021,NN,8.04,0.67,11.25,1781,209,-1768,-57,8320
UBC_255,128.456,-61.463,276.758,-12.514,0.12,49,-4.882,0.088,2.831,0.108,1.049,0.036,NN,9.38,0,9.75,890,102,-863,-192,8282
UPK_549,146.49,-52.49,276.781,0.708,0.195,170,-1.676,0.115,-0.439,0.122,0.96,0.045,NN,8.97,0.8,10.03,1014,119,-1007,12,8281
Ruprecht_75,140.486,-56.314,276.788,-4.477,0.022,39,-6.118,0.116,4.995,0.089,0.202,0.047,NN,9.23,0.39,12.98,3938,464,-3898,-307,8788
UBC_492,148.736,-50.951,276.885,2.775,0.083,29,-6.86,0.059,4.997,0.066,0.39,0.027,NN,7.77,1.26,12.1,2627,314,-2605,127,8437
BH_85,150.469,-49.564,276.914,4.546,0.031,74,-5.689,0.187,4.676,0.144,0.106,0.095,NN,9.36,1.1,14.37,7481,897,-7403,592,10497
Ruprecht_79,145.259,-53.846,277.102,-0.809,0.052,147,-4.631,0.09,2.995,0.088,0.221,0.046,NN,7.79,1.98,12.9,3806,470,-3777,-53,8728
Platais_8,136.718,-58.685,277.121,-7.576,2.716,211,-15.596,1.26,14.474,1.164,7.415,0.278,NN,7.48,0.14,5.64,134,16,-132,-17,8324
Gulliver_27,146.088,-54.117,277.648,-0.697,0.049,51,-4.658,0.066,3.467,0.079,0.322,0.027,NN,8.78,1.09,12.17,2716,361,-2692,-33,8420
Ruprecht_82,146.421,-54.004,277.724,-0.484,0.063,93,-6.443,0.083,4.348,0.094,0.43,0.038,NN,8.66,0.95,11.71,2201,295,-2180,-18,8334
UBC_493,141.18,-57.341,277.793,-4.939,0.123,25,-7.442,0.089,5.693,0.082,0.565,0.009,NN,8.96,0.55,11.24,1772,239,-1749,-152,8287
IC_2488,141.857,-57.004,277.812,-4.442,0.22,404,-7.761,0.141,5.698,0.134,0.718,0.044,NN,8.21,0.67,10.61,1323,179,-1307,-102,8264
Pismis_16,147.812,-53.172,277.83,0.683,0.009,1,-5.794,0.057,3.471,0.033,0.356,0.026,notEnoughStars,---,---,---,---,---,---,---,---
UPK_560,158.037,-44.451,278.274,11.695,1.005,87,-12.503,0.318,3.828,0.312,1.661,0.092,NN,8.51,0.07,8.89,598,84,-580,121,8275
Ruprecht_83,147.307,-54.611,278.509,-0.619,0.03,73,-4.639,0.115,2.897,0.108,0.217,0.053,NN,8.05,2.38,12.84,3706,548,-3665,-40,8610
FSR_1509,147.006,-55.073,278.671,-1.086,0.028,32,-4.049,0.28,2.723,0.188,0.233,0.094,NN,7.79,3.43,13.12,4203,633,-4154,-79,8754
UBC_494,143.863,-57.313,278.825,-3.932,0.05,45,-5.181,0.105,3.687,0.085,0.227,0.024,NN,8.84,1.79,12.74,3524,539,-3474,-241,8539
NGC_1901,79.561,-68.294,278.854,-33.631,0.652,69,1.537,0.234,12.67,0.242,2.358,0.052,NN,8.95,0.21,8.15,427,54,-351,-236,8292
BH_78,145.952,-56.574,279.186,-2.615,0.013,46,-3.69,0.196,2.71,0.174,0.15,0.097,NN,8.53,3.15,13.66,5400,861,-5325,-246,9181
UBC_495,144.977,-57.294,279.246,-3.507,0.055,48,-4.77,0.086,3.773,0.07,0.222,0.034,NN,8.61,1.22,12.88,3773,605,-3717,-230,8581
Hogg_4,149.424,-54.612,279.469,0.144,0.077,226,-5.022,0.085,4.484,0.098,0.21,0.051,NN,9.17,1.04,13.02,4025,662,-3970,10,8643
NGC_3033,147.145,-56.415,279.588,-2.07,0.102,84,-7.554,0.107,4.254,0.09,0.532,0.035,NN,8.83,0.76,11.26,1784,297,-1758,-64,8232
UBC_651,148.412,-55.756,279.713,-1.133,0.084,18,-5.02,0.098,2.724,0.056,0.244,0.009,NN,8.2,2.54,12.96,3907,659,-3851,-77,8592
NGC_3105,150.169,-54.79,279.919,0.265,0.018,84,-4.161,0.145,2.714,0.115,0.104,0.086,NN,7.34,2.66,14.53,8071,1390,-7951,37,10560
UPK_552,158.509,-47.263,280.104,9.484,0.639,44,-22.634,0.473,6.34,0.353,3.056,0.093,NN,8.07,0,7.56,324,56,-315,53,8289
Ruprecht_85,150.36,-55.109,280.199,0.076,0.034,108,-4.443,0.116,3.241,0.113,0.169,0.058,NN,8.31,2.61,13.41,4803,850,-4727,6,8856
FSR_1521,148.852,-56.605,280.44,-1.626,0.06,68,-4.886,0.178,4.467,0.237,0.201,0.092,NN,9.72,2.72,13.47,4933,893,-4849,-139,8886
BH_87,151.148,-55.386,280.724,0.122,0.066,177,-6.335,0.128,2.626,0.128,0.416,0.057,NN,8.07,1.36,11.63,2121,394,-2084,4,8214
NGC_3228,155.378,-51.814,280.763,4.486,0.512,117,-14.867,0.298,-0.696,0.242,2.036,0.074,NN,7.48,0.08,8.49,498,92,-488,38,8261
Schuster_1,151.159,-55.857,281.008,-0.254,0.024,17,-5.102,0.432,3.768,0.258,0.139,0.108,tooRed,---,---,---,---,---,---,---,---
ASCC_58,153.657,-55.001,281.671,1.263,0.592,133,-13.276,0.21,2.786,0.271,2.06,0.055,NN,7.72,0.25,8.46,491,99,-480,10,8254
BH_84,150.331,-58.218,282.057,-2.418,0.024,57,-4.848,0.154,3.289,0.106,0.2,0.055,NN,8.13,2.09,13.24,4449,928,-4347,-187,8592
Gulliver_35,150.379,-58.198,282.065,-2.386,0.09,19,-6.973,0.111,3.967,0.092,0.405,0.025,NN,8.19,1.05,11.87,2365,493,-2311,-98,8179
Teutsch_44,155.347,-54.45,282.18,2.262,0.024,30,-4.613,0.112,2.239,0.126,0.1,0.07,NN,9.41,0.58,14.21,6962,1467,-6800,274,9668
FSR_1530,152.216,-57.288,282.319,-1.073,0.041,46,-5.661,0.326,3.373,0.178,0.196,0.088,NN,9.03,3.9,13.67,5421,1156,-5295,-101,8924
Loden_46,155.884,-54.667,282.56,2.246,0.327,39,-11.367,0.084,4.645,0.098,0.875,0.033,NN,8.92,0.21,10.22,1105,240,-1078,43,8171
DBSB_43,150.962,-59.232,282.927,-3.034,0.022,26,-5.056,0.091,3.142,0.082,0.187,0.036,NN,7.39,2.33,13.45,4907,1096,-4776,-259,8676
BH_92,154.779,-56.425,282.988,0.431,0.02,41,-5.896,0.106,3.446,0.111,0.388,0.031,NN,8.33,1.33,11.89,2384,535,-2323,17,8142
BH_90,153.064,-58.069,283.139,-1.451,0.043,126,-5.385,0.149,2.295,0.122,0.369,0.055,NN,8.1,1.39,12.23,2792,634,-2718,-70,8170
NGC_3114,150.553,-60.041,283.246,-3.805,0.41,1222,-7.376,0.187,3.779,0.191,0.954,0.048,NN,8.16,0.27,10.05,1021,233,-991,-67,8166
Trumpler_12,151.621,-60.29,283.822,-3.69,0.049,158,-6.913,0.091,4.463,0.087,0.253,0.043,NN,8.82,0.49,12.6,3307,788,-3205,-212,8203
NGC_3330,159.659,-54.148,284.183,3.818,0.124,92,-7.705,0.11,2.996,0.109,0.552,0.063,NN,7.91,0.45,11.17,1716,419,-1660,114,8092
UBC_496,159.693,-54.247,284.259,3.779,0.114,21,-7.889,0.051,1.45,0.074,0.571,0.025,NN,7.88,0.37,11.09,1651,405,-1596,108,8093
Westerlund_2,156.01,-57.758,284.272,-0.328,0.02,168,-5.246,0.262,2.895,0.302,0.209,0.118,tooRed,---,---,---,---,---,---,---,---
Trumpler_11,151.248,-61.619,284.462,-4.869,0.057,70,-7.057,0.1,3.314,0.077,0.248,0.043,NN,7.44,0.7,12.77,3578,890,-3452,-303,8210
Collinder_220,156.429,-57.922,284.548,-0.349,0.109,112,-7.339,0.094,2.677,0.102,0.364,0.041,NN,8.37,0.72,11.95,2457,617,-2378,-14,8080
IC_2581,156.867,-57.626,284.591,0.025,0.059,103,-7.275,0.052,3.594,0.058,0.352,0.035,NN,7.01,1.17,12.02,2535,638,-2454,1,8082
Ruprecht_161,152.4,-61.259,284.698,-4.255,0.377,76,-10.391,0.122,3.742,0.196,1.086,0.036,NN,8.02,0.33,9.78,903,228,-871,-67,8158
UBC_497,158.003,-57.01,284.801,0.87,0.048,67,-9.69,0.096,4.373,0.052,0.522,0.027,tooRed,---,---,---,---,---,---,---,---
LP_2059,153.233,-60.885,284.814,-3.717,0.191,88,-6.337,0.082,3.073,0.088,0.472,0.037,NN,8.43,0.3,11.47,1970,502,-1901,-127,8064
UBC_498,155.086,-59.657,284.904,-2.199,0.049,31,-6.024,0.052,2.842,0.074,0.295,0.017,NN,8.61,0.84,12.33,2924,751,-2823,-112,8096
SAI_113,155.685,-59.51,285.068,-1.898,0.031,63,-5.76,0.165,2.975,0.207,0.179,0.087,NN,6.95,2.84,13.6,5241,1361,-5058,-173,8618
Ruprecht_84,147.281,-65.259,285.325,-8.825,0.06,63,-6.963,0.111,3.997,0.109,0.491,0.056,NN,8.54,0.45,11.19,1732,452,-1651,-265,8058
UBC_258,158.917,-57.615,285.513,0.588,0.11,51,-7.237,0.096,3.609,0.109,0.393,0.015,NN,7.61,0.55,11.92,2419,647,-2331,24,8038
Trumpler_13,155.952,-60.142,285.521,-2.359,0.045,189,-6.743,0.1,4.122,0.099,0.189,0.05,NN,8.26,1.31,13.32,4612,1233,-4440,-189,8380
UBC_652,162.381,-54.711,285.847,4.057,0.074,20,-7.224,0.064,3.803,0.057,0.363,0.022,manual,7,0.7,12.03,2542,692,-2439,179,8027
NGC_3293,158.97,-58.231,285.86,0.075,0.066,330,-7.671,0.132,3.344,0.137,0.376,0.043,NN,7.01,0.9,12.17,2710,740,-2607,3,8034
NGC_3255,156.635,-60.675,286.09,-2.632,0.019,100,-5.913,0.095,3.322,0.085,0.12,0.055,NN,8.35,0.92,13.69,5469,1514,-5250,-251,8611
ESO_092_05,150.801,-64.755,286.184,-7.506,0.043,39,-2.919,0.132,2.397,0.215,0.061,0.082,NN,9.65,0.17,15.47,12444,3438,-11848,-1625,12822
UBC_259,157.621,-60.078,286.189,-1.865,0.121,205,-5.457,0.107,2.859,0.094,0.377,0.039,NN,8.01,0.61,11.88,2377,662,-2282,-77,8009
NGC_3324,159.341,-58.615,286.219,-0.164,0.049,41,-7.112,0.11,2.782,0.143,0.356,0.04,NN,7.03,1.19,11.89,2389,667,-2294,-6,8008
UBC_499,158.639,-59.752,286.476,-1.35,0.096,24,-6.543,0.038,2.81,0.101,0.396,0.01,NN,7.72,0.76,11.86,2349,666,-2252,-55,7997
Gulliver_1,161.582,-57.034,286.514,1.795,0.089,82,-7.926,0.076,3.582,0.081,0.323,0.037,NN,9.14,0.3,12.18,2731,775,-2617,85,8004
UBC_500,162.663,-55.845,286.523,3.152,0.103,29,-7.308,0.086,3.001,0.058,0.37,0.02,NN,8.4,1.03,12.05,2575,731,-2465,141,7998
UBC_260,140.148,-69.885,286.542,-14.013,0.2,20,-7.755,0.137,8.005,0.268,1.78,0.043,NN,8.37,0,8.79,572,158,-532,-138,8199
BH_99,159.553,-59.168,286.585,-0.592,0.537,371,-14.494,0.289,0.919,0.307,2.225,0.076,NN,7.98,0.34,8.35,467,133,-447,-4,8218
LP_403,161.024,-58.095,286.743,0.717,0.095,125,-7.047,0.082,2.935,0.081,0.37,0.041,NN,7.42,1.35,12.21,2764,796,-2647,34,7994
NGC_3680,171.392,-43.24,286.751,16.918,0.149,96,-7.278,0.109,1.118,0.113,0.933,0.042,NN,9.34,0.1,10.15,1072,295,-982,312,8103
UBC_653,160.101,-59,286.756,-0.303,0.114,37,-7.472,0.106,3.012,0.107,0.383,0.015,NN,7.49,0.77,12,2510,723,-2403,-13,7986
UBC_502,159.583,-59.54,286.771,-0.918,0.069,28,-5.712,0.065,2.068,0.049,0.541,0.015,NN,8.6,0.51,11.24,1767,509,-1692,-28,8010
DC_5,159.996,-59.192,286.795,-0.502,0.031,125,-5.356,0.145,2.396,0.151,0.198,0.075,tooRed,---,---,---,---,---,---,---,---
UBC_503,156.274,-62.321,286.807,-4.117,0.064,21,-7.424,0.059,5.209,0.061,0.464,0.017,NN,9.19,0.54,11.62,2108,608,-2013,-151,7989
UBC_654,159.284,-59.875,286.815,-1.276,0.103,114,-5.713,0.118,2.491,0.104,0.231,0.027,NN,6.95,1.53,13.1,4159,1203,-3980,-92,8172
Ruprecht_91,161.964,-57.483,286.903,1.492,0.23,193,-11.179,0.132,2.421,0.149,0.927,0.048,NN,8.14,0.19,10.15,1070,311,-1023,27,8093
ESO_092_18,153.73,-64.611,287.124,-6.658,0.025,54,-3.551,0.128,2.761,0.1,0.032,0.064,NN,9.46,0.47,14.98,9910,2898,-9407,-1149,10867
UBC_261,159.52,-60.503,287.224,-1.766,0.08,89,-5.6,0.086,2.632,0.052,0.222,0.026,NN,7.27,0.82,12.98,3953,1169,-3774,-121,8102
Trumpler_15,161.177,-59.369,287.41,-0.371,0.039,138,-6.209,0.306,2.016,0.216,0.398,0.041,manual,6.95,1.5,12.07,2599,777,-2480,-16,7958
Trumpler_14,160.986,-59.553,287.411,-0.579,0.044,267,-6.54,0.342,2.076,0.276,0.385,0.046,manual,7.8,1,11.8,2290,685,-2185,-23,7960
Trumpler_16,161.253,-59.7,287.599,-0.646,0.061,110,-6.864,0.278,2.509,0.385,0.389,0.034,NN,7.13,1.16,11.62,2107,637,-2008,-23,7960
UBC_504,159.738,-61.099,287.609,-2.231,0.045,33,-5.743,0.1,2.921,0.089,0.174,0.015,NN,7.05,1.15,13.42,4824,1458,-4595,-187,8274
UBC_262,160.562,-60.48,287.651,-1.495,0.073,43,-5.551,0.092,2.599,0.068,0.267,0.02,NN,8.26,0.55,12.63,3356,1017,-3197,-87,7990
UBC_505,160.939,-60.107,287.66,-1.078,0.059,34,-5.926,0.075,2.205,0.065,0.295,0.012,NN,8.78,0.28,12.73,3511,1065,-3345,-66,8007
Gulliver_52,161.669,-59.508,287.696,-0.378,0.153,47,-4.755,0.068,1.47,0.08,0.396,0.042,NN,8.68,1.04,11.97,2482,754,-2364,-16,7945
UBC_655,158.084,-62.941,287.847,-4.209,0.03,10,-5.786,0.066,2.739,0.051,0.282,0.012,notEnoughStars,---,---,---,---,---,---,---,---
UBC_506,159.233,-62.035,287.849,-3.166,0.055,35,-6.166,0.095,3.413,0.06,0.299,0.028,NN,8.43,0.79,12.66,3399,1040,-3231,-187,7982
Gulliver_40,163.095,-58.394,287.85,0.948,0.082,29,-7.686,0.044,2.476,0.061,0.589,0.041,NN,7.62,0.64,11.09,1652,506,-1572,27,7989
Gulliver_39,163.697,-58.05,287.984,1.395,0.045,36,-4.407,0.07,1.274,0.06,0.335,0.035,NN,8.79,1.38,12.02,2536,782,-2411,61,7932
Bochum_11,161.769,-60.096,288.012,-0.878,0.056,61,-6.335,0.115,1.742,0.138,0.389,0.045,NN,6.8,1.27,12.06,2584,799,-2457,-39,7931
Alessi_5,160.819,-61.081,288.058,-1.966,0.542,297,-15.411,0.324,2.503,0.348,2.501,0.065,NN,7.83,0.62,8.14,424,131,-402,-14,8218
UBC_656,160.876,-61.098,288.091,-1.969,0.028,9,-5.963,0.021,2.707,0.061,0.209,0.009,notEnoughStars,---,---,---,---,---,---,---,---
UBC_263,162.656,-59.992,288.34,-0.586,0.143,70,-6.396,0.084,2.032,0.097,0.38,0.033,NN,7.4,1.03,12.01,2519,792,-2391,-25,7917
Teutsch_31,163.209,-59.463,288.374,0.014,0.02,14,-6.155,0.101,2.451,0.103,0.145,0.039,NN,9.22,2.35,13.84,5857,1846,-5558,1,8547
UBC_657,161.796,-61.144,288.501,-1.802,0.062,19,-5.486,0.08,2.58,0.062,0.171,0.013,notEnoughStars,---,---,---,---,---,---,---,---
UPK_562,165.861,-56.978,288.593,2.859,0.489,67,-11.688,0.162,4.876,0.24,1.199,0.056,NN,7.99,0.37,9.52,802,255,-759,40,8120
Trumpler_17,164.108,-59.23,288.686,0.424,0.066,168,-4.631,0.107,2.216,0.079,0.375,0.046,NN,7.3,1.84,12.16,2709,868,-2566,20,7900
UBC_264,163.166,-60.595,288.855,-1.015,0.073,51,-5.819,0.06,2.621,0.069,0.333,0.024,NN,8.47,1.12,12.39,3000,969,-2839,-53,7898
UBC_507,162.594,-61.437,288.981,-1.891,0.035,25,-6.457,0.053,2.929,0.067,0.145,0.022,NN,8.22,1.05,13.38,4731,1538,-4471,-156,8140
Teutsch_106,164.836,-59.557,289.16,0.284,0.038,30,-5.909,0.152,2.115,0.088,0.1,0.039,NN,9.48,1.74,14.28,7184,2357,-6786,35,9046
UBC_508,164.106,-60.489,289.217,-0.714,0.041,63,-5.194,0.074,2.28,0.072,0.138,0.034,NN,9.08,1.62,13.3,4581,1507,-4325,-57,8086
ASCC_66,168.367,-55.437,289.28,4.816,0.097,22,-11.331,0.104,2.969,0.09,0.999,0.045,NN,7.77,0.07,9.94,971,319,-913,81,8072
LP_2238,167.713,-56.821,289.46,3.397,0.106,90,-7.446,0.106,0.66,0.14,0.814,0.044,NN,8.47,0.25,10.38,1193,397,-1123,70,8022
UBC_509,164.064,-61.089,289.476,-1.248,0.063,25,-6.586,0.075,2.363,0.055,0.287,0.009,NN,8.77,0.57,12.67,3420,1140,-3223,-74,7888
NGC_3496,164.877,-60.335,289.504,-0.414,0.093,377,-7.408,0.077,2.668,0.088,0.391,0.032,NN,8.7,1.27,11.82,2310,771,-2177,-16,7875
Pismis_17,165.377,-59.873,289.539,0.109,0.05,19,-6.938,0.097,2.333,0.085,0.366,0.022,notEnoughStars,---,---,---,---,---,---,---,---
NGC_3532,166.417,-58.707,289.554,1.39,0.536,1854,-10.385,0.396,5.175,0.404,2.066,0.062,NN,8.6,0,8.49,498,166,-469,12,8186
IC_2602,160.613,-64.426,289.565,-4.955,1.449,311,-17.582,0.833,10.7,0.902,6.561,0.157,NN,7.56,0.03,5.87,149,49,-140,-12,8291
Sher_1,165.262,-60.233,289.635,-0.242,0.013,35,-5.412,0.137,2.408,0.085,0.11,0.06,NN,7.12,3.35,13.91,6066,2038,-5713,-25,8506
UBC_510,163.234,-62.747,289.829,-2.919,0.038,24,-5.675,0.073,2.08,0.062,0.18,0.014,NN,7.19,1.48,13.22,4395,1489,-4129,-223,7999
Melotte_101,160.535,-65.11,289.863,-5.572,0.136,472,-6.307,0.113,3.483,0.107,0.439,0.048,NN,8.22,0.91,11.53,2027,685,-1897,-196,7886
UBC_266,166.334,-59.759,289.934,0.42,0.139,138,-6.686,0.1,1.698,0.061,0.356,0.023,NN,7.11,1.17,11.92,2423,826,-2278,17,7851
UBC_511,151.935,-70.747,290.178,-12.045,0.109,35,-6.671,0.113,6.191,0.082,0.749,0.037,NN,8.73,0.39,10.53,1273,429,-1169,-265,7996
Trumpler_19,168.623,-57.563,290.195,2.892,0.105,629,-1.675,0.11,-1.237,0.096,0.374,0.058,NN,9.69,0.37,12,2509,865,-2351,126,7836
UBC_512,166.386,-60.466,290.248,-0.229,0.091,114,-6.246,0.119,1.919,0.076,0.209,0.026,NN,8.47,0.81,12.71,3488,1207,-3272,-13,7847
Basel_17,167.65,-59.047,290.274,1.324,0.091,18,-6.628,0.083,2.174,0.087,0.438,0.03,NN,8.02,0.45,11.81,2305,798,-2162,53,7845
