Id,Nmem,ra,ra_sigma,dec,dec_sigma,plx,plx_sigma,pmra,pmra_sigma,pmdec,pmdec_sigma,l,l_sigma,b,b_sigma,n17,Z,age,N_rv,RV_mean,RV_std,RV_mad
CWWDL_11182,43,146.2861,0.1257,-51.0468,0.0782,0.3217,0.0003,-5.121,0.3166,3.4014,0.166,275.7516,0.0114,1.7207,0.0006,20,0.16,7.4,0,,,
CWWDL_11186,42,141.2012,0.1094,-48.0724,0.0503,0.7421,0.0003,-6.7066,0.0119,4.2028,0.0201,271.3102,0.0045,1.6998,0.0032,39,-0.18,8.15,6,25.4772,23.3929,14.0268
CWWDL_11243,24,162.4144,0.0033,-57.0369,0.0015,0.273,0.0002,-6.5061,0.116,3.0691,0.1423,286.9181,0.0015,1.9996,0.0009,15,-0.1,8.03,3,-9.4567,16.2402,12.4389
CWWDL_11253,45,165.6863,0.0502,-57.8236,0.028,0.2378,0.0003,-6.1689,0.2723,2.2617,0.2354,288.8476,0.0006,2.045,0.0009,21,-0.28,8.24,5,-0.2912,33.7594,26.721
CWWDL_11395,58,191.1366,0.0948,-61.1783,0.0333,0.4891,0.0004,-4.423,0.0845,-0.1337,0.0693,302.1011,0.002,1.6823,0.0011,48,0.42,5.78,1,-34.228,,0
CWWDL_11420,25,274.1945,0.0196,-12.1218,0.045,0.4895,0.0005,-0.6625,0.0259,-2.5002,0.0221,18.2049,0.002,2.0253,0.0003,22,-0.28,5,1,-24.392,,0
CWWDL_11572,32,299.6441,0.0526,33.3574,0.0386,0.2773,0.0001,-2.8431,0.1863,-5.3247,0.1959,69.7834,0.0027,2.0666,0.0006,13,-0.1,7.7,3,-24.392,40.0503,28.3013
CWWDL_11573,63,299.0528,0.0019,32.8296,0.0029,0.2406,0.0001,-2.4856,0.2378,-5.1214,0.2217,69.0744,0.0032,2.215,0.001,16,0.3,7.97,4,-12.6635,8.4062,6.658
CWWDL_11583,31,298.1452,0.0339,32.5383,0.0309,0.3991,0.0003,-2.3098,0.0258,-5.3835,0.03,68.4309,0.0011,2.7201,0.0006,29,0.2,7.16,1,-2.321,,0
CWWDL_11597,32,298.3295,0.0417,32.6562,0.027,0.4776,0.0005,-2.4307,0.0483,-3.5177,0.0644,68.6119,0.0006,2.647,0.0013,24,0.32,7.25,2,-1.2885,16.0336,11.3375
CWWDL_11599,47,299.7918,0.0007,33.5361,0.0005,0.2859,0.0011,-2.5036,0.371,-4.6053,0.2158,70.0003,0.0006,2.0551,0.0003,13,0.42,7.76,1,7.093,,0
CWWDL_11610,29,300.8981,0.0017,36.0235,0.0024,0.4948,0.0004,-3.2359,0.0547,-6.2835,0.0246,72.5949,0.0024,2.5952,0.0011,22,0.44,5.85,1,-22.387,,0
CWWDL_11612,31,301.6306,0.0011,36.445,0.0007,0.3521,0.0004,-2.7015,0.1855,-5.3435,0.1915,73.2675,0.0009,2.3211,0.0005,18,-0.58,7.37,0,,,
CWWDL_11620,52,305.0904,0.0032,39.8918,0.0047,0.7756,0.0003,-2.2949,0.0291,-3.4699,0.0156,77.6452,0.0037,1.9537,0.0029,31,-0.88,6.2,7,4.1313,13.4618,10.5778
CWWDL_11640,37,304.6926,0.0014,40.0767,0.0047,0.558,0.0009,-3.3652,0.111,-5.1802,0.0345,77.6258,0.0046,2.3096,0.001,29,-0.88,8.36,1,-9.788,,0
CWWDL_11645,37,308.8863,0.0027,45.2457,0.0055,0.3626,0.0006,-2.9782,0.3089,-5.229,0.2152,83.6288,0.0058,2.8004,0.001,17,0.42,7.73,2,-34.6305,26.0958,18.4525
CWWDL_11666,46,318.3556,0.117,50.1351,0.0692,0.593,0.0003,-2.901,0.0187,-4.1083,0.0333,91.4689,0.0079,1.0747,0.0023,39,-0.88,8.09,6,-10.1067,6.1316,4.4197
CWWDL_11674,29,314.5872,0.0012,49.9086,0.001,0.3768,0.0015,-3.4625,0.0177,-7.1525,0.0085,89.6758,0.0009,2.718,0.0006,18,-0.28,8.15,3,-34.2903,1.2896,0.9489
CWWDL_11732,61,4.5089,0.2547,63.8223,0.0019,0.3017,0.0005,-3.2568,0.1185,-0.6644,0.0897,119.2576,0.0507,1.19,0.0009,40,-0.18,7.58,3,-67.1577,22.349,16.8609
CWWDL_11734,55,11.7556,0.2398,64.3281,0.0013,0.3505,0.0003,-2.3797,0.2193,-0.4026,0.0404,122.4535,0.0451,1.4612,0.0012,22,0.42,7.76,3,-61.763,13.9418,10.598
CWWDL_11749,27,1.1028,0.1281,64.4256,0.0027,0.2665,0.0002,-2.3358,0.3484,-0.8541,0.1598,117.8826,0.0241,2.0164,0.0025,14,0.3,7.25,2,-38.1255,19.9581,14.1125
CWWDL_11769,22,358.9533,0.0959,63.2633,0.0012,0.2975,0.0003,-2.8593,0.2144,-1.0125,0.0255,116.7236,0.0204,1.0644,0.0002,11,-0.88,8.21,0,,,
CWWDL_11824,38,27.1255,0.0685,64.4577,0.0011,0.3171,0.0003,-1.071,0.1984,0.0242,0.209,129.036,0.0117,2.2646,0.0021,19,0.12,7.82,2,-46.237,27.8119,19.666
CWWDL_11834,42,33.9593,0.0571,63.0253,0.0018,0.2883,0.0002,-1.1095,0.2682,-0.1325,0.1542,132.3341,0.0105,1.7047,0.0031,13,0.44,7.55,4,-88.4953,19.2673,14.4411
CWWDL_11875,21,27.3026,0.0655,64.1374,0.0005,0.2901,0.0002,-1.2077,0.2157,-0.2096,0.0793,129.1818,0.0127,1.9692,0.0003,14,-0.4,7.82,1,-86.441,,0
CWWDL_11877,45,29.333,0.5661,64.7584,0.0602,0.2819,0.0002,-0.4781,0.2986,0.101,0.1465,129.8858,0.0596,2.7811,0.001,16,0.44,5.78,1,-56.793,,0
CWWDL_11945,37,60.5733,0.1293,56.3984,0.0897,0.4442,0.0004,0.7352,0.0984,-1.2918,0.0639,147.1301,0.011,2.7743,0.0019,24,0.32,7.67,1,-27.091,,0
CWWDL_11953,34,73.164,0.0984,48.5133,0.0925,0.3165,0.0002,0.3803,0.178,-0.9174,0.1514,158.1125,0.0119,2.8383,0.0005,20,-0.58,7.91,2,-4.0365,6.7196,4.7515
CWWDL_11962,23,90.8232,0.002,28.4365,0.0052,0.2662,0.0005,0.3666,0.0937,-1.3565,0.0492,182.3911,0.0061,3.0917,0.0006,15,-0.58,8.27,2,2.689,17.1714,12.142
CWWDL_11965,47,97.8885,0.0801,15.8953,0.0777,0.2479,0.0002,-0.1223,0.1897,-0.8716,0.1923,196.5455,0.0098,2.907,0.002,27,0.37,8.15,8,60.0289,31.2059,24.9838
CWWDL_11968,29,100.6031,0.0317,12.8772,0.0271,0.329,0.0015,0.8185,0.0309,-1.5414,0.0338,200.4379,0.0013,3.8682,0.0004,20,0.4,7.64,1,86.476,,0
CWWDL_11978,31,100.5809,0.0406,11.9919,0.0923,0.2639,0.0003,-0.1628,0.1322,-0.8909,0.1766,201.2185,0.0089,3.4472,0.0009,21,0.12,7.94,3,43.027,24.4226,18.3973
CWWDL_11989,30,102.2277,0.0028,9.2826,0.0206,0.234,0.0001,-0.3247,0.1305,-0.8157,0.0751,204.3731,0.0225,3.6618,0.001,22,0.3,7.7,2,59.1425,4.6464,3.2855
CWWDL_11991,26,103.3267,0.0008,6.2931,0.0074,0.2497,0.0002,-0.4722,0.2016,-0.5596,0.0469,207.5374,0.0073,3.2789,0.0009,14,0.42,7.7,1,56.235,,0
CWWDL_11994,25,103.4476,0.0045,5.694,0.011,0.2422,0.0002,-0.3651,0.1234,-0.1594,0.1798,208.1268,0.0151,3.1145,0.0005,14,-0.58,7.97,2,70.456,9.9462,7.033
CWWDL_12007,23,108.2275,0.001,-2.8444,0.004,0.2648,0.0002,-0.8679,0.1473,0.1843,0.1515,217.9189,0.0047,3.4702,0.0003,8,-0.58,8.24,1,84.543,,0
CWWDL_12009,21,107.6295,0.0022,-2.2082,0.004,0.2365,0.0002,-1.0191,0.257,0.6378,0.1277,217.0779,0.0058,3.2322,0.0003,15,0.44,7.73,3,77.0163,41.0669,29.7624
CWWDL_12017,41,110.475,0.002,-6.5561,0.0062,0.2486,0.0005,-1.1165,0.1644,0.7054,0.0933,222.2545,0.0074,3.7333,0.0007,27,0.44,7.76,4,68.6165,27.1691,19.3853
CWWDL_12022,23,109.801,0.0048,-7.6289,0.0113,0.2873,0.0001,-1.2326,0.1291,0.6248,0.1589,222.8917,0.0157,2.6407,0.0004,12,0.23,7.88,1,69.997,,0
CWWDL_12024,21,111.3264,0.0007,-9.299,0.0014,0.2593,0.0001,-1.2992,0.3296,1.2594,0.1308,225.0773,0.0019,3.1894,0.0003,11,-0.28,7.91,1,80.532,,0
CWWDL_12025,20,110.0955,0.0008,-7.1006,0.0034,0.3041,0.0001,-1.0584,0.1742,0.592,0.2099,222.5605,0.0034,3.1457,0.0008,16,0.16,7.73,1,61.494,,0
CWWDL_12041,29,120.0867,0.0039,-24.1053,0.0029,0.2556,0.0003,-2.1292,0.13,2.3517,0.3408,242.1066,0.0049,3.1164,0.0013,12,0.12,7.91,1,51.48,,0
CWWDL_12058,73,120.7084,0.0041,-25.3617,0.0084,0.2371,0.0001,-2.1752,0.2146,2.5816,0.5345,243.4738,0.0108,2.934,0.0011,20,0.42,7.73,5,83.3616,21.623,16.5887
CWWDL_12059,29,120.4654,0.0699,-24.0073,0.0737,0.2269,0.0001,-2.3163,0.1206,2.7741,0.0751,242.2053,0.0078,3.4621,0.0014,17,0.4,7.73,5,58.1618,12.7256,10.1382
CWWDL_12075,20,121.1964,0.0041,-27.2463,0.0024,0.2524,0.0001,-2.2852,0.1036,2.388,0.1875,245.3044,0.005,2.3022,0.0007,12,0.44,7.82,1,62.349,,0
CWWDL_12076,20,119.9378,0.0018,-24.9501,0.0028,0.2443,0.0003,-2.1467,0.2752,2.5291,0.3331,242.7557,0.0042,2.558,0.0002,12,0.4,7.64,1,57.511,,0
CWWDL_12085,31,125.5382,0.1003,-31.2693,0.1075,0.2232,0.0001,-2.3436,0.1593,2.6473,0.1623,250.7542,0.0178,3.2455,0.0006,14,0.44,5,0,,,
CWWDL_12087,33,126.0638,0.098,-30.8067,0.0903,0.2337,0.0001,-2.7345,0.2183,2.3558,0.1811,250.6311,0.014,3.8794,0.0008,15,-0.58,8.3,2,71.336,5.9284,4.192
CWWDL_12098,29,126.559,0.0038,-32.6352,0.0068,0.235,0.0002,-2.6331,0.2017,2.539,0.1451,252.3724,0.0092,3.1723,0.0003,13,0.37,7.7,2,70.153,8.6324,6.104
CWWDL_12121,20,126.2395,0.0046,-33.4631,0.0042,0.2569,0.0002,-2.7736,0.1418,2.7683,0.2526,252.8949,0.0071,2.476,0.0003,11,0.07,7.73,2,53.2525,12.6268,8.9285
CWWDL_12156,26,139.4296,0.0747,-44.7587,0.0599,0.2614,0.0001,-4.5944,0.2055,3.926,0.0322,268.1006,0.0054,3.1791,0.0008,11,0.27,7.85,4,50.656,13.8352,9.637
CWWDL_12208,36,221.8402,0.0402,-56.2644,0.029,0.5721,0.0007,-4.9315,0.0271,-3.8194,0.0324,318.5642,0.0008,3.0481,0.0005,31,-0.58,8.18,6,-27.8365,32.3559,24.5407
CWWDL_12234,27,294.9576,0.0006,29.4596,0.0018,0.2423,0.0005,-2.3472,0.1515,-5.2746,0.1878,64.3927,0.002,3.5458,0.0002,12,0.32,7.79,1,-0.086,,0
CWWDL_12250,37,295.0896,0.0003,30.7266,0.0068,0.233,0.0001,-2.0382,0.1906,-4.2987,0.2363,65.5559,0.0057,4.0665,0.0013,18,0.4,7.79,3,0.9877,34.0904,25.8238
CWWDL_12252,21,295.8327,0.0024,30.2563,0.0009,0.2626,0.0001,-2.3299,0.2132,-5.3417,0.2121,65.4618,0.0009,3.2777,0.0018,10,0.02,7.67,1,2.194,,0
CWWDL_12271,21,301.1658,0.0013,36.061,0.0007,0.2809,0.0002,-2.7883,0.1862,-4.823,0.4523,72.7421,0.0014,2.432,0.0002,9,-0.58,8.36,1,-7.747,,0
CWWDL_12276,37,301.8832,0.0329,38.2512,0.0332,0.3891,0.0003,-1.4519,0.0157,-3.1962,0.0261,74.9,0.0009,3.1234,0.0008,33,-0.04,7.13,2,-15.243,4.9314,3.487
CWWDL_12285,60,307.5313,0.0823,45.9341,0.0447,0.6842,0.0007,-1.1986,0.0456,-0.9537,0.0287,83.6217,0.0019,3.9721,0.0033,50,-0.88,6.38,8,-13.8958,16.8341,13.8898
CWWDL_12290,60,311.8919,0.1046,47.3892,0.0722,0.5651,0.0004,-2.3367,0.1487,-1.5281,0.0604,86.5975,0.0062,2.4747,0.0039,47,0.44,7.73,7,-33.6114,18.0313,11.237
CWWDL_12291,29,312.2914,0.0287,48.7044,0.0251,0.4235,0.0007,-3.2722,0.1052,-5.4453,0.1114,87.7895,0.0006,3.094,0.0004,18,0.4,7.43,0,,,
CWWDL_12297,33,319.8902,0.0149,55.0882,0.0015,0.2994,0.0005,-3.6475,0.3043,-3.7457,0.145,95.679,0.0035,3.8514,0.0029,15,0.44,7.82,2,-43.772,9.5587,6.759
CWWDL_12421,23,20.9073,0.0947,65.5305,0.0004,0.2987,0.0002,-1.3996,0.2329,0.137,0.0609,126.2604,0.016,2.8673,0.0007,14,0.44,7.55,1,-56.757,,0
CWWDL_12454,63,42.2147,0.1238,63.0948,0.0096,0.2929,0.0004,-0.1462,0.1684,0.2683,0.1515,135.7691,0.0334,3.1881,0.0017,31,0.3,7.85,9,-60.8988,23.219,20.5025
CWWDL_12484,54,71.6522,0.1555,49.878,0.1134,0.2632,0.0007,0.2867,0.1849,-1.1898,0.3025,156.4296,0.022,2.9532,0.0005,30,0.44,7.82,4,-6.158,8.1724,5.4605
CWWDL_12507,20,78.1154,0.0067,45.3947,0.0048,0.2856,0.0001,0.7598,0.2097,-1.5231,0.1329,162.6505,0.0077,3.6151,0.0005,14,-0.28,7.85,1,-41.04,,0
CWWDL_12514,47,83.6335,0.0043,37.2169,0.0055,0.4176,0.0006,0.8914,0.0156,-2.4691,0.0111,171.7492,0.0068,2.4306,0.0015,36,-0.58,7.37,1,-3.299,,0
CWWDL_12515,38,83.6158,0.0319,39.0178,0.0363,0.4714,0.0011,1.0767,0.0252,-2.243,0.0524,170.2244,0.0011,3.3921,0.0008,29,-0.18,8.03,3,21.693,10.9671,8.4407
CWWDL_12517,59,91.0633,0.0337,31.6152,0.0425,0.507,0.0013,-0.7626,0.0193,-3.3017,0.0163,179.7112,0.0018,4.8239,0.0008,48,-0.88,8.06,3,13.1833,2.7586,2.0576
CWWDL_12523,20,90.194,0.001,30.3069,0.0053,0.2434,0.0002,0.3192,0.0629,-1.4672,0.218,180.4896,0.0043,3.5336,0.0018,11,-0.58,8.33,1,11.862,,0
CWWDL_12524,29,94.8985,0.03,26.239,0.0541,0.281,0.0005,-0.4133,0.0271,-2.0216,0.0391,186.0598,0.0025,5.2232,0.001,23,-0.58,7.94,3,17.629,16.9539,12.9787
CWWDL_12530,25,100.1563,0.0033,13.0794,0.008,0.277,0.0001,-0.5934,0.1015,-0.7669,0.1914,200.0592,0.0102,3.5722,0.001,17,0.44,7.82,1,32.842,,0
CWWDL_12531,21,99.8075,0.001,15.5782,0.0062,0.2341,0.0003,-0.2725,0.1238,-0.9771,0.0729,197.6735,0.0054,4.4054,0.0018,9,-0.4,7.85,2,37.184,7.484,5.292
CWWDL_12533,30,107.1088,0.0272,1.5457,0.0795,0.2439,0.0003,-0.7894,0.2209,0.0491,0.0984,213.4933,0.0064,4.4863,0.0005,21,0.32,5.6,2,58.305,0.9433,0.667
CWWDL_12536,43,110.0615,0.002,-3.66,0.0068,0.2877,0.0004,-0.767,0.2885,0.3938,0.3071,219.4922,0.0085,4.7173,0.0005,24,0.42,7.82,2,73.811,32.063,22.672
CWWDL_12538,28,107.8977,0.0507,0.8387,0.0852,0.4665,0.0001,-1.8156,0.0464,-0.4673,0.0219,214.4855,0.0073,4.8659,0.0022,23,0.2,7.64,5,49.538,17.5025,11.844
CWWDL_12539,23,108.6568,0.0017,-1.7699,0.0057,0.303,0.0001,-1.1959,0.0452,0.5016,0.2091,217.1606,0.0068,4.3455,0.0007,13,0.07,7.73,1,61.104,,0
CWWDL_12541,22,107.3421,0.0008,0.5326,0.0023,0.2654,0.0001,-0.8877,0.0793,-0.5823,0.1173,214.5042,0.0022,4.232,0.0009,17,-0.58,8,1,70.137,,0
CWWDL_12543,21,109.065,0.0006,-2.137,0.007,0.2478,0.0003,-1.1137,0.0585,0.1698,0.1474,217.6758,0.0069,4.5387,0.0007,10,0.3,7.88,2,61.784,45.276,32.015
CWWDL_12546,20,107.353,0.0009,0.518,0.0019,0.3226,0.0003,-0.9989,0.0321,-0.6237,0.0863,214.5223,0.0024,4.235,0.0003,14,0.2,7.55,0,,,
CWWDL_12551,21,111.5378,0.0034,-7.9244,0.0104,0.2339,0.0002,-0.8025,0.0757,0.9239,0.2024,223.9615,0.0137,4.022,0.0001,11,0.23,7.61,1,68.231,,0
CWWDL_12558,27,113.5661,0.001,-11.4839,0.0031,0.2462,0.0002,-1.4578,0.2985,1.2436,0.1748,228.0536,0.0036,4.0857,0.0004,14,0.44,7.76,2,76.6175,12.0922,8.5505
CWWDL_12561,23,113.0872,0.0009,-9.3794,0.0019,0.2313,0.0001,-1.0655,0.2309,0.9921,0.2249,225.9746,0.0022,4.6806,0.0005,12,0.4,7.61,1,58.958,,0
CWWDL_12566,51,113.3462,0.0057,-8.5546,0.0061,0.2427,0.0003,-1.2205,0.1189,0.7944,0.2248,225.3696,0.0077,5.299,0.004,27,-0.58,8.42,5,71.1114,27.2281,19.6175
CWWDL_12570,22,115.6083,0.0018,-14.9626,0.0025,0.2361,0.0001,-1.551,0.1177,1.6785,0.159,232.0702,0.0036,4.1295,0.0006,16,0.4,7.88,4,71.9993,28.9957,21.6318
CWWDL_12617,24,136.7315,0.0089,-40.881,0.0044,0.2778,0.0004,-5.6963,0.0209,4.1608,0.0597,263.911,0.0091,4.3927,0.0004,18,-0.88,8.33,2,37.1055,0.4504,0.3185
CWWDL_12626,20,147.6011,0.0021,-48.2136,0.0011,0.3843,0.0004,-6.209,0.1046,4.3207,0.0378,274.5901,0.0016,4.4424,0.0004,14,-0.18,7.79,1,3.787,,0
CWWDL_12630,37,204.2571,0.064,-58.0948,0.0416,0.6469,0.0005,-8.6052,0.0269,-2.2897,0.0101,308.9436,0.0014,4.2438,0.0014,35,-0.1,8,17,-23.3253,12.3489,6.5065
CWWDL_12631,43,282.6485,0.0508,9.7699,0.0887,0.6565,0.0003,-0.2529,0.0198,-4.263,0.0249,41.5505,0.0085,4.6234,0.0017,38,0.4,7.58,10,-15.4545,30.6572,24.568
CWWDL_12632,56,283.7717,0.0441,12.3174,0.0609,0.5683,0.0003,-0.6147,0.0499,-1.3698,0.0308,44.3309,0.0035,4.7858,0.002,52,-0.58,7.7,8,5.2291,5.6036,3.9884
CWWDL_12664,27,298.1113,0.0024,37.4772,0.0023,0.2384,0.0001,-2.7704,0.246,-5.0158,0.2615,72.6785,0.0028,5.2581,0.001,11,0.07,8.48,1,-82.633,,0
CWWDL_12760,45,62.7107,0.1294,57.1311,0.0849,0.7097,0.0012,0.9604,0.0496,-1.123,0.0491,147.5083,0.0103,4.1033,0.0016,34,0.37,6.71,3,-26.615,8.9124,6.7173
CWWDL_12770,27,102.2094,0.0015,17.9303,0.0033,0.279,0.0007,-0.5613,0.1812,-1.0096,0.1485,196.5923,0.0038,7.5142,0.001,16,-0.58,8.36,0,,,
CWWDL_12773,35,102.8361,0.0439,13.3443,0.137,0.23,0.0001,-0.1981,0.1174,-0.7585,0.1737,201.0009,0.0156,6.0207,0.0046,21,0.44,5.48,0,,,
CWWDL_12777,28,104.8637,0.0495,12.9226,0.0555,0.2396,0.0002,-0.2039,0.2519,-0.6537,0.0514,202.264,0.004,7.6032,0.0013,19,-0.04,7.97,6,54.8292,18.4793,14.3818
CWWDL_12787,26,104.4081,0.0616,9.4878,0.1714,0.2549,0.0001,-0.6823,0.0731,-0.4687,0.1746,205.1611,0.0314,5.675,0.0007,16,-0.58,8.36,1,48.283,,0
CWWDL_12788,30,103.7301,0.0533,9.9357,0.0673,0.2315,0.0001,-0.5437,0.2317,-1.0176,0.0912,204.4579,0.0059,5.2785,0.0012,21,0.37,5.3,0,,,
CWWDL_12795,22,103.537,0.0066,10.3708,0.0015,0.2287,0.0001,-0.3877,0.1037,-0.4532,0.0821,203.9817,0.004,5.3039,0.0039,10,0.44,7.91,1,42.172,,0
CWWDL_12808,44,109.7741,0.0062,-2.0563,0.0036,0.2565,0.0002,-0.8592,0.1555,0.1252,0.2635,217.9318,0.0051,5.2048,0.0047,27,0.44,7.97,2,59.984,6.982,4.937
CWWDL_12809,43,108.5466,0.0754,1.042,0.0719,0.2623,0.0002,-0.9323,0.1235,-0.0962,0.2275,214.6012,0.0061,5.536,0.0045,32,-0.88,5.48,2,37.1355,1.999,1.4135
CWWDL_12814,26,108.4296,0.0516,-0.4064,0.0555,0.2269,0.0001,-0.9294,0.1242,-0.0273,0.1062,215.8408,0.0034,4.7696,0.0022,18,0.42,7.91,1,49.208,,0
CWWDL_12816,32,109.5314,0.0636,-1.6017,0.1017,0.2356,0.0003,-0.932,0.1987,0.1501,0.133,217.4144,0.0096,5.1991,0.0044,22,-0.28,7.97,2,73.857,3.9018,2.759
CWWDL_12817,30,107.8302,0.0029,0.56,0.0122,0.2261,0.0001,-0.7055,0.1438,0.1463,0.1641,214.7034,0.0143,4.6787,0.0008,19,0.2,8.12,3,70.7777,37.9657,28.9949
CWWDL_12818,29,108.4687,0.0026,-0.5138,0.0039,0.2778,0.0002,-0.7973,0.1362,0.3912,0.2679,215.9546,0.0043,4.7552,0.0022,15,0.44,8,1,99.103,,0
CWWDL_12833,21,109.9795,0.0036,-1.7158,0.0049,0.2242,0.0001,-1.2308,0.1048,0.7509,0.0958,217.7236,0.0072,5.544,0.0013,14,-0.88,8.33,2,71.5515,19.1195,13.5195
CWWDL_12836,20,110.3036,0.0032,-2.1454,0.0098,0.228,0.0001,-1.0436,0.2303,0.4226,0.0991,218.2567,0.0126,5.6329,0.0005,9,0.3,7.34,1,81.137,,0
CWWDL_12840,47,112.0457,0.076,-7.3511,0.0871,0.2304,0.0001,-1.0482,0.131,0.9886,0.2462,223.6927,0.0112,4.7363,0.0019,28,-0.88,8.18,3,88.6203,8.3359,6.3242
CWWDL_12841,39,111.9527,0.0934,-5.4588,0.1301,0.2384,0.0001,-0.8309,0.2041,0.787,0.3083,221.9727,0.0237,5.5457,0.0015,21,0.44,5.7,1,94.055,,0
CWWDL_12842,38,112.2987,0.0518,-7.0596,0.0896,0.2435,0.0004,-1.0231,0.1239,0.8925,0.1125,223.5536,0.0087,5.0952,0.0018,23,-0.58,8.24,2,90.98,47.9136,33.88
CWWDL_12843,37,112.9542,0.0442,-7.4458,0.0773,0.2625,0.0004,-1.0525,0.0863,1.201,0.1405,224.2045,0.0062,5.4852,0.0016,25,0.44,5,0,,,
CWWDL_12845,36,112.1014,0.0035,-6.689,0.007,0.2528,0.0003,-1.2898,0.2538,1.232,0.1656,223.1328,0.0087,5.0974,0.0019,19,0.07,7.88,1,64.446,,0
CWWDL_12847,28,113.2016,0.0572,-7.3383,0.0615,0.24,0.0003,-1.4386,0.1858,1.2286,0.1218,224.2265,0.003,5.7522,0.0038,22,0.42,7.82,2,91.398,70.2298,49.66
CWWDL_12851,27,111.0782,0.0025,-4.294,0.0077,0.2533,0.0002,-1.0374,0.1678,0.5023,0.1691,220.5291,0.0064,5.3205,0.0039,8,0.16,7.19,1,93.746,,0
CWWDL_12870,29,115.0969,0.04,-10.3973,0.0636,0.2361,0.0001,-1.0259,0.1857,1.0472,0.1001,227.8274,0.0032,5.9266,0.0023,21,0.44,8.27,4,68.8905,13.529,10.106
CWWDL_12887,21,119.7174,0.0056,-19.5238,0.0092,0.2391,0.0002,-2.1623,0.152,2.0663,0.3211,238.0077,0.0134,5.2135,0.0009,11,0.4,7.79,1,76.065,,0
CWWDL_12899,35,126.7877,0.0576,-30.1431,0.0804,0.2597,0.0001,-2.5634,0.2814,2.1294,0.283,250.4464,0.008,4.7714,0.0007,22,-0.58,8.15,2,63.6085,38.1067,26.9455
CWWDL_12901,30,125.5306,0.0055,-27.9058,0.0079,0.2379,0.0002,-2.6717,0.2897,2.2418,0.2241,247.9731,0.0118,5.1486,0.0004,18,-0.28,8.27,4,69.3933,10.4247,8.6353
CWWDL_12902,32,129.5347,0.0545,-31.8706,0.058,0.245,0.0004,-2.9615,0.2868,2.6868,0.4087,253.241,0.005,5.6557,0.0004,16,0.35,7.85,1,49.081,,0
CWWDL_12927,38,129.3666,0.0074,-32.9063,0.0098,0.2442,0.0001,-2.9146,0.337,2.5776,0.294,253.9866,0.0084,4.9198,0.0066,13,-0.28,8.15,1,50.846,,0
CWWDL_12928,38,130.0622,0.0837,-33.0388,0.0691,0.2446,0.0003,-3.9327,0.2684,3.4849,0.1314,254.4464,0.0083,5.3049,0.0012,26,0.37,7.91,3,34.031,41.03,31.4867
CWWDL_12961,20,147.4987,0.0078,-45.7722,0.0017,0.2294,0.0001,-4.7303,0.209,3.4848,0.1465,272.9775,0.0044,6.2829,0.0012,8,-0.04,8.6,0,,,
CWWDL_12973,32,293.5354,0.0254,29.8546,0.0801,0.2447,0.0003,-2.5855,0.1568,-5.512,0.3136,64.1389,0.0061,4.8183,0.0007,16,-0.4,8.45,5,-21.2002,50.3941,35.6806
CWWDL_12983,68,298.6108,0.0879,37.8553,0.0514,0.2614,0.0003,-2.6536,0.2054,-4.7745,0.2999,73.2074,0.0032,5.1099,0.0042,28,-0.88,5.48,2,-15.135,4.9625,3.509
CWWDL_12984,30,296.9873,0.0026,35.0272,0.0027,0.2603,0.0002,-2.2127,0.2134,-4.5931,0.2101,70.0953,0.002,4.8088,0.0024,13,0.44,8.36,4,-13.315,20.9306,15.797
CWWDL_13003,28,298.3478,0.0017,38.2678,0.0018,0.2557,0.0002,-2.549,0.08,-4.9304,0.3331,73.4581,0.0019,5.4981,0.0009,13,-0.88,8.51,1,2.605,,0
CWWDL_13016,20,306.6606,0.0022,49.0986,0.0009,0.5928,0.0002,0.1929,0.0234,-3.826,0.0194,85.8687,0.0014,6.2854,0.0006,18,-0.88,8.06,3,-10.4607,25.0607,18.4289
CWWDL_13054,48,20.1958,0.4005,69.2843,0.0455,0.2788,0.0007,-1.5226,0.1939,0.5835,0.1882,125.5379,0.0204,6.5616,0.0016,21,-0.4,5.48,2,-52.9495,31.6112,22.3525
CWWDL_13109,31,48.5778,0.0553,63.9911,0.0037,0.3327,0.0002,0.1374,0.2245,-0.0009,0.0936,137.831,0.0122,5.3333,0.0022,14,-0.28,7.97,4,-56.1375,11.2516,7.7345
CWWDL_13147,21,60.1484,0.1339,60.2869,0.0289,0.2601,0.0002,0.4446,0.1582,-0.9291,0.135,144.3965,0.0617,5.5565,0.0009,7,-0.1,8.06,1,-66.509,,0
CWWDL_13157,20,57.9761,0.046,61.6273,0.012,0.3328,0.0002,0.4839,0.0663,-0.3426,0.1569,142.7174,0.0218,5.8986,0.0008,12,-0.18,8.03,4,-33.481,18.5262,13.555
CWWDL_13170,21,77.0416,0.0047,51.857,0.0102,0.2433,0.0003,0.5933,0.0679,-0.7055,0.1096,156.9858,0.0107,6.8475,0.0014,9,-0.88,8,2,-55.8575,7.4168,5.2445
CWWDL_13177,27,101.8224,0.1325,19.0778,0.1065,0.2305,0.0001,-0.1608,0.1819,-1.3952,0.2624,195.3899,0.0218,7.6902,0.0046,18,0.12,7.73,2,-7.044,38.9149,27.517
CWWDL_13178,23,100.3844,0.005,21.9273,0.0128,0.2863,0.0002,-0.086,0.18,-1.8677,0.1119,192.2097,0.0127,7.7369,0.0047,19,0.44,7.73,4,35.517,28.9126,19.708
