"name","ra","dec","lii","bii","cluster_radius","pm_ra","pm_dec","distance","e_bv","distance_modulus","log_age","log_age_error","metallicity","metallicity_error"
"NGC 1798",77.91,47.695,160.699,4.85,"  0.155","  -1.90","  -2.44","    5247","  0.312"," 13.700","  9.300",,"  -0.030",
"IC 1369",318.048,47.755,89.602,-0.415,"  0.165","  -4.02","  -0.91","    2530","  0.573"," 12.200","  8.540",,,
"FSR 0274",312.277,47.88,87.143,2.581,"  0.180","   0.53","  -0.45","    2153","  1.041"," 12.000","  7.800",,,
"NGC 7067",321.053,48.02,91.202,-1.668,"  0.115","  -3.01","  -2.67","    2300","  0.750"," 12.050","  8.100",,,
"FSR 0282",315.555,48.105,88.734,1.054,"  0.140","  -2.23","   1.44","    2533","  0.874"," 12.300","  9.240","  0.025",,
"Berkeley 88",305.332,48.14,84.573,6.465,"  0.105","  -2.49","  -4.02","    5038","  1.208"," 13.900","  8.815",,,
"FSR 0371",346.314,48.248,105.287,-10.952,"  0.165","  -3.93","  -1.35","    3541","  0.791"," 13.000","  8.700",,,
"FSR 0291",319.125,48.355,90.533,-0.521,"  0.095","  -1.19","  -1.27","    3529","  1.124"," 13.100","  8.755","  0.045",,
"NGC 7092",322.95,48.45,92.414,-2.23,"  0.900","  -8.38"," -20.27","     310","  0.010","  7.460","  8.569","  0.054","   0.150",
"Berkeley 91",317.715,48.535,90.018,0.281,"  0.120","  -3.97","  -0.56","    9471","  1.299"," 15.300","  8.400",,,
"Aveni-Hunter 1",354.293,48.55,110.463,-12.515,"  0.400","  -0.05","  -3.60","     500","  0.100","  8.527","  8.186","  0.173",,
"FSR 0674",63.094,48.728,153.417,-1.88,"  0.130","  -2.37","  -1.78","    3400","  1.020"," 12.986","  8.560",,,
"Melotte 20",51.675,48.8,147.487,-6.527,"  6.100","  21.49"," -26.11","     175","  0.090","  6.244","  7.700",,,
"NGC 7261",335.118,58.113,104.065,0.882,"  0.220","  -4.46","  -7.53","    2692","  0.916"," 12.445","  7.500",,,
"Basel 15",318.978,48.853,90.823,-0.104,"  0.115","  -2.24","  -1.19","     701","  2.165","  9.925","  8.600",,,
"FSR 0318",329.661,48.967,96.13,-4.701,"  0.085","  -3.03","   2.33","    7002","  0.650"," 14.435","  8.804","  0.044",,
"Platais 1",322.515,49,92.581,-1.632,"  0.140","  -4.54","  -0.50","    3508","  0.854"," 13.000","  8.200",,,
"FSR 0288",317.04,49.01,90.064,0.93,"  0.100","  -1.17","   0.19","    1734","  0.791"," 11.450","  8.470",,,
"NGC 7686",352.422,49.17,109.457,-11.551,"  0.110","  -1.15","  -1.21","    2100","  0.400"," 11.740","  9.053","  0.054",,
"Patchick 89",299.895,49.285,83.622,10.11,"  0.095","  -2.28","  -3.63","    3260","  0.416"," 12.700","  9.200",,,
"FSR 0284",314.125,49.367,89.069,2.593,"  0.115","  -2.71","  -3.22","    1887","  0.687"," 11.600","  8.775",,,
"Alessi 1",13.328,49.48,123.244,-13.391,"  0.425","   6.13","  -7.53","     750","  0.100","  9.407","  8.840",,,
"NGC 1724",75.847,49.49,158.437,4.825,"  0.130","  -0.40","  -4.43","    2200","  0.300"," 11.809","  9.000",,,
"NGC 1513",62.425,49.51,152.564,-1.605,"  0.155","  -1.08","  -3.49","    1400","  0.670"," 10.946","  8.500",,,
"BDSB 21",316.339,49.657,90.235,1.703,"  0.100","  -1.86","  -1.33","    1285","  1.103"," 10.900","  8.900",,,
"FSR 0295",320.663,49.857,92.309,-0.179,"  0.125","  -2.08","  -2.75","    1230","  0.799"," 10.707","  8.800",,,
"NGC 2126",90.648,49.872,163.236,13.139,"  0.225","  -1.38","  -1.71","    1100","  0.050"," 10.223","  9.450",,,
"SAI 43",77.067,49.873,158.604,5.686,"  0.090","   0.04","  -2.72","    3900","  0.179"," 13.013","  8.905",,,
"NGC 7243",333.795,49.875,98.85,-5.547,"  0.600","  -0.05","  -1.70","     850","  0.221","  9.718","  7.965","  0.071",,
"FSR 0296",320.99,49.93,92.51,-0.275,"  0.060","  -5.22","  -3.65","    2400","  0.731"," 12.136","  8.938","  0.026",,
"FSR 0690",75.735,50.1,157.906,5.137,"  0.140","   1.53","  -5.79","    1711","  0.416"," 11.300","  9.000",,,
"FSR 0440",358.651,50.142,113.688,-11.707,"  0.093","  -2.72","  -2.74","    6656","  0.416"," 14.250","  9.100",,,
"NGC 6895",304.035,50.245,85.869,8.335,"  0.150","  -3.42","  -2.34","    1935","  0.208"," 11.500","  9.330",,,
"LDN 988e",316.027,50.25,90.543,2.248,"  0.115","  -0.19","   0.96","     700","  1.876","  9.829","  6.670",,,
"NGC 1545",65.295,50.252,153.386,0.209,"  0.130","  -0.44","   1.46","     863","  0.354","  9.794","  8.810","  0.017","  -0.060","  0.090"
"SAI 143",317.719,50.292,91.304,1.478,"  0.080","  -2.28","  -6.00","    8999","  2.101"," 15.447","  8.600",,,
"Teutsch 144",320.423,50.597,92.721,0.455,"  0.115","  -1.88","  -1.00","    2472","  1.041"," 12.300","  8.805","  0.036",,
"King 19",347.048,60.528,110.562,0.16,"  0.145","  -6.50","  -1.00","    2000","  0.600"," 11.698","  9.100",,,
"NGC 7801",0.083,50.727,114.723,-11.328,"  0.156","  -3.20","  -3.47","    1953","  0.146"," 11.500","  9.255",,,
"FSR 0307",323.524,50.763,94.257,-0.783,"  0.075","  -4.86","  -3.48","    1500","  0.500"," 11.041","  9.150","  0.055",,
"FSR 0290",314.738,50.765,90.388,3.205,"  0.127","  -2.62","  -1.84","    1201","  0.802"," 10.656","  8.920","  0.048",,
"Berkeley 67",69.45,50.775,154.827,2.484,"  0.155","   0.09","  -1.49","    2000","  0.700"," 11.730","  9.242","  0.029",,
"SAI 49",81.608,50.79,159.506,8.591,"  0.135","   0.29","  -1.59","    3200","  0.541"," 12.700","  9.150",,,
"NGC 7031",316.774,50.875,91.325,2.315,"  0.170","  -1.95","  -4.01","    1100","  0.824"," 10.472","  8.200",,,
"FSR 0312",323.721,50.924,94.457,-0.747,"  0.055","  -3.19","  -2.37","    2700","  0.889"," 12.443","  8.660",,,
"FSR 0278",307.755,51.015,87.852,6.819,"  0.080","  -3.42","  -7.56","    2368","  0.708"," 12.100","  8.850",,,
"Berkeley 53",313.988,51.06,90.305,3.756,"  0.250","  -3.98","  -2.54","    3301","  1.520"," 13.082","  9.090","  0.010",,
"Barkhatova 2",325.917,51.07,95.59,-1.553,"  0.095","  -2.20","  -3.53","    1100","  0.300"," 10.303","  8.632",,,
"ASCC 126",346.455,51.07,106.524,-8.406,"  0.280","  -2.02","  -2.97","     900","  0.100","  9.803","  7.451",,,
"FSR 0667",61.807,51.167,151.155,-0.648,"  0.075","  -0.66","  -1.05","    1818","  0.937"," 11.599","  8.080",,,
"IRAS 04324+5106",69.09,51.18,154.374,2.588,"  0.135","  -2.45","  -4.79","    6408","  1.978"," 14.670","  8.380","  0.141",,
"NGC 1528",63.847,51.19,152.075,0.24,"  0.450","   1.20","  -1.38","     950","  0.250","  9.969","  8.550",,,
"FSR 0322",327.585,51.205,96.48,-2.121,"  0.100","  -0.25","  -2.22","    1867","  0.450"," 11.500","  9.250",,,
"FSR 0304",321.158,51.322,93.559,0.646,"  0.125","  -0.99","  -1.28","    1423","  0.729"," 11.001","  8.785","  0.101",,
"FSR 0325",327.66,51.38,96.627,-2.015,"  0.140","  -0.70","  -1.91","    1800","  0.481"," 11.431","  8.450",,,
"NGC 1348",53.55,51.4,146.986,-3.707,"  0.110","   1.92","  -3.35","    1800","  0.849"," 11.550","  8.450",,"   0.070",
"FSR 0319",326.64,51.418,96.16,-1.58,"  0.130","  -4.01","  -3.13","    1680","  0.849"," 11.400","  8.600",,,
"ASCC 115",329.168,51.525,97.452,-2.487,"  0.215","   0.40","  -0.83","     750","  0.150","  9.424","  8.350",,,
"MWSC 4316",257.618,51.57,78.642,36.377,"  0.225","  -4.74","   1.56","    1905","  0.312"," 11.500","  9.230",,,
"NGC 7086",322.613,51.608,94.412,0.226,"  0.140","  -3.20","   2.04","    1600","  0.770"," 11.268","  8.065","  0.131",,
"FSR 0306",322.087,51.62,94.183,0.458,"  0.105","  -4.01","  -1.36","    2328","  1.291"," 12.250","  7.500",,,
"SAI 1",2.112,51.724,116.183,-10.584,"  0.065","  -4.20","  -1.78","    1905","  0.312"," 11.500","  9.270",,,
"Berkeley 55",319.25,51.765,93.034,1.799,"  0.100","  -3.02","  -7.83","    1700","  1.599"," 11.667","  8.570","  0.036",,
"King 7",59.778,51.782,149.799,-1.022,"  0.350","  -2.56","   1.26","    2628","  1.249"," 12.500","  8.850","  0.014",,
"FSR 0620",37.672,51.805,138.128,-8.114,"  0.180","  -2.09","   1.12","    2200","  0.570"," 11.896","  8.840","  0.113",,
"FSR 0671",65.618,51.855,152.396,1.486,"  0.100","  -1.20","   2.09","    3501","  1.399"," 13.171","  7.900",,,
"FSR 0477",5.745,51.883,118.469,-10.742,"  0.120","  -3.76","   2.02","    1908","  0.458"," 11.550","  9.040",,,
"FSR 0617",37.417,51.895,137.946,-8.09,"  0.090","   1.73","   0.53","    4000","  0.279"," 13.100","  9.250",,,
"FSR 0663",61.545,51.91,150.536,-0.206,"  0.085","  -3.33","   2.00","    1700","  0.899"," 11.442","  8.914","  0.078",,
"FSR 0660",60.615,51.917,150.102,-0.581,"  0.100","  -4.42","   0.61","    3213","  1.291"," 12.950","  6.750",,,
"ASCC 112",304.095,52.098,87.464,9.31,"  0.230","  -0.33","  -0.31","     569","  0.079","  8.801","  8.150",,,
"Czernik 15",50.8,52.233,145.109,-3.98,"  0.075","   1.42","  -0.01","    2500","  0.849"," 12.263","  7.300",,,
"FSR 0316",325.23,52.31,96.079,-0.336,"  0.135","  -5.81","   0.15","    1940","  0.500"," 11.600","  8.915","  0.023",,
"NGC 7296",337.012,52.33,101.891,-4.585,"  0.100","  -3.41","  -4.50","    2013","  0.189"," 11.580","  8.675","  0.031",,
"FSR 0507",11.01,52.36,121.783,-10.495,"  0.150","  -5.26","   0.37","    2203","  0.885"," 12.000","  9.000",,,
"Berkeley 98",340.654,52.368,103.845,-5.664,"  0.170","  -5.83","  -0.37","    4201","  0.200"," 13.181","  9.320",,,
"Kronberger 80",317.959,52.378,92.93,2.795,"  0.100","  -3.03","  -3.96","    4976","  1.291"," 13.900","  8.750",,,
"Juchert 19",60.578,52.45,149.734,-0.195,"  0.065","  -4.65","  -3.83","    3000","  0.899"," 12.675","  9.300",,,
"BDSB 22",324.113,52.465,95.671,0.232,"  0.055","  -4.50","   2.43","    2014","  0.604"," 11.715","  8.900",,,
"FSR 0323",325.815,52.525,96.489,-0.407,"  0.060","  -6.61","  -0.28","    6699","  0.600"," 14.323","  8.950",,,
"Czernik 16",52.792,52.632,145.893,-2.969,"  0.145","  -2.62","  -0.89","    2700","  1.149"," 12.527","  7.300",,,
"NGC 1444",57.349,52.64,148.105,-1.308,"  0.100","  -2.26","  -4.20","    1300","  0.600"," 10.763","  6.850",,,
"NGC 1496",61.11,52.645,149.847,0.165,"  0.065","  -4.55","   1.14","    1300","  0.471"," 10.721","  8.850",,,
"Berkeley 9",53.163,52.65,146.067,-2.825,"  0.130","  -2.39","  -2.43","    1550","  0.750"," 11.193","  9.300","  0.041",,
"FSR 0544",19.957,52.667,127.295,-9.964,"  0.165","  -2.74","   1.38","    1799","  0.700"," 11.500","  8.906","  0.020",,
"Stock 12",353.895,52.685,111.443,-8.486,"  0.500","   7.55","  -2.00","     430","  0.050","  8.183","  8.450",,,
"King 5",48.693,52.697,143.773,-4.276,"  0.225","   0.60","   0.40","    2200","  0.670"," 11.928","  9.090","  0.020","  -0.300","  0.170"
"Berkeley 13",73.942,52.815,155.064,5.922,"  0.100","   0.23","   1.51","    2800","  0.849"," 12.509","  8.870","  0.042",,
"Waterloo 1",64.657,52.86,151.271,1.787,"  0.130","  -2.79","   3.27","    4400","  0.910"," 13.510","  8.600","  0.078",,
"IC 1434",332.603,52.86,99.941,-2.67,"  0.195","  -6.52","  -3.46","    3210","  0.521"," 12.700","  8.245","  0.058",,
"NGC 1708",75.859,52.865,155.737,6.869,"  0.240","  -2.95","   0.60","     630","  0.300","  9.093","  8.755","  0.034",,
"FSR 0342",331.971,53.117,99.78,-2.24,"  0.130","  -3.45","  -0.70","    1942","  0.650"," 11.650","  8.275",,,
"FSR 0683",77.16,53.22,155.918,7.709,"  0.105","  -1.69","  -3.76","    1522","  0.739"," 11.150","  9.200",,,
"Patchick 103",308.733,53.296,90.07,7.669,"  0.075","  -4.94","  -5.20","    1332","  0.396"," 10.750","  8.950",,,
"FSR 0341",331.413,53.333,99.636,-1.869,"  0.100","  -3.36","  -3.51","    6000","  0.700"," 14.116","  9.000",,,
"NGC 1220",47.922,53.347,143.038,-3.96,"  0.085","   0.30","   0.40","    2100","  0.750"," 11.852","  8.200",,,
"Kronberger 84",323.91,53.488,96.266,1.073,"  0.090","  -4.26","  -0.16","    1310","  0.541"," 10.761","  8.825",,,
"Kronberger 81",321.545,53.534,95.271,2.068,"  0.095","  -1.63","  -0.97","    7500","  1.801"," 14.955","  8.600",,,
"FSR 0362",339.788,53.63,103.996,-4.307,"  0.090","  -5.18","  -3.25","    5501","  0.500"," 13.863","  9.009","  0.028",,
"FSR 0656",59.715,53.64,148.563,0.366,"  0.180","  -1.75","   0.21","    1400","  0.949"," 11.036","  8.895","  0.021",,
"FSR 0320",323.85,53.7,96.383,1.254,"  0.085","  -4.55","  -1.63","    4724","  1.020"," 13.700","  8.850",,,
"NGC 7128",325.961,53.725,97.336,0.447,"  0.090","  -6.90","  -2.76","    2301","  1.099"," 12.163","  7.260",,,
"FSR 0314",321.967,53.742,95.596,2.044,"  0.140","  -2.54","   0.22","    1710","  1.041"," 11.500","  8.140",,,
"FSR 0317",323.154,53.755,96.116,1.573,"  0.095","  -3.21","   0.08","    1934","  0.833"," 11.700","  8.800",,,
"FSR 0324",324.045,53.805,96.538,1.255,"  0.100","  -4.25","  -2.37","    4166","  0.937"," 13.400","  8.180","  0.065",,
"FSR 0326",324.537,53.817,96.763,1.07,"  0.090","  -6.80","  -3.78","    8700","  1.562"," 15.200","  8.100",,,
"FSR 0655",59.043,53.877,148.107,0.29,"  0.090","   1.21","  -2.24","    1742","  1.228"," 11.601","  8.720",,,
"Juchert 11",56.835,53.902,147.081,-0.51,"  0.090","  -3.25","  -5.02","    3000","  1.901"," 12.997","  8.900",,,
"FSR 0357",337.707,53.954,103.092,-3.411,"  0.075","  -8.15","  -1.78","    2500","  0.400"," 12.118","  8.835","  0.010",,
"ASCC 114",325.005,53.965,97.068,0.998,"  0.160","  -3.70","  -2.55","     590","  0.260","  8.938","  7.750",,,
"IC 1442",333.998,53.995,101.27,-2.207,"  0.155","  -3.17","  -1.44","    1750","  0.500"," 11.376","  7.600",,,
"FSR 0654",58.901,54.017,147.953,0.344,"  0.070","  -1.49","   1.18","    4000","  1.420"," 13.467","  8.508","  0.054",,
"FSR 0693",88.058,54.19,158.54,13.695,"  0.095","   1.98","  -2.23","    2201","  0.271"," 11.800","  9.000",,,
"NGC 7245",333.81,54.333,101.369,-1.865,"  0.160","  -5.62","  -3.20","    4000","  0.475"," 13.163","  8.550",,,
"NGC 7438",344.34,54.375,106.725,-4.867,"  0.250","   0.01","  -1.55","    1000","  0.350"," 10.113","  8.800","  0.028",,
"King 9",333.885,54.402,101.444,-1.833,"  0.085","   0.22","   0.55","    8001","  0.371"," 14.635","  9.500",,,
"ASCC 116",329.625,54.49,99.486,-0.312,"  0.140","  -3.50","  -4.50","    1500","  0.510"," 11.045","  7.950",,,
"BDSB 24",322.219,54.608,96.301,2.569,"  0.060","  -2.77","  -0.18","    1535","  1.457"," 11.400","  7.200",,,
"NGC 7127",325.921,54.615,97.898,1.139,"  0.085","  -7.47","  -1.99","    2300","  1.031"," 12.140","  8.800",,,
"ASCC 128",350.28,54.67,110.033,-5.924,"  0.230","  -1.58","  -1.68","     900","  0.200","  9.836","  8.454","  0.016",,
"FSR 0515",12.682,54.765,122.829,-8.107,"  0.085","  -4.27","  -2.34","    2362","  0.416"," 12.000","  9.275",,,
"NGC 7175",329.767,54.79,99.734,-0.124,"  0.150","  -3.73","  -1.31","    2500","  0.750"," 12.231","  8.821","  0.019",,
"FSR 0344",330.43,54.825,100.06,-0.327,"  0.090","  -4.98","  -3.23","    2300","  0.720"," 12.040","  8.900",,,
"FSR 0479",5.311,54.827,118.552,-7.788,"  0.090","  -3.43","  -1.52","    2038","  0.479"," 11.700","  8.800",,,
"ASCC 121",337.707,54.845,103.55,-2.647,"  0.235","  -2.65","  -0.15","    2701","  0.450"," 12.302","  6.400",,,
"Czernik 12",39.843,54.913,138.104,-4.748,"  0.125","  -0.78","  -0.34","    2000","  0.260"," 11.589","  9.100",,,
"FSR 0333",326.79,54.928,98.482,1.054,"  0.150","  -3.30","  -1.40","    6001","  1.099"," 14.245","  8.895",,,
"FSR 0336",327.726,55.215,99.079,0.935,"  0.155","  -4.49","  -3.24","    1116","  0.500"," 10.399","  9.100",,,
"Alessi 2",71.565,55.255,152.276,6.385,"  0.335","  -0.91","  -0.75","     520","  0.150","  8.628","  8.698","  0.033",,
"FSR 0338",327.933,55.313,99.232,0.937,"  0.075","  -6.26","  -4.22","   14655","  2.082"," 16.500","  8.100",,,
"FSR 0310",316.298,55.323,94.444,5.507,"  0.130","  -3.98","  -4.78","    5288","  2.124"," 14.300","  8.095",,,
"IRAS 02130+5509",34.14,55.397,134.882,-5.487,"  0.050","   0.72","  -0.67","    2500","  0.799"," 12.247","  8.000",,,
"NGC 7226",332.603,55.398,101.402,-0.594,"  0.122","  -2.43","  -2.16","    3001","  0.500"," 12.547","  8.725","  0.077",,
"Berkeley 96",337.47,55.405,103.722,-2.097,"  0.080","  -4.49","  -3.60","    3200","  0.681"," 12.745","  7.000",,,
"FSR 0653",60.956,55.419,147.939,2.181,"  0.070","  -2.47","  -2.66","    7317","  1.020"," 14.650","  8.840",,,
"FSR 0334",326.543,55.435,98.7,1.533,"  0.120","  -5.30","  -2.12","    2201","  0.271"," 11.800","  9.310",,,
"BDSB 23",320.1,55.47,96.035,4.035,"  0.100","   1.60","  -3.71","    5883","  1.249"," 14.250","  8.150",,,
"NGC 744",29.645,55.478,132.406,-6.154,"  0.345","  -0.30","  -3.92","    1382","  0.381"," 10.825","  8.375",,,
"FSR 0365",338.267,55.535,104.177,-2.216,"  0.110","  -2.59","  -2.17","    3864","  0.822"," 13.200","  8.905","  0.055",,
"ASCC 129",352.027,55.613,111.293,-5.364,"  0.260","  -0.63","  -2.88","    2000","  0.300"," 11.602","  9.050",,,
"ASCC 2",4.875,55.645,118.403,-6.946,"  0.220","  -1.56","  -1.34","    2301","  0.500"," 11.970","  8.870","  0.080",,
"Dolidze 46",350.514,55.745,110.528,-4.959,"  0.110","  -2.38","  -1.97","    1450","  0.300"," 10.903","  8.412",,,
"Teutsch 126",333.44,55.753,101.993,-0.572,"  0.100","  -0.08","  -3.07","    1819","  0.625"," 11.500","  8.800",,,
"Stock 11",352.845,55.813,111.796,-5.318,"  0.108","   0.55","  -1.38","    1600","  0.350"," 11.133","  9.086",,,
"NGC 657",25.849,55.84,130.227,-6.294,"  0.095","  -1.07","  -1.53","    1934","  0.521"," 11.600","  9.000",,,
"ASCC 5",14.408,55.855,123.807,-7.006,"  0.190","  -1.82","  -3.15","     523","  0.021","  8.599","  7.780",,,
"Berkeley 94",335.738,55.87,103.135,-1.187,"  0.060","  -0.42","  -2.22","    2600","  0.600"," 12.268","  7.450",,,
"Trumpler 2",39.367,55.95,137.438,-3.906,"  0.440","   0.78","  -4.00","     670","  0.321","  9.234","  7.925",,,
"FSR 0384",342.927,56.103,106.752,-2.961,"  0.100","  -0.67","  -0.38","    3402","  0.750"," 12.900","  6.850",,,
"NGC 6856",299.822,56.117,89.671,13.521,"  0.100","  -0.68","  -3.55","    1202","  0.312"," 10.500","  9.010",,,
"MWSC 5373",286.35,56.34,86.741,20.457,"  0.130","  -0.66","  -2.47","    1664","  0.291"," 11.200","  9.100",,,
"FSR 0611",39.383,56.405,137.264,-3.486,"  0.165","   2.09","  -3.48","    1000","  0.500"," 10.161","  8.750",,,
"King 6",52.013,56.465,143.347,-0.068,"  0.260","   2.45","  -1.82","     632","  0.300","  9.100","  8.975",,"   0.460",
"Berkeley 102",354.716,56.626,113.032,-4.844,"  0.090","  -3.89","  -1.87","    4900","  0.600"," 13.644","  9.140",,"  -0.380",
"NGC 7789",359.355,56.73,115.539,-5.364,"  0.415","   0.62","  -2.87","    1800","  0.221"," 11.347","  9.265","  0.009","  -0.240","  0.090"
"FSR 0356",334.598,56.77,103.094,-0.088,"  0.100","  -0.88","  -4.46","    2200","  0.600"," 11.905","  9.100",,,
"FSR 0427",352.361,56.945,111.891,-4.159,"  0.115","  -1.42","  -0.11","    1633","  0.729"," 11.299","  8.600",,,
"FSR 0530",17.985,56.985,125.736,-5.775,"  0.120","  -3.21","   0.11","    3501","  0.200"," 12.785","  9.300",,,
"Stock 4",28.282,57.01,131.288,-4.857,"  0.210","   0.93","   0.49","     900","  0.050","  9.787","  8.600",,,
"NGC 7423",343.791,57.095,107.616,-2.278,"  0.110","   3.91","   1.24","    6001","  0.500"," 14.052","  8.901","  0.038",,
"NGC 869",34.74,57.145,134.621,-3.727,"  0.535","  -2.81","   0.05","    2300","  0.521"," 11.976","  7.280",,"  -0.300",
"NGC 884",35.513,57.145,135.017,-3.585,"  0.440","  -4.00","   1.65","    2345","  0.560"," 12.031","  7.200",,"  -0.300",
"ASCC 120",337.567,57.195,104.69,-0.59,"  0.210","  -2.58","  -2.25","    1500","  0.660"," 11.093","  7.400",,,
"Alicante 1",59.785,57.24,146.252,3.127,"  0.060","  -1.76","   1.36","    4299","  0.600"," 13.360","  6.350",,,
"NGC 7235",333.09,57.265,102.692,0.782,"  0.092","  -4.54","  -2.35","    2700","  0.931"," 12.456","  7.300",,,
"SAI 25",45.097,57.285,139.693,-1.329,"  0.135","   2.04","   1.94","    2300","  0.970"," 12.121","  9.185","  0.029",,
"MWSC 5012",96.832,57.46,157.51,19.52,"  0.125","  -2.41","  -1.00","    2492","  0.364"," 12.100","  9.085","  0.039",,
"IC 1396",324.75,57.49,99.295,3.735,"  0.740","  -2.29","  -4.05","     600","  0.421","  9.026","  6.000",,,
"Berkeley 92",321.195,57.532,97.924,5.07,"  0.105","  -2.29","  -1.62","    6000","  0.799"," 14.148","  9.000",,"  -0.380",
"NGC 957",38.377,57.573,136.302,-2.625,"  0.290","  -1.01","   1.39","    1900","  0.631"," 11.597","  7.250",,,
"NGC 7055",319.89,57.607,97.481,5.618,"  0.100","   1.09","  -2.61","    1948","  1.249"," 11.850","  8.400",,,
"FSR 0354",332.79,57.66,102.785,1.199,"  0.120","  -2.80","  -3.64","    1169","  0.500"," 10.500","  8.000",,,
"ASCC 6",26.82,57.68,130.365,-4.384,"  0.190","  -0.52","  -0.68","    1350","  0.300"," 10.748","  7.800",,,
"ASCC 9",41.745,57.745,137.879,-1.734,"  0.210","  -0.32","  -2.50","    2901","  0.899"," 12.602","  7.000",,,
"NGC 7281",336.265,57.82,104.42,0.308,"  0.180","  -1.56","  -2.44","    1600","  0.500"," 11.181","  7.860",,,
"Stock 21",7.561,57.931,120.112,-4.825,"  0.155","  -1.07","  -2.76","    1700","  0.416"," 11.286","  8.825",,,
"Teutsch 74",326.415,58.095,100.364,3.611,"  0.140","   3.31","  -3.58","    3330","  1.049"," 12.950","  9.050",,,
"FSR 0596",37.432,58.1,135.637,-2.326,"  0.135","  -1.49","   2.97","    1417","  0.521"," 10.924","  9.150",,,
"King 2",12.732,58.201,122.865,-4.671,"  0.100","  -1.71","  -0.08","    5499","  0.300"," 13.798","  9.670",,"  -0.420","  0.090"
"FSR 0670",78.855,58.205,152.333,11.35,"  0.150","   4.33","  -5.70","    2007","  0.583"," 11.700","  9.005",,,
"IC 361",64.74,58.25,147.515,5.661,"  0.220","   5.76","  -5.44","    3000","  0.650"," 12.595","  8.982","  0.022",,
"NGC 457",19.905,58.28,126.64,-4.389,"  0.220","  -1.92","  -2.19","    2400","  0.400"," 12.030","  7.380",,,
"FSR 0377",338.655,58.295,105.748,0.063,"  0.050","  -4.58","  -1.53","    2300","  0.600"," 12.002","  7.700",,,
"King 18",343.023,58.298,107.773,-1.017,"  0.105","  -2.91","   3.18","    2550","  0.600"," 12.226","  8.525",,,
"Basel 10",34.873,58.304,134.302,-2.61,"  0.075","  -0.75","   1.62","    2000","  0.770"," 11.753","  7.600",,,
"FSR 0381",340.533,58.34,106.631,-0.379,"  0.150","  -3.95","  -0.52","    3552","  0.770"," 13.000","  8.250",,,
"Juchert 9",58.837,58.4,145.115,3.687,"  0.070","  -0.51","   1.76","    3971","  1.416"," 13.450","  6.700",,,
"King 20",353.325,58.463,112.847,-2.87,"  0.115","  -1.73","   5.32","    1850","  0.700"," 11.561","  8.648","  0.050",,
"FSR 0441",355.503,58.545,113.963,-3.113,"  0.100","  -0.03","  -1.20","    1998","  0.521"," 11.670","  8.650",,,
"Czernik 14",49.267,58.605,140.945,0.922,"  0.070","   0.33","  -2.46","    2200","  1.070"," 12.056","  8.584","  0.035",,
"FSR 0394",343.785,58.725,108.318,-0.807,"  0.095","  -5.62","   1.78","    4739","  0.999"," 13.700","  9.200",,,
"Berkeley 66",46.016,58.74,139.42,0.18,"  0.115","   2.81","   0.03","    7002","  1.149"," 14.596","  9.150",,"  -0.480","  0.240"
"Alessi 20",2.667,58.748,117.653,-3.705,"  0.305","   6.34","  -2.51","     470","  0.381","  8.483","  7.575","  0.188",,
"FSR 0591",36.915,58.758,135.143,-1.814,"  0.100","  -0.98","   1.52","    2297","  0.604"," 12.000","  6.850",,,
"Czernik 8",38.255,58.768,135.785,-1.546,"  0.090","  -0.60","  -0.26","    1410","  0.799"," 11.003","  8.175",,,
"FSR 0358",332.558,58.795,103.337,2.198,"  0.280","   5.25","  -2.98","    2578","  2.311"," 12.800","  9.300",,,
"NGC 436",18.996,58.811,126.113,-3.909,"  0.155","  -1.90","  -2.15","    3000","  0.460"," 12.534","  7.925",,,
"FSR 0385",340.627,58.92,106.95,0.108,"  0.075","  -1.10","   2.26","    1726","  0.979"," 11.500","  8.850",,,
"ASCC 7",29.775,58.925,131.58,-2.806,"  0.180","   1.94","  -1.21","    2000","  0.450"," 11.650","  7.400",,,
"Teutsch 125",333.291,58.977,103.753,2.131,"  0.100","  -3.72","  -0.74","    1445","  0.781"," 11.051","  9.100",,,
"FSR 0366",334.683,59,104.361,1.749,"  0.140","  -1.82","  -1.33","    5610","  1.103"," 14.100","  8.715",,,
"Berkeley 97",339.849,59.017,106.644,0.386,"  0.065","  -1.18","  -3.35","    1800","  0.737"," 11.514","  7.550",,,
"King 4",39.023,59.025,136.051,-1.155,"  0.180","  -1.74","  -0.09","    2801","  0.895"," 12.525","  8.205","  0.020",,
"Tombaugh 5",57.015,59.07,143.956,3.609,"  0.270","   1.20","  -1.42","    1350","  0.550"," 10.829","  8.846","  0.014",,
"FSR 0443",355.897,59.08,114.301,-2.65,"  0.120","   0.46","  -2.31","    1821","  1.083"," 11.650","  8.800","  0.020",,
"Berkeley 95",337.072,59.14,105.473,1.209,"  0.120","  -3.26","  -3.34","    1800","  1.210"," 11.666","  8.550",,,
"King 10",343.755,59.17,108.497,-0.399,"  0.205","  -2.44","   2.71","    2750","  1.249"," 12.599","  7.825",,,
"SAI 17",35.212,59.2,134.166,-1.708,"  0.080","   0.03","  -0.32","    4000","  1.049"," 13.348","  8.900",,,
"FSR 0632",53.145,59.21,142.28,2.532,"  0.155","   1.87","  -2.32","    1037","  0.687"," 10.300","  8.350",,,
"FSR 0459",0.128,59.242,116.451,-2.987,"  0.090","  -1.66","  -0.01","    2926","  1.145"," 12.700","  7.800",,,
