"Cluster","RA_ICRS","e_RA_ICRS","DE_ICRS","e_DE_ICRS","GLON","e_GLON","GLAT","e_GLAT","adeg","plx","e_plx","pmRA","e_pmRA","pmDE","e_pmDE","age","e_age","AG","Z","RV","s_RV","N","o_RV","_RA.icrs","_DE.icrs"
"OC-0449",124.912006,0.055696,-38.293892,0.033725,256.24857,0.038958,-1.164027,0.039123,0.05521173,0.143166,0.009022,-2.969367,0.051149,3.360977,0.082305,7.9,0.18,2.7,0.027,"            ","            ",17,0,124.91202282,-38.29390694
"OC-0450",118.026598,0.159469,-42.365818,0.086758,256.899644,0.115815,-7.77175,0.0908,0.14716574,2.989837,0.092637,-11.037099,0.591855,4.606014,0.614144,7.5,0.17,2.44,0.028,15.606746,3.77764,23,2,118.02666439,-42.36583847
"OC-0451",124.6846,0.108018,-39.208184,0.064361,256.903867,0.064042,-1.826084,0.08398,0.10561259,1.630325,0.056847,-5.161592,0.553064,5.637571,0.45437,7.1,0.16,0.56,0.02,36.859048,17.465345,17,2,124.68462961,-39.20820906
"OC-0452",127.831749,0.115414,-38.665446,0.083292,257.872763,0.092393,0.486435,0.080751,0.12270774,0.534305,0.029408,-4.750358,0.151987,6.677144,0.17215,9.1,0.21,2.76,0.028,31.222377,2.316522,153,3,127.83177604,-38.66547568
"OC-0453",125.113781,0.053348,-40.501276,0.057535,258.15802,0.0526,-2.283964,0.04683,0.07042591,0.443436,0.013908,-4.029262,0.129853,3.950665,0.223082,6.8,0.16,1.16,0.017,"            ","            ",15,0,125.11380455,-40.50129356
"OC-0454",133.399701,0.044164,-36.358126,0.058551,258.770413,0.053682,5.386918,0.04286,0.06869306,0.317484,0.009503,-3.356486,0.328016,2.797571,0.306522,8.8,0.2,1.76,0.028,"            ","            ",17,0,133.39971952,-36.35813843
"OC-0455",124.484325,0.029773,-41.680987,0.024407,258.866926,0.023119,-3.340091,0.023612,0.03304565,0.32071,0.011528,-4.710125,0.10975,5.366404,0.126608,9.3,0.21,0.64,0.018,"            ","            ",28,0,124.48435303,-41.68101085
"OC-0456",124.491147,0.047036,-41.679448,0.036615,258.868507,0.038471,-3.335012,0.03316,0.0507898,0.257245,0.005105,-4.671039,0.069146,5.383657,0.098888,9.3,0.21,0.72,0.025,"            ","            ",21,0,124.4911748,-41.67947193
"OC-0457",125.538026,0.107831,-41.143254,0.061989,258.869384,0.058122,-2.384266,0.084048,0.10218725,0.317522,0.008493,-2.909792,0.298066,3.864317,0.255689,8.9,0.2,0.52,0.028,"            ","            ",18,0,125.53804317,-41.14327117
"OC-0458",126.122124,0.021261,-41.298841,0.029587,259.248648,0.027597,-2.113019,0.019236,0.03363953,0.330356,0.017375,-3.731273,0.150801,4.551159,0.114801,8.8,0.2,1.72,0.028,"            ","            ",18,0,126.12214607,-41.29886123
"OC-0459",112.900658,0.090116,-46.974615,0.042492,259.305169,0.048752,-13.148087,0.057742,0.07557047,2.39775,0.076787,-4.061576,0.360934,8.713282,0.390692,6.8,0.16,3.36,0.024,45.267696,"            ",20,1,112.90068446,-46.97465373
"OC-0460",129.210248,0.048036,-39.700784,0.041073,259.341278,0.034144,0.725592,0.043447,0.05525807,1.06757,0.03665,-5.522736,0.289632,4.303805,0.128779,6.9,0.16,0.22,0.02,"            ","            ",16,0,129.2102799,-39.70080313
"OC-0461",126.777276,0.098609,-41.257494,0.045038,259.499627,0.068359,-1.687369,0.053411,0.08675072,0.184908,0.005929,-2.913608,0.067742,3.843352,0.074519,6.7,0.15,0,0.027,"            ","            ",19,0,126.77729323,-41.25751108
"OC-0462",111.58381,0.085578,-47.713082,0.056532,259.599249,0.046174,-14.270482,0.06715,0.08149332,0.324013,0.015552,-1.417873,0.114736,2.790304,0.127204,9.8,0.23,2.82,0.017,"            ","            ",21,0,111.58381937,-47.7130944
"OC-0463",125.501885,0.060943,-42.091811,0.042552,259.63467,0.053659,-2.946441,0.031368,0.06215497,0.669274,0.025212,-4.323518,0.200175,5.220694,0.264346,7.1,0.16,3.68,0.017,"            ","            ",28,0,125.50191089,-42.0918342
"OC-0464",123.525852,0.018289,-43.081606,0.028775,259.641704,0.026268,-4.705963,0.017921,0.0317989,0.565538,0.02449,-4.415716,0.164199,4.491392,0.279438,7.8,0.18,1.62,0.028,"            ","            ",19,0,123.52587887,-43.08162596
"OC-0465",127.332291,0.085235,-41.188671,0.070501,259.687419,0.0613,-1.308167,0.073017,0.09533715,0.151468,0.007137,-2.754566,0.052641,3.559057,0.111476,6.7,0.15,3.02,0.028,"            ","            ",27,0,127.33230727,-41.18868682
"OC-0466",125.727569,0.043331,-42.10638,0.058832,259.742202,0.053611,-2.81712,0.040342,0.06709409,0.660015,0.028331,-4.320321,0.182567,5.280897,0.196767,6.9,0.16,2.82,0.016,"            ","            ",22,0,125.72759488,-42.10640347
"OC-0467",129.38127,0.077732,-40.287562,0.08006,259.88812,0.055896,0.475596,0.082463,0.09962183,1.083232,0.057565,-5.649205,0.205042,3.722686,0.236086,6.6,0.15,2.4,0.026,"            ","            ",82,0,129.38130291,-40.28757855
"OC-0468",117.120406,0.101514,-46.129367,0.071518,259.898617,0.056674,-10.182392,0.083379,0.10081666,2.618759,0.120912,-4.707364,0.487537,9.334767,0.490487,6.9,0.16,2.06,0.016,"            ","            ",19,0,117.12043619,-46.12940849
"OC-0469",128.853071,0.054499,-40.631804,0.040527,259.920727,0.050623,-0.052589,0.028108,0.05790292,1.084961,0.058542,-5.902067,0.365084,3.399248,0.468465,6.3,0.14,1.12,0.016,"            ","            ",26,0,128.85310556,-40.63181911
"OC-0470",117.366774,0.083816,-46.354439,0.067526,260.1824,0.062896,-10.141803,0.063816,0.08960128,2.561476,0.08151,-4.672751,0.362021,9.011145,0.261807,6.9,0.16,1.68,0.027,21.250196,"            ",56,1,117.36680409,-46.35447905
"OC-0471",125.540553,0.053765,-42.983401,0.047995,260.385432,0.03603,-3.430017,0.050572,0.06209419,0.672752,0.022151,-4.381336,0.212562,5.111329,0.12647,7,0.16,2.7,0.016,"            ","            ",18,0,125.54057962,-42.98342372
"OC-0472",130.26717,0.058794,-40.831818,0.036277,260.729655,0.050799,0.678088,0.026748,0.05741075,1.074836,0.05615,-4.985661,0.405785,3.169405,0.367035,6.2,0.14,1,0.017,"            ","            ",23,0,130.26719929,-40.83183209
"OC-0473",123.887391,0.178844,-44.839464,0.051716,261.259172,0.090395,-5.455994,0.103235,0.13721779,0.062807,0.018461,-1.37789,0.088115,2.228189,0.124521,6.5,0.15,2.38,0.016,138.40117,"            ",62,1,123.88739964,-44.8394739
"OC-0474",123.184165,0.067775,-45.265929,0.038516,261.344529,0.052411,-6.105118,0.032292,0.06156043,0.324558,0.013911,-2.540338,0.161981,3.211549,0.228485,9.6,0.22,1,0.028,40.933093,38.858395,16,2,123.18418104,-45.26594327
"OC-0475",128.937703,0.03758,-43.611688,0.018639,262.342141,0.016084,-1.791073,0.028799,0.03298602,0.257769,0.002607,-3.512059,0.104277,3.996989,0.072015,7.9,0.18,0.12,0.018,51.972558,0.418439,15,2,128.93772456,-43.61170576
"OC-0476",128.602601,0.053156,-43.840025,0.024172,262.380085,0.027601,-2.121748,0.035963,0.04533379,0.324408,0.014263,-3.01249,0.112524,4.102985,0.070524,8.9,0.2,2.14,0.016,"            ","            ",15,0,128.60261956,-43.84004324
"OC-0477",125.659912,0.071566,-45.624825,0.034316,262.613666,0.043532,-4.860268,0.042439,0.06079559,0.334932,0.011848,-3.061516,0.199218,3.947044,0.252793,8.3,0.19,0.82,0.028,6.927131,"            ",15,1,125.65993146,-45.62484254
"OC-0478",122.680046,0.080569,-47.477038,0.04453,263.030643,0.046463,-7.590901,0.053173,0.07061288,3.001157,0.040909,-6.804854,0.463123,9.801727,0.260315,7.1,0.16,0.42,0.017,14.504742,8.282781,17,2,122.68009075,-47.47708156
"OC-0479",119.53519,0.182072,-49.235009,0.056295,263.4587,0.080263,-10.288473,0.105205,0.13232627,2.476142,0.085156,-5.377691,0.339862,8.264429,0.322657,7,0.16,1.58,0.024,19.22353,4.792013,40,2,119.5352266,-49.23504573
"OC-0480",132.462607,0.082383,-43.207609,0.048136,263.604064,0.042275,0.4733,0.064302,0.07695403,0.405833,0.013248,-5.430086,0.208763,4.575942,0.157998,6.8,0.16,1.68,0.023,"            ","            ",21,0,132.46264011,-43.20762934
"OC-0481",129.446817,0.119266,-46.211083,0.115114,264.636568,0.13593,-3.068655,0.04051,0.14183802,0.539489,0.018967,-5.757844,0.258365,5.159704,0.271536,7.3,0.17,3.66,0.028,"            ","            ",45,0,129.44685398,-46.21110593
"OC-0482",130.224405,0.056574,-46.352963,0.031971,265.076419,0.042826,-2.72797,0.026781,0.05051028,0.565258,0.01112,-5.786192,0.193604,5.088503,0.06741,8.3,0.19,1.26,0.027,"            ","            ",15,0,130.22444226,-46.35298562
"OC-0483",130.916957,0.046837,-46.124272,0.024923,265.190696,0.025389,-2.209583,0.032115,0.04093867,0.151071,0.00854,-3.071624,0.056112,3.564396,0.062655,6.5,0.15,3.3,0.028,"            ","            ",22,0,130.9169767,-46.12428784
"OC-0484",130.276084,0.047935,-46.495336,0.036036,265.210998,0.041206,-2.786866,0.026337,0.0489037,0.537294,0.018593,-5.754571,0.096882,5.05648,0.157425,8.2,0.19,2.54,0.028,"            ","            ",18,0,130.27612115,-46.49535847
"OC-0485",130.16031,0.068468,-46.63428,0.050325,265.272386,0.057259,-2.934806,0.038388,0.06893643,0.541945,0.01726,-5.701658,0.175299,4.990674,0.143748,7.2,0.17,3.88,0.028,"            ","            ",35,0,130.1603469,-46.63430218
"OC-0486",130.016747,0.057247,-46.870419,0.040735,265.399716,0.040739,-3.15676,0.039198,0.0565345,0.540513,0.01722,-5.657175,0.208482,4.975367,0.284732,8,0.18,3.54,0.028,"            ","            ",16,0,130.01678378,-46.87044111
"OC-0487",128.140138,0.031412,-48.307953,0.02913,265.792853,0.025009,-5.031368,0.025773,0.03591236,0.189755,0.006166,-2.516693,0.090563,3.242816,0.099772,6.3,0.14,2.62,0.016,"            ","            ",15,0,128.14015482,-48.30796741
"OC-0488",128.175059,0.093729,-48.295695,0.04781,265.796676,0.06088,-5.005409,0.04995,0.07874882,0.264551,0.003225,-2.504519,0.065554,3.264853,0.072596,8.4,0.19,0.34,0.017,31.936785,"            ",15,1,128.17507573,-48.29570951
"OC-0489",129.869367,0.15998,-47.547261,0.059022,265.877039,0.066364,-3.647901,0.103737,0.12314847,1.423314,0.110014,-4.652782,0.490013,3.695279,0.699243,7.3,0.17,0.58,0.019,31.813414,"            ",26,1,129.86939764,-47.54727742
"OC-0490",137.368021,0.040916,-43.311196,0.020032,266.027371,0.019794,3.10073,0.029952,0.0359016,0.3953,0.02279,-4.414101,0.158674,4.992031,0.142133,7.1,0.16,4.04,0.018,"            ","            ",15,0,137.36804796,-43.31121819
"OC-0491",131.876866,0.031067,-46.725318,0.022305,266.073624,0.02165,-2.066208,0.021974,0.03084768,0.181643,0.007365,-3.358296,0.058216,3.672873,0.084996,8.9,0.2,3.6,0.02,"            ","            ",17,0,131.87688777,-46.72533432
"OC-0492",134.261223,0.072603,-46.049683,0.038581,266.604796,0.043782,-0.369423,0.045936,0.06345849,0.446532,0.020566,-4.535998,0.148839,5.468686,0.1366,6.8,0.16,1.88,0.028,"            ","            ",30,0,134.26125205,-46.04970731
"OC-0493",131.536066,0.059887,-48.162654,0.04355,267.052186,0.042697,-3.144866,0.040918,0.05913811,0.178708,0.010438,-3.050601,0.073553,3.759937,0.06375,8.2,0.19,1.42,0.026,"            ","            ",31,0,131.53608633,-48.16267071
"OC-0494",133.080711,0.0599,-47.962166,0.025172,267.548502,0.02534,-2.217469,0.040014,0.04736281,0.163787,0.016561,-3.595041,0.055486,3.842652,0.075054,7.5,0.17,1.98,0.026,53.836315,"            ",37,1,133.08073486,-47.96218308
"OC-0495",129.254158,0.073285,-50.048223,0.065645,267.633032,0.074274,-5.47952,0.032527,0.08108411,0.268093,0.003002,-4.066883,0.089163,4.217387,0.100925,8.7,0.2,0,0.016,"            ","            ",22,0,129.25418615,-50.04824174
"OC-0496",135.671598,0.077795,-46.747523,0.06118,267.769908,0.057605,-0.094671,0.057148,0.08114327,0.86294,0.017185,-6.058884,0.20491,4.08841,0.250056,7.4,0.17,1.42,0.022,"            ","            ",17,0,135.6716373,-46.74754117
"OC-0497",137.852087,0.037271,-45.572713,0.046406,267.9199,0.043227,1.812748,0.031099,0.05325149,1.328167,0.068795,-8.436042,0.384424,3.892745,0.467144,6.3,0.14,0.68,0.025,"            ","            ",17,0,137.85214056,-45.5727303
"OC-0498",134.347798,0.081785,-47.933782,0.05192,268.074251,0.049587,-1.550406,0.056922,0.07549162,0.526226,0.013754,-5.201318,0.219597,4.178172,0.395905,7,0.16,1.34,0.025,"            ","            ",25,0,134.3478325,-47.93380057
"OC-0499",132.639256,0.078375,-48.920037,0.039206,268.101857,0.048883,-3.052783,0.042503,0.06477695,0.534926,0.015646,-4.882652,0.197972,4.660316,0.183592,7.5,0.17,3.16,0.028,"            ","            ",15,0,132.63928902,-48.92005771
"OC-0500",134.671525,0.059977,-47.903732,0.041384,268.193054,0.03268,-1.366367,0.04756,0.0577056,0.528984,0.019478,-5.075729,0.249289,4.322044,0.294794,7.9,0.18,3.72,0.028,2.439709,"            ",20,1,134.67155865,-47.90375121
"OC-0501",137.251826,0.067361,-46.432741,0.040103,268.265448,0.048431,0.921583,0.037656,0.06134767,0.628265,0.023554,-5.307608,0.131846,1.677171,0.459435,7.4,0.17,1.66,0.016,"            ","            ",16,0,137.25186023,-46.43274845
"OC-0502",140.013037,0.047134,-45.138671,0.036997,268.661858,0.036576,3.207261,0.03378,0.04978847,0.539498,0.027911,-6.69316,0.114612,4.847726,0.146355,9.5,0.22,1.5,0.026,33.130641,0.639629,29,3,140.01307917,-45.13869255
"OC-0503",132.893594,0.035041,-50.255323,0.019158,269.240476,0.022822,-3.772699,0.018719,0.02951685,0.186093,0.008223,-4.690593,0.068608,4.379084,0.087216,9.1,0.21,2.04,0.028,"            ","            ",21,0,132.89362661,-50.25534246
"OC-0504",132.916559,0.042393,-50.263285,0.02337,269.255989,0.025553,-3.766423,0.025109,0.03582482,0.136009,0.006811,-4.684291,0.092372,4.402114,0.081266,9.2,0.21,3.8,0.028,"            ","            ",15,0,132.91659157,-50.26330456
"OC-0505",137.094978,0.068536,-47.905968,0.042492,269.276196,0.053386,-0.155558,0.032641,0.06257396,0.631796,0.02535,-5.124619,0.370323,3.970847,0.348338,7,0.16,1.38,0.028,"            ","            ",19,0,137.09501198,-47.90598565
"OC-0506",132.492229,0.060512,-51.629422,0.041636,270.146877,0.042866,-4.838159,0.036334,0.056193,0.391418,0.012848,-6.851943,0.082978,5.794494,0.143503,8.6,0.2,2.9,0.016,33.853599,2.786493,22,3,132.49227806,-51.62944775
"OC-0507",133.134628,0.084483,-51.528001,0.060151,270.321916,0.073537,-4.465084,0.031741,0.08009483,0.536589,0.016551,-6.085532,0.39413,6.198647,0.299981,8.1,0.19,2.44,0.028,"            ","            ",16,0,133.13467147,-51.52802855
"OC-0508",137.506002,0.086321,-49.801212,0.049389,270.851192,0.057791,-1.244105,0.046967,0.07446945,0.401396,0.021662,-5.593962,0.176542,5.516674,0.222696,6,0.14,1.04,0.02,"            ","            ",30,0,137.50604052,-49.80123652
"OC-0509",139.486205,0.077849,-51.01105,0.030662,272.598005,0.051119,-1.166251,0.026959,0.05779221,0.157134,0.014599,-3.544942,0.106986,3.756639,0.08729,8.9,0.2,3.78,0.028,23.80332,"            ",21,1,139.48623004,-51.0110667
"OC-0510",140.340208,0.051298,-50.772053,0.051455,272.807417,0.043393,-0.61535,0.042625,0.06082634,0.393566,0.009926,-5.359142,0.124099,3.509246,0.139861,7.8,0.18,2.36,0.016,"            ","            ",16,0,140.34024566,-50.7720686
"OC-0511",135.959904,0.05417,-53.848514,0.042366,273.207119,0.042474,-4.67302,0.031997,0.05317752,0.315226,0.009449,-4.38671,0.122172,4.747402,0.162857,8.7,0.2,1.2,0.024,"            ","            ",23,0,135.95993705,-53.8485351
"OC-0512",141.048489,0.065767,-51.654193,0.034523,273.743166,0.03938,-0.930865,0.036139,0.05344915,0.512367,0.010244,-6.520231,0.063696,3.612746,0.080765,8.4,0.19,1.8,0.028,"            ","            ",24,0,141.04853571,-51.65420906
"OC-0513",142.719509,0.014356,-51.421807,0.029565,274.333375,0.025398,-0.044344,0.017585,0.03089159,0.53747,0.023569,-5.602589,0.104543,4.071539,0.08203,6.7,0.15,2.96,0.028,"            ","            ",16,0,142.71954893,-51.4218251
"OC-0514",135.688663,0.057659,-55.934331,0.042738,274.675115,0.034227,-6.169449,0.041371,0.05369401,0.108007,0.009018,-2.790812,0.127935,3.391977,0.179886,9.2,0.21,2.48,0.016,77.633736,"            ",15,1,135.68868514,-55.93434608
"OC-0515",142.193129,0.091912,-52.916977,0.045463,275.123955,0.065138,-1.353902,0.029947,0.07169227,0.309487,0.00495,-4.292861,0.248183,3.355976,0.134713,6.9,0.16,1.34,0.019,"            ","            ",15,0,142.19316064,-52.91699192
"OC-0516",142.840887,0.024047,-53.041083,0.017926,275.493125,0.01418,-1.176934,0.018149,0.02303169,0.157821,0.011948,-4.585793,0.076893,3.328821,0.058509,8,0.18,2.5,0.028,49.746831,2.845891,32,4,142.8409209,-53.04109779
"OC-0517",144.725042,0.046031,-52.935362,0.045673,276.261498,0.040593,-0.335948,0.034755,0.05343877,0.313468,0.008392,-4.807447,0.190557,3.590735,0.193049,7.6,0.17,3,0.028,"            ","            ",18,0,144.72507745,-52.93537796
"OC-0518",142.884253,0.085818,-54.690577,0.065807,276.637454,0.07443,-2.365788,0.035499,0.08246214,0.526896,0.01856,-6.097713,0.306492,3.911513,0.292507,8,0.18,3.4,0.016,18.160475,"            ",20,1,142.88429989,-54.69059438
"OC-0519",140.472704,0.070412,-56.333926,0.028468,276.797129,0.034735,-4.496156,0.033683,0.04838455,0.2275,0.003404,-6.062007,0.073035,5.051987,0.07823,8.7,0.2,2.26,0.028,-1.474484,6.576906,21,2,140.4727526,-56.33394845
"OC-0520",150.466456,0.05126,-49.574691,0.025187,276.919141,0.034511,4.537108,0.023567,0.0417901,0.140341,0.008541,-5.67036,0.058424,4.657766,0.078373,9,0.21,1.14,0.028,"            ","            ",18,0,150.46649486,-49.5747117
"OC-0521",144.956006,0.071819,-54.072405,0.053099,277.116904,0.045268,-1.097637,0.050463,0.06779164,0.352297,0.012373,-5.538791,0.206662,4.562517,0.125189,7,0.16,2.26,0.017,"            ","            ",23,0,144.95604795,-54.07242528
"OC-0522",147.903126,0.030612,-52.211192,0.038962,277.267927,0.020368,1.464449,0.03815,0.04324671,0.138167,0.005596,-4.733624,0.0854,3.210017,0.072366,6.8,0.16,1.36,0.028,"            ","            ",15,0,147.90316033,-52.21120627
"OC-0523",144.667338,0.059253,-54.5081,0.029694,277.27913,0.026174,-1.53571,0.03716,0.04545266,0.184518,0.010025,-4.384505,0.097516,3.172816,0.071529,7.2,0.17,2.54,0.021,"            ","            ",19,0,144.66737156,-54.5081141
"OC-0524",147.803819,0.025431,-53.177818,0.016511,277.829749,0.009106,0.675489,0.020542,0.02246982,0.385647,0.008221,-5.805454,0.138176,3.587474,0.158057,6.6,0.15,0.44,0.028,"            ","            ",16,0,147.80386205,-53.17783394
"OC-0525",147.287947,0.057833,-54.582594,0.046913,278.483182,0.04223,-0.604712,0.039254,0.0576563,0.178665,0.010042,-4.572281,0.103356,2.865727,0.106555,6.8,0.16,1.14,0.026,25.648424,"            ",21,1,147.28798207,-54.58260674
"OC-0526",147.292087,0.067923,-54.611253,0.02755,278.503254,0.036466,-0.625316,0.031263,0.04803274,0.254515,0.001902,-4.65046,0.105892,2.868706,0.080075,6.7,0.15,3.12,0.016,"            ","            ",15,0,147.29212269,-54.61126575
"OC-0527",147.306003,0.054182,-54.604023,0.036297,278.504888,0.027184,-0.614599,0.039537,0.04798067,0.26226,0.002203,-4.587802,0.10341,2.889741,0.069745,6.7,0.15,1.6,0.028,"            ","            ",18,0,147.3060382,-54.60403584
"OC-0528",147.322234,0.030368,-54.617754,0.026725,278.520862,0.019126,-0.619229,0.025644,0.03199091,0.339861,0.012451,-4.579057,0.138567,2.941393,0.177369,8.6,0.2,2.14,0.026,"            ","            ",18,0,147.32226915,-54.61776707
"OC-0529",151.59444,0.057462,-51.534242,0.043727,278.665177,0.044589,3.38855,0.034767,0.05654134,0.541749,0.023577,-6.138236,0.275521,3.661273,0.23216,8.6,0.2,1.04,0.023,16.125182,1.820193,25,2,151.59448386,-51.53425827
"OC-0530",148.242813,0.050806,-57.397803,0.029431,280.673744,0.024784,-2.452813,0.031659,0.04020621,0.334461,0.013014,-5.545553,0.169724,3.703416,0.145974,7.5,0.17,1.32,0.028,"            ","            ",26,0,148.24285874,-57.39781946
"OC-0531",147.063344,0.075028,-58.176979,0.035981,280.679498,0.033504,-3.453978,0.041738,0.05352176,0.523175,0.015416,-5.923198,0.385604,3.792169,0.238965,8,0.18,1.22,0.028,"            ","            ",16,0,147.06339393,-58.17699585
"OC-0532",151.158097,0.062949,-55.387944,0.031768,280.72992,0.035751,0.123533,0.031772,0.0478288,0.531194,0.021107,-6.343209,0.166278,2.59229,0.274122,8.8,0.2,3.04,0.017,"            ","            ",16,0,151.15814663,-55.38795552
"OC-0533",158.732943,0.082526,-51.132616,0.055759,282.193845,0.05606,6.158815,0.051813,0.07633682,0.151846,0.009805,-4.909068,0.283008,2.286728,0.221218,9.6,0.22,3.42,0.021,"            ","            ",15,0,158.73297777,-51.13262616
"OC-0534",149.032785,0.0753,-60.182483,0.038888,282.729626,0.035652,-4.379082,0.040631,0.054055,0.3414,0.014086,-5.866988,0.128912,5.251967,0.095112,9.2,0.21,1.96,0.017,-1.055395,2.220506,56,4,149.03283744,-60.18250634
"OC-0535",154.749305,0.052413,-56.414564,0.024123,282.968598,0.022101,0.430285,0.03056,0.03771429,0.419239,0.007673,-5.823788,0.16842,3.495247,0.115109,8.6,0.2,1.56,0.026,-35.195408,"            ",16,1,154.74935179,-56.41457953
"OC-0536",151.945443,0.069207,-59.202256,0.016872,283.31656,0.034222,-2.712571,0.019277,0.03927783,0.153359,0.014184,-5.293059,0.112333,3.185769,0.103313,6.4,0.15,3.62,0.028,"            ","            ",22,0,151.94548895,-59.20227016
"OC-0537",153.761811,0.045202,-58.225142,0.029806,283.53068,0.028234,-1.371493,0.025659,0.03815158,0.181691,0.011966,-5.933302,0.11153,3.453298,0.074922,6.6,0.15,3.3,0.016,"            ","            ",22,0,153.76186108,-58.22515735
"OC-0538",151.643087,0.078676,-60.26946,0.031618,283.818736,0.040333,-3.666905,0.030032,0.0502859,0.314401,0.011857,-6.886923,0.141313,4.517834,0.134113,8.9,0.2,3.34,0.017,25.679409,"            ",36,1,151.64314872,-60.26948008
"OC-0539",151.270942,0.075816,-61.632143,0.035827,284.479015,0.044783,-4.873555,0.024282,0.05094244,0.273298,0.003518,-7.053018,0.076431,3.33746,0.08917,8,0.18,2.46,0.019,14.474789,"            ",19,1,151.27100798,-61.63215783
"OC-0540",153.19679,0.106894,-60.928719,0.058051,284.824328,0.063625,-3.763419,0.045147,0.07801533,0.519001,0.015359,-6.261869,0.27901,3.110113,0.186966,8.1,0.19,1.58,0.028,-12.266379,0.251207,37,2,153.19684728,-60.92873282
"OC-0541",155.133016,0.045896,-59.700489,0.040567,284.936444,0.036408,-2.209334,0.0293,0.04673363,0.311505,0.004343,-6.072627,0.132536,2.885907,0.083576,7.2,0.17,2.3,0.028,"            ","            ",16,0,155.1330695,-59.70050183
"OC-0542",156.650957,0.120714,-58.54107,0.049894,284.973754,0.05375,-0.813086,0.059754,0.08037166,0.2644,0.001394,-5.37485,0.179494,3.035172,0.123826,6,0.14,0.9,0.023,"            ","            ",17,0,156.65100277,-58.54108349
"OC-0543",157.038585,0.037557,-58.747575,0.05402,285.25369,0.03348,-0.883457,0.046656,0.05742554,0.220583,0.003348,-5.453627,0.119361,2.836285,0.101878,8,0.18,1.64,0.016,8.197929,"            ",20,1,157.03863172,-58.74758761
"OC-0544",160.315522,0.034147,-59.165317,0.032266,286.925922,0.019742,-0.400197,0.030948,0.03670865,0.392567,0.006882,-7.372757,0.149707,3.002237,0.116535,7.1,0.16,3.88,0.028,"            ","            ",15,0,160.31558593,-59.16533034
"OC-0545",159.324213,0.029366,-60.569756,0.016768,287.172516,0.013427,-1.869613,0.017586,0.02212582,0.170561,0.008993,-5.328963,0.072099,2.552356,0.06713,8.4,0.19,0.32,0.026,"            ","            ",28,0,159.3242612,-60.56976734
"OC-0546",159.335836,0.02834,-60.571085,0.019383,287.178147,0.011775,-1.86796,0.020765,0.02387123,0.128206,0.009251,-5.315132,0.070525,2.549247,0.077534,8,0.18,1,0.017,"            ","            ",27,0,159.33588408,-60.57109633
"OC-0547",159.516976,0.084857,-60.51646,0.040276,287.228979,0.050203,-1.776694,0.029134,0.05804422,0.270628,0.001978,-5.618081,0.078915,2.644779,0.074583,8.2,0.19,1.5,0.023,"            ","            ",17,0,159.51702673,-60.51647175
"OC-0548",159.95179,0.042691,-60.468781,0.014611,287.392969,0.017923,-1.630806,0.018312,0.02562349,0.183926,0.009068,-5.589641,0.051348,2.637572,0.073126,7,0.16,0.8,0.027,"            ","            ",32,0,159.9518404,-60.46879272
"OC-0549",158.3015,0.080072,-62.031316,0.063471,287.476232,0.047555,-3.38131,0.056436,0.07380041,0.583643,0.015236,-5.657366,0.12262,5.364192,0.287179,7.7,0.18,3.3,0.021,"            ","            ",18,0,158.30155361,-62.03133984
"OC-0550",161.022502,0.06159,-60.099446,0.021688,287.683587,0.029763,-1.053166,0.022969,0.03759536,0.400089,0.007256,-6.647698,0.088439,1.861813,0.083002,6.6,0.15,3.62,0.027,"            ","            ",21,0,161.02256127,-60.09945427
"OC-0551",164.508396,0.043608,-59.443535,0.016616,288.961379,0.018451,0.316699,0.02067,0.02770719,0.176985,0.013268,-5.872346,0.080711,1.985766,0.068942,8,0.18,0.62,0.023,27.60353,"            ",26,1,164.50844734,-59.44354383
"OC-0552",166.327708,0.122869,-57.906358,0.064157,289.19338,0.076612,2.106371,0.050182,0.09158401,2.089033,0.059763,-10.375744,0.336124,5.289049,0.571273,9.6,0.22,0.64,0.028,4.863697,"            ",18,1,166.32779479,-57.90638151
"OC-0553",164.80651,0.069166,-60.31011,0.04239,289.461605,0.030365,-0.406578,0.045264,0.05450562,0.540683,0.018966,-7.268737,0.25369,2.721351,0.230551,8.7,0.2,0.52,0.027,12.360749,"            ",16,1,164.80657522,-60.31012209
"OC-0554",164.356788,0.031438,-61.731565,0.020463,289.863562,0.015855,-1.78732,0.019729,0.02531036,0.363826,0.01067,-7.275442,0.075852,1.716302,0.079235,8.4,0.19,1.6,0.017,"            ","            ",15,0,164.35685628,-61.73157263
"OC-0555",160.5184,0.121821,-65.126628,0.06527,289.865151,0.061559,-5.590293,0.055961,0.08319341,0.522792,0.017005,-6.327167,0.195129,3.440996,0.196078,8.5,0.2,0,0.023,"            ","            ",50,0,160.51846686,-65.12664329
"OC-0556",167.730598,0.053452,-59.166654,0.026236,290.357682,0.031384,1.228962,0.021321,0.03794128,0.182286,0.006775,-6.266196,0.085861,2.401203,0.052433,7,0.16,3.44,0.028,"            ","            ",16,0,167.73065234,-59.16666467
"OC-0557",163.066715,0.136174,-64.480431,0.031996,290.532502,0.057091,-4.51683,0.035022,0.06697703,0.607222,0.016326,-7.617987,0.390911,2.203824,0.169703,8.4,0.19,1.16,0.028,"            ","            ",17,0,163.06679359,-64.48044079
