"Seq","Cluster","RA_ICRS","s_RA_ICRS","DE_ICRS","s_DE_ICRS","GLON","s_GLON","GLAT","s_GLAT","plx","s_plx","pmRA","s_pmRA","pmDE","s_pmDE","RV","s_RV","Nmemb","NmembRV","Flag","logAge","Dist","AV","_RA.icrs","_DE.icrs"
538,"UBC1539",244.87,0.09,-57.2,0.05,328.3,0.04,-4.97,0.06,0.47,0.02,-1.39,0.05,-4.36,0.08,"      ","     ",24,0," ",7.905,2216,0.841,244.87,-57.2
539,"UBC1540",239.64,0.1,-53.65,0.06,328.53,0.06,-0.34,0.05,0.36,0.03,-3.87,0.09,-4.34,0.08,-39.3,"     ",144,1," ",7.938,2860,2.703,239.64,-53.65
540,"UBC1541",242.18,0.09,-54.24,0.05,329.25,0.06,-1.78,0.04,0.37,0.02,-3.4,0.05,-4.29,0.06,-28.78,0.2,27,2," ",8.616,2775,1.016,242.18,-54.24
541,"UBC1542",240.08,0.06,-51.21,0.03,330.31,0.05,1.33,0.02,0.37,0.01,-1.17,0.09,-2.16,0.06,"      ","     ",17,0," ",7.227,3390,3.547,240.08,-51.21
542,"UBC1543",243.51,0.12,-52.96,0.07,330.7,0.08,-1.38,0.06,0.31,0.03,-2.1,0.08,-1.87,0.07,-34.07,17.42,111,4," ",8.8,2988,1.242,243.51,-52.96
543,"UBC1544",243.1,0.13,-51.67,0.07,331.41,0.09,-0.27,0.05,0.32,0.02,-1.86,0.08,-2.39,0.13,"      ","     ",55,0,"a",7.017,3208,2.092,243.1,-51.67
544,"UBC1545",242.71,0.16,-50.98,0.06,331.7,0.09,0.4,0.08,0.43,0.01,-1.81,0.07,-3.24,0.06,"      ","     ",22,0," ",7.273,3131,3.38,242.71,-50.98
545,"UBC1546",242.09,0.09,-50.52,0.05,331.72,0.06,1.01,0.04,0.28,0.05,-2.79,0.11,-3.63,0.08,-44.53,0.4,119,2," ",8.85,3319,4.397,242.09,-50.52
546,"UBC1547",244.56,0.13,-49.8,0.1,333.37,0.1,0.45,0.08,0.36,0.02,-1.75,0.08,-2.91,0.07,"      ","     ",38,0," ",7.031,2848,2.137,244.56,-49.8
547,"UBC1548",244.93,0.06,-49.97,0.04,333.42,0.05,0.16,0.02,0.38,0.02,-3.1,0.08,-2.47,0.07,"      ","     ",30,0," ",8.393,3059,2.155,244.93,-49.97
548,"UBC1549",247.04,0.1,-49.62,0.07,334.63,0.07,-0.56,0.06,0.29,0.03,-2.31,0.09,-2.82,0.11,"      ","     ",81,0,"a",7.274,3481,3.505,247.04,-49.62
549,"UBC1550",249.26,0.12,-48.45,0.08,336.47,0.09,-0.84,0.06,0.4,0.02,-0.66,0.07,-2.91,0.07,"      ","     ",64,0," ",8.606,2775,2.665,249.26,-48.45
550,"UBC1551",250.58,0.13,-47.46,0.09,337.8,0.1,-0.84,0.08,0.38,0.02,-2.2,0.08,-3.47,0.09,"      ","     ",96,0," ",8.292,2720,1.516,250.58,-47.46
551,"UBC1552",250.93,0.1,-47.11,0.06,338.22,0.08,-0.79,0.04,0.35,0.01,-2.98,0.05,-4.24,0.08,"      ","     ",17,0," ",8.259,3143,1.166,250.93,-47.11
552,"UBC1553",248.87,0.11,-45.64,0.07,338.37,0.09,1.25,0.06,0.27,0.04,-1.84,0.1,-2.3,0.08,-78.25,"     ",65,1,"a",8.88,3890,2.325,248.87,-45.64
553,"UBC1554",249.66,0.09,-45.69,0.09,338.71,0.09,0.81,0.06,0.51,0.02,1.04,0.1,-0.57,0.09,-21.39,"     ",44,1," ",8.129,2034,1.19,249.66,-45.69
554,"UBC1555",251.25,0.09,-46.53,0.07,338.8,0.07,-0.57,0.06,0.46,0.02,-0.46,0.09,-1.57,0.07,-48.22,"     ",32,1," ",8.056,2300,1.142,251.25,-46.53
555,"UBC1556",251.65,0.1,-46.38,0.07,339.09,0.08,-0.69,0.05,0.33,0.02,-0.88,0.06,-3,0.06,-39.51,"     ",29,1," ",8.012,2809,2.028,251.65,-46.38
556,"UBC1557",251.04,0.1,-45.53,0.07,339.46,0.07,0.19,0.07,0.39,0.03,-1.37,0.09,-2.54,0.08,"      ","     ",56,0," ",7.445,2592,2.624,251.04,-45.53
557,"UBC1558",252.78,0.08,-45.41,0.08,340.35,0.08,-0.66,0.06,0.38,0.02,-1.32,0.09,-2.51,0.06,"      ","     ",33,0," ",7.231,3076,2.773,252.78,-45.41
558,"UBC1559",252.88,0.11,-44.51,0.07,341.08,0.08,-0.15,0.06,0.41,0.02,-0.61,0.1,-2.52,0.09,"      ","     ",63,0," ",7.456,2476,1.642,252.88,-44.51
559,"UBC1560",252.95,0.07,-42.41,0.08,342.74,0.07,1.15,0.06,0.6,0.02,0.26,0.05,-0.13,0.07,"      ","     ",29,0,"a",8.483,1710,1.316,252.95,-42.41
560,"UBC1561",251.67,0.13,-41.21,0.07,343.04,0.08,2.66,0.08,0.89,0.02,1.45,0.09,-2.98,0.07,"      ","     ",35,0," ",8.15,1231,0.887,251.67,-41.21
561,"UBC1562",256.45,0.08,-43.46,0.08,343.5,0.07,-1.51,0.06,0.41,0.02,-0.92,0.06,-3.54,0.08,-25.83,"     ",42,1," ",8.081,2702,3.357,256.45,-43.46
562,"UBC1563",259.23,0.09,-41.7,0.07,346.13,0.07,-2.12,0.07,0.59,0.01,-0.02,0.06,-3.59,0.07,"      ","     ",23,0," ",7.933,1921,2.246,259.23,-41.7
563,"UBC1564",258.94,0.07,-38.72,0.07,348.43,0.08,-0.21,0.05,0.27,0.04,-1.31,0.09,-3.27,0.08,-10.12,0.95,98,3," ",8.065,3629,3.966,258.94,-38.72
564,"UBC1565",259.79,0.09,-38.73,0.09,348.81,0.09,-0.76,0.07,0.35,0.04,-0.15,0.1,-2.14,0.1,-28.41,1.03,269,5,"a",8.756,2663,3.052,259.79,-38.73
565,"UBC1566",266.8,0.03,-30.29,0.02,359.02,0.02,-1,0.03,0.35,0.02,0.45,0.07,-1.31,0.07,-19.1,"     ",30,1," ",8.099,3376,3.493,266.8,-30.29
566,"UBC1567",269.01,0.06,-29.51,0.04,0.67,0.03,-2.25,0.06,0.38,0.02,-0.1,0.09,-0.47,0.07,"      ","     ",44,0," ",7.016,2929,1.941,269.01,-29.51
567,"UBC1568",283.34,0.03,-9.31,0.03,24.84,0.03,-4.66,0.02,0.43,0.01,0.86,0.04,-0.83,0.05,"      ","     ",10,0," ",7.543,2798,1.457,283.34,-9.31
568,"UBC1569",282.29,0.06,-7.15,0.04,26.31,0.05,-2.75,0.06,0.37,0.01,-0.31,0.03,-1.04,0.03,"      ","     ",11,0," ",8.238,2554,1.021,282.29,-7.15
569,"UBC1570",298.12,0.06,32.54,0.05,68.42,0.06,2.74,0.04,0.4,0.01,-2.41,0.04,-5.39,0.05,-2.46,"     ",25,1," ",8.464,2761,1.3,298.12,32.54
570,"UBC1571",314.26,0.15,46.45,0.11,86.91,0.1,0.63,0.12,0.18,0.04,-2.95,0.1,-3.62,0.13,-45.89,13.34,233,6," ",8.91,5053,2.511,314.26,46.45
571,"UBC1572",329.04,0.03,53.98,0.03,98.9,0.02,-0.5,0.02,0.45,0.01,-2.24,0.03,-2.4,0.05,"      ","     ",10,0," ",8.028,2320,1.552,329.04,53.98
572,"UBC1573",343.45,0.08,62.61,0.03,109.86,0.04,2.76,0.02,1.18,0.02,-1.32,0.11,-2.7,0.1,"      ","     ",17,0,"a",7.288,863,4.087,343.45,62.61
573,"UBC1574",346.91,0.19,58.91,0.08,109.87,0.1,-1.31,0.08,0.66,0.01,-1.8,0.06,-1.48,0.05,"      ","     ",20,0," ",7.883,1680,0.713,346.91,58.91
574,"UBC1575",2.51,0.09,60.53,0.06,117.86,0.04,-1.93,0.06,0.34,0.02,-2.69,0.1,-1.82,0.06,-40.25,"     ",22,1,"a",6.967,3325,1.29,2.51,60.53
575,"UBC1576",31.56,0.06,63.09,0.02,131.28,0.03,1.44,0.01,0.28,0.02,-1.63,0.04,-0.2,0.02,"      ","     ",9,0," ",7.655,4252,1.596,31.56,63.09
576,"UBC1577",29.48,0.14,57.45,0.04,131.81,0.07,-4.27,0.05,0.41,0.01,-1.32,0.06,-1.24,0.06,"      ","     ",20,0," ",7.541,3001,1.046,29.48,57.45
577,"UBC1578",70.53,0.11,49.22,0.05,156.45,0.07,1.97,0.05,0.67,0.02,2.02,0.05,-5.45,0.05,"      ","     ",14,0," ",8.419,1547,0.832,70.53,49.22
578,"UBC1579",90.4,0.06,35.57,0.04,175.97,0.04,6.26,0.04,0.57,0.01,0.62,0.04,-1.74,0.04,"      ","     ",10,0," ",8.36,1837,0.982,90.4,35.57
579,"UBC1580",88.64,0.02,31.15,0.03,179.09,0.03,2.8,0.03,0.6,0.01,0.75,0.06,-3.38,0.05,"      ","     ",10,0," ",7.294,1883,0.507,88.64,31.15
580,"UBC1581",123.47,0.04,-30.98,0.05,249.52,0.05,1.94,0.03,0.29,0.01,-2.96,0.05,2.08,0.05,54.39,"     ",16,1," ",8.716,3609,0.277,123.47,-30.98
581,"UBC1582",123.25,0.02,-37.58,0.04,254.93,0.04,-1.85,0.02,0.28,0.01,-3.36,0.03,3.57,0.06,"      ","     ",13,0," ",7.858,3924,1.371,123.25,-37.58
582,"UBC1583",122.35,0.04,-38.84,0.05,255.59,0.05,-3.13,0.04,0.74,0.01,-4.48,0.05,3.69,0.05,"      ","     ",12,0," ",7.325,1333,1.358,122.35,-38.84
583,"UBC1584",124.41,0.1,-43.59,0.09,260.42,0.09,-4.45,0.07,0.71,0.01,-4.98,0.06,4.43,0.05,"      ","     ",21,0," ",7.32,1534,0.543,124.41,-43.59
584,"UBC1585",128.99,0.08,-44.68,0.06,263.22,0.06,-2.4,0.06,0.49,0.01,-5.48,0.09,4.97,0.05,"      ","     ",20,0," ",7.384,2094,1.197,128.99,-44.68
585,"UBC1586",138.99,0.11,-44.85,0.06,267.94,0.07,2.89,0.08,0.55,0.02,-5.2,0.05,5.17,0.06,"      ","     ",32,0," ",7.7,1991,0.762,138.99,-44.85
586,"UBC1587",172.35,0.11,-64.04,0.06,294.1,0.05,-2.58,0.05,0.41,0.01,-6.65,0.08,0.75,0.07,"      ","     ",34,0," ",6.895,2499,1.311,172.3501,-64.04
587,"UBC1588",183.71,0.09,-60.33,0.03,298.41,0.04,2.22,0.03,0.25,0.01,-6.86,0.08,0.73,0.07,"      ","     ",31,0," ",6.878,3833,1.826,183.7101,-60.33
588,"UBC1589",183.27,0.2,-63.02,0.09,298.6,0.08,-0.48,0.1,0.4,0.01,-5.62,0.07,0.05,0.04,"      ","     ",21,0," ",7.769,2636,0.919,183.2701,-63.02
589,"UBC1590",182.93,0.16,-64.81,0.07,298.72,0.07,-2.26,0.07,0.2,0.02,-6.33,0.08,0.37,0.06,"      ","     ",67,0," ",8.967,5429,2.262,182.9301,-64.81
590,"UBC1591",204.01,0.06,-64.67,0.02,307.68,0.03,-2.21,0.02,0.4,0.01,-5.41,0.04,-2.08,0.04,"      ","     ",12,0," ",8.231,2715,1.224,204.0101,-64.67
591,"UBC1592",213.59,0.07,-64.19,0.04,311.81,0.04,-2.75,0.04,1.08,0.01,-4.51,0.09,-4.29,0.07,"      ","     ",16,0," ",7.994,978,0.68,213.59,-64.19
592,"UBC1593",267.03,0.05,-29.01,0.04,0.22,0.02,-0.5,0.05,0.58,0.01,0.57,0.07,-1.43,0.07,"      ","     ",15,0," ",8.041,1829,1.649,267.03,-29.01
593,"UBC1594",276.49,0.02,-13.74,0.03,17.83,0.03,-0.71,0.02,0.33,0.01,-0.66,0.04,-3.65,0.06,"      ","     ",13,0," ",8.21,3270,2.798,276.49,-13.74
594,"UBC1595",289.95,0.07,-1.87,0.04,34.5,0.03,-7.16,0.08,1.07,0.02,-0.78,0.07,-2.12,0.04,"      ","     ",11,0," ",8.099,1028,2.13,289.95,-1.87
595,"UBC1596",285.62,0.04,11.89,0.04,44.77,0.05,2.98,0.03,0.25,0.01,-1.81,0.07,-5.09,0.05,18.88,15.03,13,2," ",8.548,4133,2.394,285.62,11.89
596,"UBC1597",293.17,0.07,16.81,0.07,52.54,0.07,-1.19,0.06,0.34,0.01,-2.28,0.04,-5.59,0.05,"      ","     ",13,0," ",7.117,3225,3.045,293.17,16.81
597,"UBC1598",313.9,0.03,49.11,0.04,88.78,0.04,2.54,0.03,0.36,0.02,-2.71,0.04,-4.54,0.03,-36.83,"     ",10,1," ",9.041,3585,1.834,313.9,49.11
598,"UBC1599",322.25,0.03,48.93,0.03,92.41,0.03,-1.56,0.02,0.2,0.01,-3.14,0.05,-4.11,0.07,"      ","     ",12,0," ",7.747,5014,1.958,322.25,48.93
599,"UBC1600",329.58,0.06,46.02,0.06,94.28,0.07,-7,0.04,0.4,0.01,-5.97,0.05,-4.64,0.04,"      ","     ",10,0," ",8.013,2804,0.381,329.58,46.02
600,"UBC1601",319.91,0.07,55.06,0.03,95.67,0.04,3.83,0.03,0.3,0.01,-3.69,0.05,-3.87,0.03,"      ","     ",9,0," ",8.008,3547,1.936,319.91,55.06
601,"UBC1602",354.86,0.08,61.32,0.03,114.4,0.04,-0.36,0.03,0.38,0.01,-4.18,0.06,-2.05,0.06,"      ","     ",10,0," ",7.082,2998,1.867,354.86,61.32
602,"UBC1603",12.33,0.11,65.51,0.06,122.71,0.05,2.64,0.06,0.35,0.01,-2.64,0.07,-0.08,0.05,"      ","     ",10,0," ",7.374,3084,2.035,12.33,65.51
603,"UBC1604",17.22,0.07,67.44,0.02,124.61,0.03,4.63,0.02,0.49,0.01,-1.26,0.08,0.25,0.07,"      ","     ",13,0," ",8.051,2123,3.026,17.22,67.44
604,"UBC1605",24.76,0.1,63.98,0.1,128.13,0.05,1.58,0.1,0.32,0.01,-2.01,0.04,0.12,0.03,"      ","     ",11,0," ",8.263,3198,1.199,24.76,63.98
605,"UBC1606",29.38,0.11,63.14,0.07,130.32,0.05,1.22,0.07,0.56,0.01,0.08,0.04,-0.2,0.05,"      ","     ",15,0," ",7.932,1962,1.385,29.38,63.14
606,"UBC1607",73.68,0.04,45.56,0.05,160.62,0.04,1.25,0.04,0.32,0.01,0.79,0.05,-2.33,0.09,"      ","     ",11,0," ",7.993,3473,1.537,73.68,45.56
607,"UBC1608",76.93,0.1,40.53,0.05,166.05,0.06,0.03,0.07,0.73,0.01,0,0.04,-2.5,0.05,"      ","     ",11,0," ",7.954,1424,0.491,76.93,40.53
608,"UBC1609",78.59,0.04,37.4,0.05,169.34,0.04,-0.78,0.04,0.19,0.01,-0.12,0.06,-1.46,0.06,"      ","     ",10,0," ",8.009,6212,2.721,78.59,37.4
609,"UBC1610",91.38,0.03,28.69,0.04,182.41,0.03,3.65,0.03,0.39,0.01,1.23,0.03,-3.21,0.08,26.3,"     ",10,1," ",8.363,2887,0.359,91.38,28.69
610,"UBC1611",95.98,0.06,20.5,0.03,191.62,0.03,3.44,0.05,0.44,0.01,0.14,0.04,-1.34,0.04,"      ","     ",9,0," ",8.029,2529,1.498,95.98,20.5
611,"UBC1612",96.95,0.02,17.54,0.03,194.67,0.02,2.87,0.03,0.36,0.01,0.9,0.04,-2.36,0.02,"      ","     ",9,0," ",8.228,3361,0.617,96.95,17.54
612,"UBC1613",96.62,0.08,17.34,0.03,194.7,0.03,2.49,0.07,0.2,0.01,0,0.05,-0.34,0.02,"      ","     ",10,0," ",7.342,5170,1.003,96.62,17.34
613,"UBC1614",101.98,0.06,-7.11,0.05,218.87,0.05,-4.01,0.06,0.4,0.01,-0.12,0.04,1.77,0.05,62.37,"     ",12,1," ",8.672,2790,0.846,101.98,-7.11
614,"UBC1615",117.94,0.07,-26.38,0.05,243.05,0.05,0.27,0.06,0.22,0.01,-1.49,0.04,2.45,0.02,"      ","     ",13,0,"a",8.077,5154,0.433,117.94,-26.38
615,"UBC1616",119.92,0.08,-26.02,0.06,243.66,0.04,1.98,0.08,0.18,0.01,-2.37,0.04,2.67,0.04,"      ","     ",13,0," ",7.054,6994,0.817,119.92,-26.02
616,"UBC1617",124.38,0.06,-30.23,0.03,249.33,0.04,3.01,0.04,0.16,0.01,-2.66,0.06,3.04,0.04,"      ","     ",15,0," ",8.505,6879,0.846,124.38,-30.23
617,"UBC1618",125.8,0.04,-37.59,0.05,256.07,0.06,-0.19,0.02,0.8,0.01,-5.71,0.05,5.27,0.04,"      ","     ",9,0," ",7.522,1323,0.3,125.8,-37.59
618,"UBC1619",119.95,0.1,-45.6,0.08,260.43,0.06,-8.21,0.09,0.61,0.01,-3.49,0.09,5.04,0.04,"      ","     ",14,0," ",7.664,1711,0.38,119.95,-45.6
619,"UBC1620",131.91,0.07,-44.57,0.09,264.41,0.07,-0.69,0.08,0.5,0.01,-4.76,0.06,3.89,0.04,"      ","     ",14,0," ",7.045,2189,2.832,131.91,-44.57
620,"UBC1621",132.1,0.09,-49.23,0.03,268.12,0.04,-3.52,0.06,0.58,0.01,-6.57,0.05,5.6,0.06,"      ","     ",9,0," ",7.816,1815,0.963,132.1,-49.23
621,"UBC1622",147.59,0.06,-48.22,0.05,274.59,0.04,4.43,0.04,0.38,0.01,-6.07,0.04,4.35,0.07,4.42,"     ",14,1," ",8.613,2956,0.481,147.59,-48.22
622,"UBC1623",148.51,0.11,-53.95,0.04,278.64,0.06,0.34,0.05,0.31,0.01,-6.11,0.05,4.2,0.04,"      ","     ",10,0," ",7.558,3465,1.338,148.51,-53.95
623,"UBC1624",177.6,0.09,-55.69,0.04,294.35,0.05,6.16,0.04,0.51,0.01,-6.47,0.08,1.9,0.05,"      ","     ",14,0,"a",8.175,2355,0.772,177.6,-55.69
624,"UBC1625",178.48,0.08,-61.99,0.04,296.23,0.03,0.14,0.04,0.48,0.01,-4.98,0.04,1.22,0.01,"      ","     ",10,0," ",7.826,2285,0.539,178.48,-61.99
625,"UBC1626",198.18,0.1,-66.84,0.02,305.03,0.04,-4.06,0.02,0.37,0.01,-5.69,0.04,-0.28,0.05,"      ","     ",9,0," ",8.003,2811,0.985,198.1801,-66.84
626,"UBC1627",202.87,0.06,-60.98,0.04,307.77,0.03,1.52,0.04,0.36,0.01,-6.33,0.06,-1.65,0.05,"      ","     ",12,0,"a",7.325,3040,1.433,202.8701,-60.98
627,"UBC1628",230.94,0.11,-61.99,0.03,319.81,0.05,-4.22,0.03,0.52,0.01,-2.57,0.04,-2.84,0.05,"      ","     ",10,0," ",8.468,2055,1.043,230.94,-61.99
