CWNU_id,l,b,sig_l,sig_b,n,plx,sig_plx,pmx,sig_pmx,pmy,sig_pmy,rv,sig_rv,nrv,logage,A0,m-M,class,RA_ICRS,DE_ICRS
CWNU_1438,222.34,-4.71,0.071,0.093,22,0.393,0.029,-1.461,0.036,3.554,0.102,69.62,1.09,2,8.85,2.5,11.8,1,102.9298,-10.51149
CWNU_1439,312.981,-1.095,0.075,0.051,33,0.312,0.027,-6.049,0.074,-2.358,0.076,,,0,6.5,4.6,13.0,1,214.85509,-62.23779
CWNU_1440,297.876,-0.542,0.049,0.032,33,0.46,0.039,-7.48,0.067,0.169,0.058,,,0,8.05,1.35,11.55,1,181.67691,-62.97382
CWNU_1441,71.274,1.026,0.117,0.049,22,0.611,0.039,-1.993,0.042,-5.333,0.06,,,0,7.6,1,11.0,1,301.6548,34.0686
CWNU_1442,307.199,1.663,0.037,0.044,33,0.287,0.013,-5.62,0.062,-1.591,0.039,-28.18,,1,8.15,3.65,12.45,1,201.6608,-60.91674
CWNU_1443,241.053,-2.519,0.118,0.078,22,0.277,0.042,-1.935,0.054,2.801,0.101,,,0,6.5,0.05,13.2,1,114.13053,-26.0477
CWNU_1444,218.538,-3.359,0.115,0.078,33,0.293,0.059,-0.03,0.093,0.601,0.086,62.57,,1,8.9,1.35,13.1,1,102.41668,-6.51765
CWNU_1445,220.569,-0.865,0.062,0.051,33,0.384,0.039,-1.151,0.083,0.377,0.066,,,0,7.45,1.95,11.85,1,105.58379,-7.18929
CWNU_1446,5.762,-2.305,0.051,0.076,33,0.675,0.028,0.81,0.066,-1.51,0.047,,,0,7.4,2.3,10.75,1,271.89292,-25.1131
CWNU_1447,219.147,0.427,0.106,0.112,33,0.424,0.035,-1.725,0.073,0.766,0.075,,,0,7.45,0.6,11.65,1,106.0835,-5.33335
CWNU_1448,314.263,-0.631,0.097,0.055,33,0.568,0.038,-4.397,0.038,-1.925,0.033,-39.93,0.63,2,8.85,1.75,11.1,1,217.05407,-61.35531
CWNU_1449,242.81,-2.988,0.128,0.076,33,0.354,0.056,-2.405,0.084,2.485,0.061,,,0,7.0,1.8,12.3,1,114.63109,-27.80859
CWNU_1450,118.359,-6.308,0.174,0.122,33,0.532,0.069,-2.748,0.075,-2.365,0.076,,,0,7.6,1.4,11.5,1,4.65423,56.27206
CWNU_1451,185.543,0.532,0.156,0.055,33,0.522,0.044,1.914,0.064,-2.789,0.046,-11.4,0.91,2,8.9,1.8,11.25,1,90.07332,24.43343
CWNU_1452,118.234,0.841,0.019,0.043,22,0.311,0.032,-1.923,0.098,-0.633,0.07,,,0,8.3,1.55,12.3,1,2.34744,63.32856
CWNU_1453,305.076,-1.523,0.052,0.059,32,0.482,0.024,-5.026,0.047,-1.43,0.065,35.11,,1,7.25,1.9,11.55,1,197.8091,-64.3123
CWNU_1454,114.441,-1.061,0.12,0.069,22,0.439,0.025,-2.961,0.065,-2.123,0.063,-46.84,,1,8.0,3.45,11.7,1,355.33046,60.64965
CWNU_1455,325.219,-1.514,0.09,0.043,32,0.435,0.031,-5.461,0.062,-5.452,0.045,-24.22,0.03,3,8.75,3,11.6,1,236.44887,-56.64312
CWNU_1456,28.001,-1.673,0.024,0.017,22,0.317,0.027,-0.779,0.038,-2.036,0.066,,,0,6.4,4.85,12.8,1,282.10045,-5.15086
CWNU_1457,319.326,-2.27,0.171,0.057,22,0.374,0.045,-4.087,0.099,-3.464,0.079,-3.57,,1,8.9,2.4,11.9,1,227.92087,-60.59778
CWNU_1458,261.443,-4.628,0.155,0.061,32,0.584,0.029,-5.232,0.062,5.016,0.073,,,0,7.55,0.95,11.05,1,124.99825,-44.53088
CWNU_1459,267.071,10.915,0.038,0.019,38,0.243,0.024,-5.681,0.037,4.269,0.051,30.49,0.76,2,8.5,1.9,13.55,1,145.59093,-38.4545
CWNU_1460,227.076,1.217,0.052,0.072,32,0.3,0.033,-1.01,0.088,0.758,0.088,,,0,7.8,1.4,12.3,1,110.51451,-11.99022
CWNU_1461,19.827,1.08,0.097,0.083,21,0.584,0.042,0.279,0.058,-1.227,0.096,,,0,7.75,2.65,10.95,1,275.82596,-11.13731
CWNU_1462,241.668,-0.41,0.073,0.135,32,0.37,0.037,-2.26,0.033,2.837,0.076,,,0,7.7,1.05,12.15,1,116.50432,-25.53972
CWNU_1463,309.667,-1.124,0.125,0.158,32,0.551,0.026,-4.226,0.078,-2.363,0.059,-19.71,,1,8.85,0.95,11.2,1,207.93562,-63.20446
CWNU_1464,176.722,0.734,0.256,0.227,32,0.737,0.041,-0.101,0.079,-2.99,0.05,,,0,7.1,1.45,10.75,1,85.12939,32.11055
CWNU_1465,6.457,-0.314,0.032,0.024,32,0.358,0.027,-0.44,0.055,-1.626,0.067,,,0,7.5,3.2,11.95,1,270.36208,-23.53161
CWNU_1466,356.792,1.972,0.062,0.144,32,0.612,0.044,-0.552,0.123,-0.547,0.087,,,0,7.25,2.3,10.95,1,262.5076,-30.58905
CWNU_1467,355.169,-1.229,0.087,0.071,32,0.543,0.03,0.388,0.112,-0.397,0.088,,,0,8.7,2.7,11.25,1,264.6445,-33.68864
CWNU_1468,7.542,-0.786,0.061,0.021,32,0.442,0.038,-1.109,0.112,-2.632,0.069,-3.83,,1,8.1,3.15,11.65,1,271.38968,-22.81923
CWNU_1469,110.539,4.484,0.307,0.149,55,0.207,0.051,-2.229,0.208,-1.083,0.149,-75.16,3.91,4,8.8,3.55,13.55,1,343.11393,64.45393
CWNU_1470,295.49,6.507,0.111,0.107,32,0.512,0.03,-6.931,0.079,0.715,0.077,,,0,7.6,0.6,11.35,1,179.69258,-55.6019
CWNU_1471,184.356,1.347,0.058,0.086,32,0.488,0.054,0.583,0.108,-2.036,0.06,,,0,7.45,1.6,11.55,1,90.20463,25.86823
CWNU_1472,225.339,1.293,0.203,0.164,32,0.346,0.073,-1.399,0.11,1.573,0.092,81.09,,1,8.6,1.3,12.35,1,109.75206,-10.42109
CWNU_1473,202.229,0.167,0.144,0.056,32,0.48,0.041,-1.066,0.078,-0.226,0.093,,,0,7.65,1.1,11.3,1,98.0839,9.59101
CWNU_1474,251.324,-5.857,0.238,0.091,32,0.402,0.045,-1.663,0.084,2.873,0.143,48.18,5.87,3,8.9,1.35,11.9,1,116.61624,-36.60991
CWNU_1475,298.171,0.149,0.017,0.021,21,0.238,0.031,-6.71,0.079,1.065,0.066,-1.92,,1,8.3,3.25,12.85,1,182.55983,-62.34131
CWNU_1476,6.481,-0.728,0.072,0.068,31,0.342,0.014,-0.078,0.065,-1.031,0.052,,,0,7.05,3.9,12.15,1,270.76796,-23.71515
CWNU_1477,-0.452,0.433,0.098,0.085,21,0.648,0.034,0.599,0.07,-1.768,0.06,-0.34,,1,7.1,3.35,10.8,1,265.71253,-29.09458
CWNU_1478,313.126,-0.825,0.029,0.024,31,0.319,0.047,-5.148,0.056,-3.382,0.065,-33.18,4.83,3,8.05,5.35,12.8,1,214.9543,-61.93486
CWNU_1479,150.574,-0.331,0.068,0.039,31,0.447,0.04,0.158,0.075,-2.226,0.081,,,0,6.4,1.25,11.55,1,61.45555,51.79104
CWNU_1480,301.73,-2.435,0.089,0.061,31,0.286,0.032,-5.898,0.049,-0.635,0.057,,,0,6.95,3.3,12.5,1,189.98695,-65.27993
CWNU_1481,64.282,1.303,0.085,0.033,31,0.351,0.035,-2.729,0.088,-5.209,0.053,,,0,7.45,1.8,12.05,1,297.11578,28.24739
CWNU_1482,236.979,-1.347,0.178,0.27,32,0.357,0.054,-1.971,0.075,1.564,0.043,,,0,7.4,2,12.15,1,113.09399,-21.91789
CWNU_1483,239.936,-0.659,0.037,0.039,21,0.266,0.037,-1.329,0.036,3.335,0.063,74.87,,1,8.9,1.15,12.6,1,115.31535,-24.16215
CWNU_1484,141.099,-1.094,0.084,0.098,31,0.409,0.051,0.92,0.104,-1.203,0.122,,,0,6.7,4.65,12.2,1,47.56136,56.79989
CWNU_1485,319.096,-0.032,0.132,0.028,21,0.435,0.056,-4.881,0.041,-3.318,0.083,4.3,,1,6.95,4.45,11.8,1,225.33112,-58.76636
CWNU_1486,148.536,-1.165,0.072,0.102,31,0.443,0.034,0.853,0.09,-1.584,0.08,,,0,7.25,3.1,11.65,1,58.04866,52.48143
CWNU_1487,231.495,3.586,0.092,0.131,31,0.643,0.049,-2.336,0.058,-0.292,0.061,,,0,8.95,0.65,10.9,1,114.82702,-14.72923
CWNU_1488,321.008,0.441,0.08,0.025,21,0.368,0.037,-3.948,0.061,-3.487,0.071,,,0,6.55,4.4,11.95,1,228.03006,-57.40808
CWNU_1489,305.404,2.147,0.104,0.057,31,0.493,0.028,-3.435,0.057,-0.573,0.051,,,0,7.55,1.45,11.45,1,197.90102,-60.62792
CWNU_1490,87.234,1.659,0.054,0.021,31,0.342,0.026,-3.996,0.057,-5.404,0.076,,,0,6.65,1.3,12.4,1,313.41886,47.36316
CWNU_1491,327.286,-1.598,0.02,0.025,31,0.492,0.027,-2.3,0.079,-2.355,0.078,,,0,7.4,2.7,11.45,1,239.41432,-55.40567
CWNU_1492,268.029,3.175,0.037,0.025,31,0.242,0.045,-4.479,0.049,3.836,0.095,53.57,24.26,2,8.9,2.15,12.85,1,139.35525,-44.71043
CWNU_1493,83.31,3.621,0.161,0.14,31,0.45,0.049,-2.124,0.091,-2.723,0.081,,,0,7.5,2.25,11.5,1,307.67741,45.47628
CWNU_1494,2.406,-2.776,0.048,0.067,31,0.584,0.033,1.139,0.057,0.075,0.053,,,0,7.7,1.15,11.05,1,270.51901,-28.26846
CWNU_1495,238.23,2.403,0.076,0.083,31,0.268,0.036,-1.853,0.059,2.483,0.052,,,0,7.5,1.1,12.95,1,117.26365,-21.15324
CWNU_1496,87.596,-0.612,0.121,0.055,21,0.382,0.084,-2.251,0.053,-3.428,0.047,-18.39,,1,7.75,1.75,12.35,1,316.26796,46.14689
CWNU_1497,152.271,5.803,0.082,0.071,31,0.254,0.041,0.299,0.072,-0.505,0.085,-30.06,,1,8.7,1.7,12.6,1,70.78581,54.88129
CWNU_1498,111.845,-1.624,0.078,0.146,31,0.341,0.046,-3.821,0.134,-2.389,0.125,-63.52,10.09,3,6.8,4.4,12.5,1,350.72289,59.3283
CWNU_1499,39.056,-5.632,0.254,0.167,31,0.793,0.047,-0.978,0.076,-2.093,0.059,,,0,7.75,1.6,10.45,1,290.67136,2.85094
CWNU_1500,303.64,1.47,0.033,0.028,21,0.559,0.039,-6.56,0.079,-2.163,0.069,,,0,6.8,4.4,11.15,1,194.33802,-61.39362
CWNU_1501,22.96,-0.195,0.324,0.14,31,0.499,0.035,0.508,0.082,-0.904,0.134,,,0,7.5,4.5,11.5,1,278.4509,-8.95544
CWNU_1502,112.356,-0.416,0.039,0.023,31,0.262,0.055,-3.256,0.079,-1.557,0.055,,,0,8.25,2.8,12.7,1,350.87816,60.6376
CWNU_1503,218.275,-2.939,0.123,0.198,30,0.796,0.043,0.634,0.062,-0.54,0.074,,,0,7.8,0.5,10.4,1,102.67353,-6.09317
CWNU_1504,116.077,-1.263,0.04,0.039,30,0.409,0.048,-1.104,0.065,-0.712,0.042,,,0,8.4,2.25,11.75,1,358.67843,60.85156
CWNU_1505,157.635,-1.571,0.118,0.091,30,0.482,0.034,1.45,0.089,-1.186,0.038,12.94,0.16,2,8.5,2.6,11.65,1,67.81666,45.96333
CWNU_1506,114.621,-2.147,0.068,0.079,21,0.321,0.024,-2.721,0.087,-1.911,0.089,,,0,6.8,3.05,12.35,1,356.2496,59.64839
CWNU_1507,301.226,2.544,0.149,0.055,30,0.444,0.027,-6.239,0.059,0.747,0.066,,,0,8.5,1.25,11.6,1,189.42008,-60.28217
CWNU_1508,157.851,-1.964,0.074,0.071,30,0.396,0.053,0.784,0.087,-2.513,0.085,-30.42,,1,8.55,2.4,11.8,1,67.61866,45.53674
CWNU_1509,136.631,-3.375,0.258,0.108,21,0.354,0.058,-0.799,0.125,-0.618,0.065,,,0,8.65,1.7,11.95,1,38.4049,56.75424
CWNU_1510,205.041,-5.14,0.16,0.125,30,0.597,0.051,-0.956,0.063,-2.306,0.071,,,0,7.55,1.9,10.9,1,94.66408,4.63694
CWNU_1511,226.598,-1.904,0.266,0.077,21,0.238,0.038,-0.692,0.053,1.003,0.111,,,0,6.7,3.05,13.95,1,107.45747,-13.02082
CWNU_1512,217.45,0.073,0.054,0.049,30,0.386,0.057,-0.636,0.074,-1.15,0.099,,,0,6.15,0.05,12.3,1,104.98813,-3.9868
CWNU_1513,315.978,-0.721,0.017,0.021,30,0.252,0.095,-6.223,0.06,-2.913,0.082,-52.1,,1,7.65,6.8,12.6,1,220.39296,-60.77225
CWNU_1514,169.508,2.975,0.05,0.048,30,0.27,0.056,-0.138,0.106,-1.384,0.12,8.75,,1,8.6,2.25,12.7,1,82.66196,39.39112
CWNU_1515,232.354,1.966,0.094,0.044,21,0.26,0.029,-2.064,0.063,3.303,0.143,,,0,8.3,1.4,12.85,1,113.79256,-16.2677
CWNU_1516,206.125,-3.533,0.158,0.102,30,0.288,0.055,0.11,0.045,-1.089,0.082,36.06,28.8,2,8.5,2.2,12.4,1,96.59536,4.42678
CWNU_1517,3.806,-0.748,0.023,0.02,21,0.341,0.033,-0.485,0.105,-1.589,0.05,,,0,6.65,4.25,12.7,1,269.32225,-26.04649
CWNU_1518,44.166,0.756,0.012,0.01,30,0.271,0.051,-1.364,0.061,-3.638,0.092,40.72,,1,7.75,5.25,12.65,1,287.35346,10.33405
CWNU_1519,148.184,-2.813,0.048,0.051,30,0.348,0.042,-0.028,0.052,1.116,0.041,-56.56,2.39,3,9.3,2,12.0,1,55.94296,51.40662
CWNU_1520,61.735,-1.126,0.04,0.019,21,0.281,0.021,-2.585,0.068,-6.499,0.115,,,0,6.45,5.05,12.75,1,298.00502,24.81903
CWNU_1521,54.62,-0.412,0.041,0.037,30,0.375,0.041,-3.222,0.044,-5.921,0.054,,,0,7.55,4.25,11.85,1,293.51984,19.00259
CWNU_1522,314.478,-1.398,0.046,0.028,21,0.311,0.019,-5.671,0.083,-3.3,0.105,-48.1,,1,8.65,3.1,12.2,1,218.07591,-61.9873
CWNU_1523,192.974,-0.413,0.024,0.027,21,0.471,0.045,-0.581,0.096,-1.637,0.057,,,0,7.7,2.9,11.45,1,93.07725,17.48673
CWNU_1524,100.713,1.041,0.182,0.09,21,0.511,0.027,-1.852,0.059,-2.626,0.069,,,0,8.2,2.25,11.35,1,329.89052,56.31
CWNU_1525,191.43,3.76,0.271,0.081,30,0.308,0.042,-0.176,0.098,-1.504,0.092,,,0,7.45,1.95,13.2,1,96.19918,20.81854
CWNU_1526,214.123,0.065,0.036,0.041,30,0.289,0.1,-0.46,0.106,0.72,0.094,73.42,,1,8.2,1.65,13.35,1,103.46051,-1.03039
CWNU_1527,338.084,-0.641,0.052,0.029,21,0.35,0.04,-1.108,0.092,-2.735,0.084,,,0,7.15,1.75,11.95,1,250.63818,-47.11606
CWNU_1528,319.043,0.801,0.029,0.046,30,0.421,0.026,-4.865,0.073,-2.905,0.065,-49.28,,1,7.75,4.1,11.75,1,224.49082,-58.05715
CWNU_1529,334.502,-1.329,0.137,0.086,30,0.608,0.023,-1.812,0.073,-4.739,0.058,-35.03,18.64,3,7.0,4.65,11.0,1,247.76679,-50.2321
CWNU_1530,280.037,0.381,0.047,0.068,30,0.358,0.043,-5.921,0.071,3.013,0.081,,,0,7.35,1.95,12.05,1,150.45439,-54.76816
CWNU_1531,283.833,2.894,0.136,0.125,30,0.434,0.023,-5.887,0.083,3.652,0.081,22.45,1.23,2,8.9,1,11.65,1,158.34805,-54.77609
CWNU_1532,210.57,0.251,0.256,0.142,20,0.668,0.049,-1.603,0.081,0.909,0.055,,,0,7.7,1.45,10.95,1,102.00552,2.21647
CWNU_1533,233.528,1.278,0.154,0.111,30,0.485,0.054,-1.104,0.059,0.778,0.091,,,0,7.6,1.5,11.45,1,113.75938,-17.62766
CWNU_1534,184.636,-5.653,0.075,0.062,30,0.456,0.053,1.202,0.084,-1.123,0.079,-16.75,,1,8.7,1.4,11.55,1,83.7979,22.01871
CWNU_1535,345.539,-2.31,0.077,0.095,30,0.447,0.02,-1.144,0.104,-1.598,0.072,,,0,6.95,4.05,11.5,1,258.9794,-42.2905
CWNU_1536,312.048,-0.223,0.008,0.026,20,0.268,0.027,-6.024,0.043,-1.747,0.078,,,0,6.6,4.25,13.15,1,212.38557,-61.70456
CWNU_1537,109.609,-1.024,0.045,0.068,29,0.282,0.039,-2.749,0.092,-1.951,0.09,,,0,6.65,3.7,13.15,1,346.23171,59.0647
CWNU_1538,335.807,-1.19,0.076,0.102,20,0.597,0.024,-1.591,0.103,-4.55,0.057,,,0,7.1,2.9,11.0,1,248.97978,-49.18031
CWNU_1539,231.481,1.784,0.09,0.112,20,0.427,0.049,-2.426,0.05,2.536,0.078,,,0,7.6,0.75,11.65,1,113.18792,-15.59213
CWNU_1540,230.108,-1.163,0.235,0.116,36,0.313,0.029,-2.616,0.066,2.935,0.069,,,0,7.6,1.25,12.35,1,109.81694,-15.78466
CWNU_1541,262.899,3.887,0.043,0.033,29,0.199,0.026,-3.77,0.073,2.582,0.059,47.28,0.43,4,8.9,1.7,13.15,1,135.34837,-40.4635
CWNU_1542,150.929,0.373,0.088,0.032,29,0.421,0.048,0.675,0.1,-1.826,0.051,,,0,8.7,2.15,11.75,1,62.65019,52.0722
CWNU_1543,354.35,-0.969,0.09,0.061,29,0.748,0.025,0.336,0.061,-0.734,0.08,,,0,7.25,2.4,10.6,1,263.84988,-34.23981
CWNU_1544,297.424,-1.729,0.03,0.015,20,0.23,0.023,-4.493,0.052,0.68,0.029,-14.02,1.14,2,8.65,3.05,12.9,1,180.19119,-64.05752
CWNU_1545,93.612,-1.799,0.158,0.062,20,0.532,0.035,-2.873,0.078,-4.549,0.063,,,0,7.75,0.85,11.25,1,323.84936,49.57739
CWNU_1546,109.423,4.618,0.075,0.068,29,0.206,0.022,-2.132,0.09,-1.125,0.052,-96.08,26.39,4,8.9,2.8,13.75,1,340.6967,64.06204
CWNU_1547,188.689,-0.83,0.115,0.103,20,0.522,0.053,1.347,0.102,-1.993,0.049,50.2,,1,8.55,2.15,11.4,1,90.48057,21.02597
CWNU_1548,243.999,-1.14,0.023,0.064,29,0.274,0.033,-2.534,0.073,3.428,0.064,57.68,,1,7.4,2.1,12.8,1,117.11305,-27.92087
CWNU_1549,102.581,-2.382,0.178,0.09,43,0.262,0.054,-3.539,0.136,-2.706,0.072,-75.14,6.5,2,8.7,1.25,12.55,1,336.03999,54.56391
CWNU_1550,200.485,-2.941,0.036,0.019,29,0.305,0.048,-1.017,0.061,-0.066,0.061,51.38,,1,7.75,1.55,12.75,1,94.47054,9.68176
CWNU_1551,313.99,-0.617,0.036,0.03,20,0.231,0.055,-6.566,0.075,-3.154,0.079,-26.5,0.98,3,8.0,6.25,12.75,1,216.51171,-61.44078
CWNU_1552,55.325,0.276,0.097,0.038,20,0.357,0.029,-3.086,0.048,-6.356,0.021,,,0,7.95,2.55,11.95,1,293.24326,19.95252
CWNU_1553,280.998,0.248,0.097,0.048,20,0.27,0.023,-5.911,0.054,3.799,0.046,,,0,6.85,4.15,12.55,1,151.66893,-55.44531
CWNU_1554,223.333,0.246,0.089,0.043,29,0.351,0.038,-2.08,0.066,2.084,0.151,68.12,,1,7.9,0.8,12.35,1,107.86482,-9.13244
CWNU_1555,11.309,-0.611,0.076,0.075,20,0.476,0.022,-0.363,0.09,-2.086,0.037,,,0,7.4,2.4,11.45,1,273.18147,-19.43889
CWNU_1556,48.105,-0.373,0.014,0.047,20,0.25,0.026,-2.748,0.053,-5.687,0.056,,,0,6.0,8.1,12.7,1,290.24731,13.29521
CWNU_1557,73.973,0.95,0.06,0.045,20,0.458,0.045,-1.574,0.048,-3.315,0.071,-40.13,,1,8.55,2.05,11.6,1,303.53541,36.28812
CWNU_1558,64.625,1.872,0.05,0.074,29,0.357,0.03,-2.718,0.064,-5.445,0.063,,,0,7.4,1.4,12.1,1,296.7532,28.83037
CWNU_1559,346.043,-0.578,0.033,0.029,29,0.304,0.032,-1.571,0.061,-3.232,0.061,,,0,6.65,5.8,12.7,1,257.50095,-40.86545
CWNU_1560,320.338,-0.68,0.034,0.027,29,0.41,0.031,-4.133,0.036,-4.183,0.079,,,0,8.2,4.05,11.65,1,228.02898,-58.71403
CWNU_1561,244.388,-1.595,0.121,0.119,28,0.434,0.046,-2.551,0.077,3.159,0.116,37.38,,1,8.0,1.75,11.75,1,116.89009,-28.48625
CWNU_1562,251.173,0.685,0.185,0.127,28,0.49,0.03,-2.214,0.033,1.341,0.045,24.21,,1,8.75,0.95,11.45,1,123.31004,-33.05109
CWNU_1563,326.391,-3.073,0.048,0.048,28,0.341,0.04,-3.497,0.065,-4.789,0.056,-31.37,0.22,3,8.8,1.95,12.15,1,239.91448,-57.10806
CWNU_1564,60.225,-0.076,0.057,0.023,28,0.416,0.021,-0.579,0.084,-4.332,0.071,20.84,2.11,3,8.55,3.9,11.75,1,296.17139,24.04738
CWNU_1565,303.924,4.965,0.077,0.089,20,0.525,0.032,-5.347,0.094,-0.225,0.075,,,0,7.9,1.55,11.4,1,194.71924,-57.89242
CWNU_1566,109.825,-0.064,0.045,0.058,28,0.313,0.025,-3.75,0.093,-2.761,0.044,,,0,6.8,3.7,12.65,1,345.86156,60.03065
CWNU_1567,154.848,11.807,0.029,0.024,28,0.342,0.058,-1.057,0.085,-0.895,0.073,-40.68,,1,8.8,2.4,11.85,1,82.04219,56.38338
CWNU_1568,331.741,-0.458,0.024,0.031,28,0.351,0.032,-2.715,0.036,-4.43,0.06,-36.13,1.4,2,6.55,4.65,12.5,1,243.7016,-51.57797
CWNU_1569,116.476,-2.409,0.051,0.033,28,0.227,0.021,-2.469,0.05,-0.703,0.047,,,0,6.75,2.45,13.7,1,359.94933,59.81388
CWNU_1570,179.017,-3.17,0.167,0.117,28,0.484,0.06,0.53,0.071,-2.2,0.045,,,0,8.6,2.6,11.4,1,82.75804,28.07349
CWNU_1571,177.648,-0.117,0.034,0.028,28,0.71,0.05,-0.201,0.096,-3.165,0.09,,,0,6.9,1.45,10.65,1,84.86108,30.8739
CWNU_1572,80.682,2.268,0.223,0.201,20,0.77,0.042,-3.773,0.049,-5.79,0.088,,,0,7.65,1.65,10.55,1,307.06707,42.55636
CWNU_1573,300.715,0.06,0.089,0.136,28,0.313,0.037,-6.277,0.08,-0.106,0.044,13.18,,1,6.6,4.3,12.8,1,188.01671,-62.72834
CWNU_1574,144.756,2.192,0.155,0.04,20,0.278,0.061,-0.265,0.06,-0.022,0.086,-53.19,,1,8.45,2.35,12.55,1,56.54365,57.46237
CWNU_1575,47.903,1.04,0.046,0.032,20,0.382,0.058,-1.077,0.062,-3.199,0.05,1.26,0.99,4,8.8,4.05,11.85,1,288.86547,13.7774
CWNU_1576,74.137,3.151,0.154,0.077,20,0.274,0.044,-2.588,0.074,-5.075,0.071,,,0,6.8,0.85,13.15,1,301.33569,37.623
CWNU_1577,36.717,2.129,0.204,0.105,20,0.741,0.061,0.501,0.064,-4.464,0.07,,,0,6.4,4.75,10.45,1,282.68813,4.33862
CWNU_1578,61.348,-2.844,0.197,0.095,28,0.471,0.044,-2.034,0.027,-4.347,0.058,,,0,7.85,2.35,11.5,1,299.40008,23.60153
CWNU_1579,282.95,-0.41,0.072,0.051,28,0.406,0.025,-5.967,0.053,3.906,0.067,,,0,8.45,2.95,11.75,1,153.87087,-57.10347
CWNU_1580,297.619,2.427,0.083,0.026,28,0.396,0.032,-7.296,0.063,0.271,0.057,,,0,8.4,1.35,11.9,1,182.19564,-60.004
CWNU_1581,244.8,-5.5,0.218,0.096,28,0.344,0.06,-1.035,0.048,1.927,0.068,27.73,4.46,2,8.65,0.9,12.45,1,113.20583,-30.75871
CWNU_1582,85.692,-0.449,0.014,0.015,20,0.176,0.036,-2.9,0.037,-3.798,0.041,,,0,7.2,4.15,13.25,1,314.30082,44.82405
CWNU_1583,59.057,-0.955,0.167,0.139,20,0.764,0.069,-1.701,0.08,-5.084,0.048,,,0,7.7,1.85,10.45,1,296.36364,22.59632
CWNU_1584,181.772,0.024,0.046,0.031,28,0.424,0.038,0.299,0.105,-2.529,0.048,,,0,8.0,3.15,11.65,1,87.4682,27.43204
CWNU_1585,97.296,-0.929,0.057,0.045,28,0.309,0.04,-2.839,0.078,-2.692,0.067,,,0,6.95,3.55,12.85,1,327.384,52.64397
CWNU_1586,243.405,0.423,0.06,0.107,28,0.376,0.029,-2.092,0.057,0.571,0.058,46.14,,1,8.65,0.85,11.9,1,118.28527,-26.61314
CWNU_1587,327.272,-0.755,0.063,0.034,20,0.366,0.035,-3.344,0.115,-2.948,0.071,,,0,6.7,5.95,12.05,1,238.45121,-54.76769
CWNU_1588,92.0,-0.48,0.065,0.072,20,0.434,0.031,-2.996,0.053,-2.982,0.083,,,0,7.25,2.6,11.65,1,320.65079,49.42595
CWNU_1589,27.605,-1.044,0.073,0.08,27,0.324,0.052,-1.403,0.07,-3.517,0.127,3.58,,1,8.55,2.6,11.9,1,281.3571,-5.21651
CWNU_1590,278.302,2.851,0.11,0.136,28,0.627,0.022,-5.565,0.077,3.813,0.068,,,0,8.75,2.35,10.9,1,150.60995,-51.75161
CWNU_1591,49.048,0.258,0.139,0.049,20,0.386,0.039,-1.995,0.063,-5.994,0.032,32.72,,1,7.1,3.55,11.8,1,290.13,14.42411
CWNU_1592,237.874,-2.293,0.032,0.045,28,0.325,0.042,-1.721,0.093,1.727,0.052,84.98,,1,8.7,2.2,12.25,1,112.66146,-23.15706
CWNU_1593,200.727,-1.616,0.326,0.093,25,0.28,0.07,0.183,0.108,0.01,0.114,23.67,,1,8.9,0.85,12.4,1,95.77299,10.0913
CWNU_1594,342.223,-0.21,0.029,0.016,28,0.329,0.02,-1.603,0.078,-2.2,0.065,-15.42,,1,6.0,3.7,12.1,1,253.95511,-43.66677
CWNU_1595,117.667,-2.249,0.119,0.065,20,0.336,0.021,-3.068,0.124,-1.003,0.062,,,0,6.95,1.8,12.3,1,2.23178,60.18747
CWNU_1596,79.923,-4.373,0.088,0.068,27,0.412,0.026,-4.044,0.081,-4.155,0.068,,,0,7.45,1.75,11.75,1,313.34085,37.88935
CWNU_1597,153.621,7.382,0.091,0.14,27,0.545,0.035,0.974,0.095,-1.07,0.06,-49.15,,1,8.95,1.65,11.2,1,74.38508,54.84407
CWNU_1598,227.67,-2.234,0.156,0.246,27,0.472,0.025,-1.088,0.054,0.108,0.085,84.57,,1,8.95,1.4,11.5,1,107.66385,-14.1237
CWNU_1599,65.336,-0.319,0.068,0.04,19,0.373,0.038,-2.311,0.046,-4.774,0.072,-9.26,,1,7.0,3.1,11.95,1,299.31086,28.31944
CWNU_1600,110.579,-1.502,0.121,0.091,27,0.316,0.042,-3.453,0.067,-1.972,0.062,,,0,6.95,3,12.6,1,348.32862,58.99613
CWNU_1601,242.88,-2.492,0.149,0.139,27,0.33,0.041,-2.618,0.06,3.822,0.085,,,0,7.25,1.9,12.15,1,115.15809,-27.62621
CWNU_1602,169.482,4.341,0.268,0.098,27,0.466,0.054,-0.054,0.089,-1.888,0.064,13.03,,1,8.7,0.75,11.45,1,84.13817,40.15229
CWNU_1603,273.139,-0.027,0.118,0.118,19,0.479,0.041,-4.354,0.082,3.124,0.071,,,0,6.4,0.65,11.7,1,141.36442,-50.58527
CWNU_1604,93.489,-0.893,0.05,0.094,19,0.343,0.019,-3.429,0.056,-4.468,0.138,,,0,8.85,3,12.6,1,322.75667,50.16047
CWNU_1605,8.048,-0.166,0.054,0.088,19,0.313,0.027,-1.018,0.035,-2.324,0.099,,,0,6.6,6.8,12.95,1,271.07311,-22.07437
