GLON,GLAT,Diam-a,Diam-b,Name,Class1,Class2,recno,RA_ICRS,DE_ICRS
11.79,-1.92,1.2,1.2,Ryu 674                                                                                                         ,OC   ,     ,618,274.64586,-19.63928
11.79,16.13,6.0,6.0,"FSR 42,MWSC 2548                                                                                                ",OC   ,     ,619,258.5225,-10.46783
11.82,1.02,1.6,1.6,Ryu 676                                                                                                         ,OC   ,     ,621,271.93327,-18.20378
11.82,2.81,3.5,3.5,Ryu 201                                                                                                         ,OC   ,     ,622,270.2945,-17.32707
11.89,1.53,1.0,1.0,Ryu 677                                                                                                         ,OC   ,     ,624,271.50061,-17.89431
11.94,-0.7,2.5,2.5,Ryu 679                                                                                                         ,OC   ,     ,628,273.58409,-18.92759
11.95,5.63,1.4,1.4,Ryu 680                                                                                                         ,OC   ,     ,630,267.8121,-15.80772
11.99,-1.43,1.4,1.4,Ryu 682                                                                                                         ,OC   ,     ,633,274.28854,-19.23121
11.99,-4.72,1.0,1.0,Ryu 681                                                                                                         ,OC   ,     ,634,277.38582,-20.76545
12.15,-2.12,2.6,2.6,Ryu 683                                                                                                         ,OC   ,     ,638,275.01302,-19.41635
12.2,4.69,1.4,1.4,Ryu 684                                                                                                         ,OC   ,     ,639,268.78757,-16.06418
12.29,7.32,8.0,8.0,"FSR 43,MWSC 2685                                                                                                ",OC   ,     ,641,266.47916,-14.66044
12.33,-5.19,1.3,1.3,Ryu 685                                                                                                         ,OC   ,     ,643,277.99824,-20.67867
12.34,-3.49,1.2,1.2,Ryu 686                                                                                                         ,OC   ,     ,644,276.39334,-19.88873
12.39,-3.22,8.0,8.0,"Trumpler 33,Collinder 378,OCL 34,ESO 590-20,MWSC 2910                                                           ",OC   ,     ,647,276.16382,-19.71914
12.4,-20.56,18.0,18.0,MWSC 5715                                                                                                       ,OC   ,     ,648,293.37859,-26.89769
12.47,-5.26,1.3,1.3,Ryu 202                                                                                                         ,OC   ,     ,654,278.13261,-20.58635
12.48,-2.63,2.5,2.5,Ryu 688                                                                                                         ,OC   ,     ,655,275.65448,-19.36449
12.55,0.88,1.7,1.7,Ryu 689                                                                                                         ,OC   ,     ,657,272.43376,-17.63319
12.62,-4.85,1.3,1.3,Ryu 690                                                                                                         ,OC   ,     ,659,277.81576,-20.26657
12.64,4.29,1.1,1.1,Ryu 11                                                                                                          ,OC   ,     ,660,269.37565,-15.88315
12.68,5.9,1.9,1.9,Ryu 691                                                                                                         ,OC   ,     ,662,267.94927,-15.04422
12.73,-0.87,6.0,6.0,"Collinder 469,OCL 35,MWSC 2865                                                                                  ",OC   ,     ,664,274.13908,-18.31418
12.73,-0.77,4.0,3.5,ESO 590-13                                                                                                      ,OC   ,     ,665,274.04644,-18.26662
12.74,-0.01,3.0,3.0,"Messineo 1,Cl 1813-18,SAI 126,                                                                                  ",OC   ,     ,667,273.34899,-17.89497
