"name","N_ucc","ucc_plx","ucc_pm_disp","N_h23","h23_plx","h23_pm_disp","h23_r50","CMDCl50","N_cg20","cg20_plx","cg20_pm_disp","cg20_r50","CST","C_lkl","C_dens","N_50","r_50_pc"
"vvv161",25,0.311,0.244,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.16,0.58,0,2.9
"ruprecht137",25,0.455,0.255,14.0,0.43,0.172,4.75,0.996,"nan","nan","nan","nan",3.90050445,0.33,0.43,0,2.56
"hsc62",47,0.323,0.107,40.0,0.274,0.202,5.39,0.022,"nan","nan","nan","nan",4.39680801,0.8,0.65,47,5.13
"hsc63",25,0.326,0.071,43.0,0.289,0.19,3.53,0.154,"nan","nan","nan","nan",5.17207618,0.54,0.81,21,3.03
"hsc64",25,0.169,0.611,18.0,0.128,0.316,14.41,0.739,"nan","nan","nan","nan",3.04128134,0.4,0.26,0,5.85
"ryu581",37,0.347,0.305,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.44,0.36,37,1.59
"hsc65",49,0.198,0.197,11.0,0.2,0.151,6.28,0.485,"nan","nan","nan","nan",3.06683275,0.37,0.64,49,8.96
"hsc66",25,3.181,0.545,16.0,3.22,0.873,2.18,0.056,"nan","nan","nan","nan",3.60095598,0.12,0.54,25,5.83
"ryu582",25,0.468,0.736,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.34,0.27,0,0.99
"ocsn2",79,4.799,0.863,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",1.0,0.56,79,3.59
"hsc67",30,7.506,1.097,19.0,7.526,1.011,1.06,0.971,"nan","nan","nan","nan",3.12558528,0.41,0.38,30,3.12
"bica641",25,0.29,0.435,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.14,0.38,0,3.21
"cwwdl14162",138,0.776,0.114,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",1.0,0.8,138,3.11
"ryu583",46,0.446,0.434,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.09,0.32,46,1.04
"ryu584",64,0.119,0.41,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.83,0.55,64,5.38
"ubc94",202,0.78,0.13,248.0,0.747,0.212,3.89,0.992,41.0,0.747,0.094,2.38,21.45518019,1.0,0.85,202,4.06
"ruprecht136",25,0.423,0.332,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.14,0.36,0,1.44
"hsc70",29,0.364,0.098,26.0,0.338,0.202,2.35,0.087,"nan","nan","nan","nan",4.19116508,0.13,0.68,29,3.04
"ubc1004",492,0.404,0.133,707.0,0.38,0.194,2.72,0.129,"nan","nan","nan","nan",36.08680291,1.0,1.0,492,3.24
"hsc71",25,0.592,0.113,45.0,0.561,0.15,2.67,0.984,"nan","nan","nan","nan",9.69717988,0.78,0.68,0,2.01
"hsc72",68,0.36,0.138,30.0,0.326,0.12,1.1,0.266,"nan","nan","nan","nan",7.37479017,0.99,0.75,68,1.29
"oc0003",34,0.588,0.097,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.62,0.75,34,2.23
"ryu585",25,0.362,0.634,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.4,0.21,0,0.64
"hsc73",39,0.515,0.097,100.0,0.49,0.189,4.81,0.123,"nan","nan","nan","nan",10.9094435,0.86,0.67,39,3.45
"ngc6506",231,0.417,0.13,211.0,0.393,0.163,2.34,0.948,83.0,0.362,0.15,2.7,20.01244263,1.0,0.96,231,2.65
"hsc74",25,0.549,0.224,24.0,0.579,0.28,10.38,0.0,"nan","nan","nan","nan",3.15325609,0.71,0.46,0,2.91
"ryu587",25,0.182,0.551,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.75,0.26,0,1.44
"ryu586",58,0.277,0.488,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.81,0.4,58,1.89
"bdsb106",25,0.386,0.288,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.16,0.36,0,1.43
"fsr0018",25,0.119,0.153,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.48,0.75,7,16.13
"ryu588",98,0.122,0.493,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.78,0.56,98,6.68
"ryu589",25,0.092,0.533,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.32,0.27,0,4.11
"hsc75",25,1.545,0.26,18.0,1.543,0.322,7.78,0.991,"nan","nan","nan","nan",3.32905502,0.24,0.45,0,3.14
"cwnu1886",25,0.383,0.153,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.09,0.46,18,5.7
"ufmg79",69,0.34,0.106,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",1.0,0.78,69,9.41
"ryu590",44,0.147,0.273,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.13,0.61,44,4.75
"ryu592",67,0.361,0.328,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.55,0.41,67,2.18
"ryu591",42,0.379,0.285,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.81,0.4,42,2.53
"fsr0019",25,0.13,0.141,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.09,0.58,22,19.91
"ryu169",56,0.334,0.52,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.48,0.39,56,1.92
"hsc76",25,0.695,0.175,34.0,0.665,0.244,3.47,0.555,"nan","nan","nan","nan",4.64694795,0.72,0.45,22,3.22
"ryu593",61,0.436,0.444,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.66,0.45,61,1.6
"ryu594",29,0.501,0.137,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.35,0.7,29,1.1
"hsc79",38,0.501,0.091,27.0,0.478,0.129,2.72,0.773,"nan","nan","nan","nan",7.42503762,0.4,0.7,38,3.89
"hsc80",25,0.383,0.07,25.0,0.34,0.104,2.24,0.361,"nan","nan","nan","nan",4.77321776,0.23,0.7,17,3.65
"ryu595",92,0.331,0.468,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.72,0.37,92,2.9
"cwnu1446",34,0.704,0.089,50.0,0.661,0.152,1.52,0.972,"nan","nan","nan","nan",8.34628032,0.95,0.99,34,1.86
"ryu596",80,0.43,0.371,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.55,0.39,80,2.03
"ryu599",25,0.173,0.569,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.43,0.29,0,1.68
"cwnu2109",25,0.679,0.159,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.48,0.51,0,1.11
"ufmg72",25,0.741,0.071,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.98,0.8,25,2.36
"oc0004",236,0.788,0.274,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.99,0.6,236,2.21
"mwsc4500",25,0.076,0.176,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.84,0.98,0,14.16
"cwnu2164",25,0.24,0.126,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.94,0.65,14,1.82
"hsc86",25,0.693,0.1,48.0,0.666,0.389,0.72,0.975,"nan","nan","nan","nan",4.25094956,1.0,0.69,21,2.81
"cwwdl14199",25,0.739,0.079,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.83,0.83,19,2.09
"ryu601",36,0.339,0.231,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.41,0.44,36,2.83
"hsc87",32,0.906,0.087,49.0,0.867,0.243,2.31,0.996,"nan","nan","nan","nan",9.994648,0.91,0.83,32,2.34
"oc0005",78,0.58,0.094,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",1.0,0.98,78,3.11
"oc0006",759,0.791,0.359,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",1.0,0.76,759,1.62
"ngc6530",701,0.791,0.349,680.0,0.762,0.46,1.69,0.432,"nan","nan","nan","nan",34.27673268,1.0,0.78,701,1.54
"ryu602",32,0.141,0.31,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.11,0.49,32,3.71
"mwsc5321",42,0.324,1.061,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.83,0.3,42,5.48
"ufmg64",25,0.675,0.235,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.99,0.55,0,1.72
"cwnu2857",35,0.304,0.152,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.49,0.5,35,8.71
"ubc337",48,0.568,0.076,293.0,0.54,0.242,3.64,0.252,40.0,0.566,0.103,2.37,21.29326181,0.9,1.0,48,3.18
"ryu603",25,0.239,0.506,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.22,0.27,0,1.22
"ascc95",53,0.879,0.098,81.0,0.837,0.262,3.46,0.994,"nan","nan","nan","nan",11.23206249,1.0,0.9,53,3.84
"cwnu1831",25,0.646,0.119,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.78,0.66,0,1.53
"fsr0022",25,0.314,0.131,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.12,0.63,14,5.37
"ryu604",25,0.339,0.472,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.13,0.37,0,1.29
"vvv155",25,0.359,0.158,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.38,0.42,14,5.19
"ryu605",31,0.366,0.141,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.95,0.51,31,2.78
"hsc89",40,0.21,0.497,19.0,0.185,0.365,4.69,0.174,"nan","nan","nan","nan",3.04264287,0.22,0.39,40,9.7
"cwnu1657",25,0.521,0.454,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.78,0.3,0,2.34
"cwnu2008",25,0.348,0.333,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.44,0.36,0,3.26
"hsc92",177,0.296,0.128,299.0,0.289,0.216,2.96,0.062,"nan","nan","nan","nan",24.7534612,1.0,1.0,177,2.65
"vvv152",25,0.164,0.124,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.38,0.62,14,16.85
"cwnu1864",25,0.535,0.143,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.52,0.5,0,1.85
"fof1625",102,0.333,0.133,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.92,0.8,102,3.14
"ryu170",138,0.415,0.54,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.95,0.49,138,1.89
"hsc93",25,0.12,0.509,14.0,0.069,0.159,12.68,0.14,"nan","nan","nan","nan",3.33293966,0.2,0.26,0,5.09
"cwnu1691",47,0.535,0.142,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.95,0.7,47,3.81
"hsc94",49,0.799,0.19,36.0,0.767,0.307,2.48,0.961,"nan","nan","nan","nan",5.50967444,0.56,0.46,49,3.02
"ubc338",65,0.648,0.09,191.0,0.632,0.182,2.58,0.517,38.0,0.601,0.12,2.32,18.45181154,0.92,0.94,65,2.6
"bochum14",179,0.33,0.137,132.0,0.307,0.139,2.95,0.022,"nan","nan","nan","nan",14.89371226,1.0,0.86,179,3.17
"ruprecht139",113,0.335,0.106,44.0,0.29,0.104,2.5,0.027,"nan","nan","nan","nan",8.6167972,0.6,0.8,113,4.08
"schmitz1",25,0.142,0.159,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.1,0.55,15,10.86
"cwnu1465",41,0.367,0.078,32.0,0.345,0.118,1.38,0.995,"nan","nan","nan","nan",7.492423,0.75,0.85,41,1.9
"cwnu1307",46,0.462,0.12,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.13,0.54,46,5.73
"ryu606",69,0.149,0.588,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.54,0.41,69,2.93
"eso52138",42,0.846,0.084,84.0,0.802,0.211,3.59,0.981,"nan","nan","nan","nan",12.64700961,0.96,0.87,42,2.3
"cwnu1476",49,0.358,0.076,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.65,0.91,49,3.66
"oc0007",147,0.372,0.171,56.0,0.342,0.161,2.0,0.219,"nan","nan","nan","nan",9.17651532,0.97,0.82,147,3.6
"ryu607",29,0.273,0.487,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.26,0.33,29,2.34
"ngc6469",76,0.609,0.136,102.0,0.577,0.22,1.67,0.864,48.0,0.585,0.147,1.81,11.64369222,1.0,1.0,76,1.77
"fsr0023",25,0.413,0.248,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.32,0.41,7,3.59
"hsc97",52,0.351,0.061,61.0,0.317,0.101,2.81,0.138,"nan","nan","nan","nan",11.40324762,0.13,1.0,52,2.98
"fof1209",25,0.341,0.073,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.21,0.84,11,2.9
"ubc95",89,0.54,0.081,127.0,0.511,0.16,2.27,0.978,84.0,0.492,0.169,2.66,17.74597538,1.0,1.0,89,2.48
"fof1211",26,0.401,0.076,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.29,0.7,26,5.51
"oc0008",25,0.556,0.07,27.0,0.522,0.108,1.24,0.123,"nan","nan","nan","nan",5.12569921,0.08,0.99,23,1.36
"hsc98",25,0.459,0.301,36.0,0.447,0.48,6.58,0.088,"nan","nan","nan","nan",3.1413998,0.07,0.41,0,2.28
"hsc99",25,0.243,0.422,10.0,0.198,0.167,5.68,0.512,"nan","nan","nan","nan",3.16675963,0.24,0.32,0,2.15
"cwnu2213",25,0.469,0.086,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.5,0.71,16,2.6
"hsc100",56,0.425,0.112,76.0,0.37,0.208,2.23,0.073,"nan","nan","nan","nan",5.27285244,0.97,0.86,56,4.59
"ufmg46",35,0.409,0.113,31.0,0.369,0.206,2.42,0.155,"nan","nan","nan","nan",6.16387969,1.0,0.81,35,2.99
"ryu171",25,0.358,0.559,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.24,0.29,0,0.89
"mwsc4475",25,0.094,0.145,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.65,1.0,0,8.05
"cwnu1770",33,0.759,0.107,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.96,0.76,33,2.15
"eso52205",25,0.762,0.101,32.0,0.748,0.189,1.74,1.0,"nan","nan","nan","nan",7.67435811,0.88,0.78,23,1.49
"ryu609",25,0.134,0.59,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.6,0.23,0,2.39
"dmh1",25,0.422,0.43,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.14,0.26,0,1.59
"hsc101",25,0.402,0.272,21.0,0.379,0.256,6.66,0.289,"nan","nan","nan","nan",3.35875062,0.32,0.4,0,2.82
"ubc339",74,0.421,0.078,55.0,0.394,0.101,2.07,0.935,19.0,0.386,0.109,1.67,10.66227949,0.73,1.0,74,3.66
"ngc6514",25,0.812,0.166,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.71,0.5,22,0.82
"cwwdl5684",69,0.425,0.079,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.67,0.95,69,2.53
"ryu172",25,0.214,0.615,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.27,0.23,0,1.63
"ryu173",25,0.018,0.531,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.36,0.25,0,19.39
"cwnu1947",25,0.543,0.432,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.13,0.32,0,2.57
"cwnu2530",33,0.377,0.086,13.0,0.348,0.076,1.6,0.918,"nan","nan","nan","nan",5.21625526,0.61,0.81,33,2.24
"ryu174",83,0.139,0.516,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.82,0.48,83,5.23
"hsc103",25,9.992,2.747,13.0,9.959,1.792,1.99,0.994,"nan","nan","nan","nan",5.45095566,0.58,0.23,0,4.74
"hsc104",25,0.471,0.089,24.0,0.429,0.089,2.29,0.411,"nan","nan","nan","nan",6.60842837,0.68,0.75,24,2.47
"teutsch72",151,0.325,0.189,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.97,0.62,151,5.91
"hsc105",25,0.238,0.687,23.0,0.196,0.3,10.04,0.081,"nan","nan","nan","nan",3.13562216,0.13,0.22,0,4.77
"oc0009",25,0.386,0.174,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.62,0.52,0,2.34
"hsc106",25,0.837,0.101,33.0,0.799,0.205,1.95,0.973,"nan","nan","nan","nan",3.7927866,0.55,0.58,16,2.85
"collinder367",71,0.805,0.157,103.0,0.783,0.314,4.82,0.687,"nan","nan","nan","nan",10.1561921,0.95,0.73,71,4.16
"cwnu1222",43,0.805,0.137,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.88,0.67,43,2.53
"oc0010",44,0.806,0.14,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.84,0.65,44,3.18
"ufmg73",79,0.494,0.174,73.0,0.463,0.235,3.63,0.918,"nan","nan","nan","nan",9.86064524,1.0,0.69,79,2.24
"ngc6546",27,0.353,0.199,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.43,0.52,27,2.88
"ufmg81",182,0.428,0.147,97.0,0.401,0.12,1.99,0.722,"nan","nan","nan","nan",13.87098408,1.0,0.83,182,2.99
"xdocc8",60,0.762,0.085,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.99,0.71,60,2.4
"ryu610",51,0.208,0.43,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.14,0.4,51,3.64
"cwnu1952",25,0.374,0.424,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.28,0.32,0,2.26
"cwwdl1685",25,0.333,0.081,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.11,0.72,13,2.45
"ubc340",51,0.752,0.079,192.0,0.723,0.167,3.11,0.791,27.0,0.702,0.107,2.01,17.66996906,0.89,0.74,51,2.98
"hsc108",30,0.342,0.071,158.0,0.31,0.202,3.51,0.111,"nan","nan","nan","nan",4.50965662,0.33,0.8,30,2.81
"ryu611",64,0.124,0.584,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.89,0.44,64,3.52
"ryu612",39,0.372,0.483,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.29,0.37,39,1.72
"hsc109",25,0.124,0.451,16.0,0.09,0.132,11.15,0.584,"nan","nan","nan","nan",3.6997883,0.11,0.3,0,1.88
"ryu176",25,0.391,0.481,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.25,0.29,0,0.97
"fsr0025",35,0.112,0.175,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.61,0.67,35,18.7
"hsc110",25,0.6,0.21,18.0,0.574,0.239,2.16,0.581,"nan","nan","nan","nan",3.30958553,0.57,0.54,0,2.04
"ufmg80",78,0.462,0.113,71.0,0.429,0.148,2.28,0.364,"nan","nan","nan","nan",12.53423319,0.86,0.83,78,2.27
"ryu177",37,0.359,0.347,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.44,0.4,37,2.11
"cwnu1468",97,0.439,0.124,29.0,0.442,0.13,1.65,0.156,"nan","nan","nan","nan",6.51515953,0.55,0.67,97,3.98
"dolidze27",75,0.334,1.315,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.24,0.27,75,6.36
"ryu613",52,0.105,0.691,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.15,0.33,52,5.82
"ryu614",56,0.17,0.374,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.91,0.46,56,5.82
"ryu615",51,0.168,0.336,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.54,0.55,51,5.02
"ngc6531",244,0.83,0.161,212.0,0.801,0.206,1.62,0.999,158.0,0.803,0.36,2.58,20.61884138,1.0,0.8,244,2.28
"mwsc5323",25,0.387,1.031,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.38,0.25,0,3.91
"hsc113",42,0.147,0.229,23.0,0.119,0.202,8.07,0.028,"nan","nan","nan","nan",4.34179456,0.32,0.55,42,10.49
"vvv156",25,0.302,0.284,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.21,0.37,0,2.02
"fsr0027",25,0.149,0.299,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.44,0.43,0,3.51
"ryu178",60,0.395,0.493,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.44,0.36,60,2.06
"ryu616",30,0.135,0.333,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.48,0.52,30,4.96
"mwsc5329",66,0.286,1.07,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.45,0.28,66,6.81
"teutsch14a",213,0.344,0.131,184.0,0.312,0.195,2.41,0.121,43.0,0.34,0.137,2.29,15.12278719,1.0,0.84,213,2.88
"ryu617",66,0.228,0.585,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.25,0.39,66,3.19
"eso58926",236,0.366,0.176,139.0,0.335,0.149,2.02,0.546,82.0,0.335,0.188,1.61,17.86083147,1.0,0.79,236,2.78
"patchick31",25,0.18,0.139,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.6,0.59,22,10.99
"cwnu1719",59,0.348,0.094,55.0,0.318,0.146,1.5,0.471,"nan","nan","nan","nan",9.14518521,0.61,1.0,59,3.51
"ryu618",25,0.102,0.651,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.36,0.23,0,2.85
"bdsb110",43,0.349,0.19,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.66,0.51,43,6.0
"cwnu1605",55,0.281,0.094,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.91,0.71,55,5.9
"ryu619",51,0.333,0.402,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.46,0.29,51,1.83
"bdsb111",25,0.415,0.327,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.15,0.3,0,1.89
"cwnu2598",282,0.45,0.283,95.0,0.422,0.185,2.26,0.062,"nan","nan","nan","nan",13.50758818,0.93,0.59,282,3.1
"ryu620",75,0.139,0.587,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.16,0.39,75,3.98
"cwnu2894",25,0.432,0.075,37.0,0.397,0.245,1.45,0.7,"nan","nan","nan","nan",4.64915071,0.52,0.87,22,3.91
"oc0011",1271,0.635,0.263,862.0,0.614,0.272,2.66,0.117,"nan","nan","nan","nan",99.0,1.0,0.94,1271,3.8
"hsc115",25,0.392,0.092,17.0,0.377,0.099,0.85,0.809,"nan","nan","nan","nan",4.78271561,0.7,0.85,22,2.37
"ryu621",33,0.386,0.279,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.06,0.43,33,2.79
"mwsc4330",25,0.28,0.465,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.17,0.27,0,3.74
"ryu179",77,0.317,0.26,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.82,0.46,77,2.57
"ryu623",25,0.029,0.562,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.21,0.28,0,8.02
"cwnu2189",33,0.294,0.094,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.55,0.76,33,3.36
"ryu625",27,0.425,0.348,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.35,0.44,27,1.92
"ryu624",25,0.1,0.222,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.33,0.53,22,7.85
"ascc93",219,0.487,0.689,40.0,0.48,0.279,2.5,0.127,"nan","nan","nan","nan",5.78006806,0.46,0.31,219,6.63
"ryu626",40,0.277,0.497,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.68,0.4,40,2.21
"teutschj181742322",25,0.184,0.237,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.14,0.6,0,3.79
"hsc118",43,0.696,0.15,51.0,0.677,0.295,5.22,0.111,"nan","nan","nan","nan",4.59670422,0.55,0.55,43,5.31
"ryu627",25,0.179,0.61,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.22,0.24,0,1.46
"cwnu482",25,0.687,0.089,28.0,0.657,0.168,2.14,0.754,"nan","nan","nan","nan",3.51880208,0.36,0.68,20,2.5
"ryu629",25,0.174,0.626,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.45,0.22,0,1.67
"bdsb3",25,0.441,0.198,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.45,0.36,0,4.22
"cwwl2457",38,0.287,0.103,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.46,0.65,38,5.78
"ufmg74",86,0.347,0.129,125.0,0.323,0.234,1.91,0.05,"nan","nan","nan","nan",8.74091181,1.0,1.0,86,1.84
"oc0012",132,0.347,0.142,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.98,0.98,132,2.51
"oc0013",25,0.552,0.14,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.1,0.4,8,4.11
"cwnu1664",177,0.325,0.206,45.0,0.278,0.129,1.15,0.349,"nan","nan","nan","nan",8.43810476,0.99,0.7,177,2.95
"cwnu1717",57,0.288,0.08,65.0,0.272,0.137,5.69,0.01,"nan","nan","nan","nan",8.81272668,0.65,0.75,57,6.06
"ryu631",42,0.155,0.31,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.34,0.54,42,4.69
"oc0014",263,0.453,0.158,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",1.0,0.75,263,2.5
"fsr0031",241,0.453,0.15,28.0,0.467,0.114,1.23,0.701,"nan","nan","nan","nan",6.71234642,1.0,0.73,241,2.44
"oc0015",87,0.347,0.087,31.0,0.323,0.098,2.91,0.348,"nan","nan","nan","nan",6.21018755,0.76,0.78,87,5.28
"ryu632",31,0.296,0.149,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.15,0.49,31,2.16
"teutschj181522228",25,0.262,0.285,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.54,0.51,0,3.44
"vvv162",25,0.383,0.111,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.15,0.57,24,4.63
"ryu633",25,0.143,0.602,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.31,0.28,0,2.03
"ryu634",25,0.114,0.522,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.77,0.31,0,3.06
"cwnu2884",25,0.561,0.067,38.0,0.539,0.152,3.34,0.113,"nan","nan","nan","nan",3.50246604,0.65,0.87,24,3.73
"mwsc4290",25,0.226,0.795,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.5,0.35,0,6.18
"ryu180",34,0.163,0.517,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.34,0.29,34,3.93
"cwnu2708",73,0.393,0.101,31.0,0.39,0.127,1.79,0.856,"nan","nan","nan","nan",7.65200958,0.59,0.73,73,5.92
"ryu635",55,0.09,0.592,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.51,0.28,55,5.82
"hsc120",30,0.166,0.242,16.0,0.132,0.339,9.25,0.209,"nan","nan","nan","nan",3.15922191,0.18,0.49,30,7.54
"ryu181",56,0.298,0.347,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.47,0.38,56,2.15
"ngc6573",25,0.269,0.32,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.37,0.4,0,2.6
