DB,ID,RA_ICRS,DE_ICRS,GLON,GLAT,plx,pmRA,pmDE
1_2_3_4_6,"NGC 2635,Melotte 89,Collinder 190,OCL 728,BH 39,ESO_371_1,FSR_1375,MWSC 1519",129.619,-34.775,255.60901,3.96076,0.144,-2.501,2.185
1_2_6,"ESO_370_17,MWSC 1501",127.95853,-36.20853,255.95001,2.02,0.146,-2.071,1.863
1_6,"Teutsch 63,DSH J0810.1-3922",122.53602,-39.37576,256.12284,-3.30401,0.245,-1.817,3.231
1_2_3_6,"FSR_1378,SAI 85,MWSC 1412",120.30757,-40.67662,256.31477,-5.44107,0.598,-5.671,11.937
1_2,"FSR_1379,MWSC 1409",120.09088,-40.8874,256.40966,-5.69093,nan,nan,nan
1_2_3_6,"FSR_1380,SAI 87,MWSC 1443",122.76952,-39.9939,256.74029,-3.48974,0.265,-2.233,1.888
1_2_6,"FSR_1382,MWSC 1541",130.732,-35.81651,256.99175,4.04587,0.735,-6.321,2.427
1_2,"FSR_1383,MWSC 1427",121.05762,-41.21604,257.07465,-5.24229,nan,nan,nan
1_2_3_6,"ESO_311_21,MWSC 1415",120.42597,-41.59456,257.14828,-5.84425,0.177,-2.828,5.519
1_2_3_4_6,"Ruprecht 68,OCL 729,BH 49,ESO_371_12,FSR_1384,MWSC 1547",131.148,-35.9,257.26608,4.25984,0.301,-2.618,5.61
1_2_6,"Ruprecht 56,OCL 730,ESO_312_1,MWSC 1452",123.14017,-40.485,257.30724,-3.52127,0.151,-2.427,3.262
1_2,"ASCC 48,MWSC 1506",128.63906,-37.61984,257.40903,1.6185,nan,nan,nan
1_2_3_4_6_7,"Alessi 3,MWSC 1157",109.23085,-46.47893,257.75669,-15.22632,3.57,-9.833,11.956
1_2_3_4_6,"Pismis 3,OCL 731,BH 33,ESO_313_2,FSR_1385,MWSC 1498",127.83258,-38.6531,257.86316,0.4943,0.406,-4.79,6.645
1_2_3_6,"Saurer 2,FSR_1386,MWSC 1489",126.36131,-39.63744,257.99532,-1.00681,0.113,-2.979,4.573
1_2_3_4_6,"ESO_371_25,MWSC 1595",133.248,-35.476,258.00852,5.85418,0.137,-2.397,1.779
1_2,"FSR_1387,SAI 89,MWSC 1486",126.11851,-39.92228,258.1205,-1.32348,nan,nan,nan
1_2,"AT 7,Alessi-Teutsch 7,ASCC 47,MWSC 1500",127.95266,-39.07662,258.25998,0.31925,nan,nan,nan
1_2_3_4_6,"Ruprecht 66,OCL 732,BH 41,ESO_313_8,FSR_1388,MWSC 1530",130.13385,-38.07197,258.4832,2.28573,0.223,-3.115,3.085
1_2,"SAI 88,MWSC 1453",123.23774,-41.88026,258.51734,-4.22447,nan,nan,nan
1_2,"FSR_1389,MWSC 1637",138.0413,-32.76785,258.5645,10.62572,nan,nan,nan
1_2,"ESO_313_11,MWSC 1544",130.92615,-37.70474,258.57767,3.00471,nan,nan,nan
1_2_3_6,"Pismis 2,OCL 733,BH 25,ESO_312_2,FSR_1392,MWSC 1465",124.47994,-41.67079,258.85662,-3.3371,0.232,-4.731,5.349
1_2_3_4_6,"Pismis 7,OCL 734,BH 43,ESO_313_9,FSR_1393,MWSC 1532",130.287,-38.70096,259.05459,1.99591,0.15,-3.307,2.793
1_2_3_6,"ESO_312_3,FSR_1394,MWSC 1484,MWSC 1487",126.12478,-41.2885,259.24133,-2.10544,0.254,-3.745,4.499
1_2_3_4_6,"Teutsch 38,ASCC 49,MWSC 1569",131.74483,-38.025,259.2312,3.31209,1.501,-8.636,3.669
1_2_3_4_6,"ESO_312_4,MWSC 1491",126.722,-41.2474,259.46725,-1.7153,0.15,-2.915,3.907
1_2,"Ruprecht 72,OCL 737,ESO_371_22,MWSC 1591",133.01128,-37.60988,259.54046,4.35036,nan,nan,nan
1_2,"Ruprecht 158,OCL 736,ESO_371_23,MWSC 1592",133.1081,-37.5576,259.54896,4.44282,nan,nan,nan
1_2_3_4_6,"Melotte 66,Collinder 147,OCL 739,ESO_208_12,FSR_1396,MWSC 1222",111.573,-47.6817,259.56667,-14.26394,0.189,-1.474,2.745
1_2,"Ruprecht 64,OCL 740,ESO_313_6,MWSC 1515",129.38138,-40.12344,259.75743,0.57492,nan,nan,nan
1_2_3_4_6,"FSR_1399,MWSC 1546",131.04,-39.35492,259.93063,2.05383,0.315,-4.111,3.387
1_2_6,"SAI 90,MWSC 1493",127.023,-41.76704,260.0213,-1.83427,0.418,-4.822,4.335
1_2_3,"ESO_313_3,MWSC 1499",127.908,-41.784,260.4227,-1.30998,0.163,-3.189,3.492
1_2,"Teutsch 64,DSH J0832.5-4159,MWSC 1502",128.1277,-41.9942,260.68901,-1.30268,nan,nan,nan
1_2,MWSC 5670,105.85674,-51.20599,261.48863,-19.04069,nan,nan,nan
1_2_3_4_6,"FSR_1402,SAI 102,MWSC 1626",136.44,-37.875,261.51522,6.23573,0.194,-3.701,1.714
1_3_4_6,"BH 55,ESO_314_1,FSR_1404,MWSC 1600",134.04125,-39.51733,261.52555,3.7455,0.188,-3.971,3.126
1_2,"FSR_1405,MWSC 1696",144.47098,-31.61323,261.61746,15.32521,nan,nan,nan
1_2,"Moitinho 1,MWSC 1471",124.82408,-45.2096,261.93745,-5.1109,nan,nan,nan
1,"NGC 2818A,Melotte 96,Collinder 206,OCL 743,BH 59,ESO_372_14,FSR_1408,MWSC 1644",139.03571,-36.62893,262.00001,8.60001,nan,nan,nan
1_2_3_4_6_7,"NGC 2671,Collinder 201,OCL 745,BH 51,ESO_313_14,FSR_1409,MWSC 1558",131.55453,-41.88393,262.15417,0.786,0.697,-1.537,0.974
1_3_4_6,"BH 37,ESO_259_13,FSR_1410,MWSC 1509",128.94902,-43.60716,262.34344,-1.7818,0.249,-3.484,3.958
1_2_3_4_6,"Ruprecht 67,OCL 748,ESO_260_1,MWSC 1534",130.45814,-43.363,262.81487,-0.76379,0.624,-4.42,3.646
1_2,"Ruprecht 74,OCL 749,ESO_372_17,MWSC 1655",140.25464,-37.11545,263.03852,8.96627,nan,nan,nan
1_2,"FSR_1415,SAI 93,MWSC 1526",130.09572,-44.73001,263.73573,-1.80735,nan,nan,nan
1_2,"FSR_1416,MWSC 1623",136.15589,-41.1238,263.80071,3.90747,nan,nan,nan
1_2_3_6,"FSR_1419,MWSC 1468",124.71669,-47.78798,264.04754,-6.61012,0.06,-2.479,2.875
1_2_3_4_6,"Ruprecht 60,OCL 751,BH 31,ESO_259_7,FSR_1420,MWSC 1485",126.108,-47.20617,264.09602,-5.50571,0.186,-3.779,5.401
1_2_3_4_6,"NGC 2659,Melotte 91,Collinder 194,Pismis 9,OCL 752,BH 46,ESO_260_3,MWSC 1538",130.63419,-44.9985,264.1821,-1.67064,0.452,-5.336,5.028
1,"Teutsch 100,DSH J0830.5-4635",127.64404,-46.60173,264.21001,-4.3,nan,nan,nan
1_2,"ASCC 46,MWSC 1463",124.11716,-48.4901,264.41495,-7.33125,nan,nan,nan
1_3_4_6,"BH 56,ESO_260_12,Magakian 425,MWSC 1605",134.3557,-43.20072,264.48504,1.53548,1.08,-5.557,5.396
1_3_4_6_7,"Turner 5,MWSC 1684",143.284,-36.4097,264.2866,11.17474,2.374,0.05,-3.049
1,SAI 101,134.59661,-43.12208,264.54001,1.72,nan,nan,nan
1,SAI 99,134.51865,-43.40853,264.72001,1.49,nan,nan,nan
1_2_3_6,"FSR_1435,SAI 98,MWSC 1604",134.26332,-43.76017,264.8664,1.12062,0.447,-3.887,2.753
1_2_6,"Alessi 34,ASCC 44,MWSC 1414",120.45311,-50.58,264.94273,-10.45311,2.045,-5.01,5.743
1_2_3_4_6,"NGC 2849,Collinder 207,OCL 756,BH 61,ESO_314_13,FSR_1439,MWSC 1648",139.84943,-40.51929,265.2733,6.36219,0.15,-4.272,3.519
1_2_3_4_6,"SAI 94,MWSC 1549",131.171,-46.292,265.43145,-2.17546,0.209,-4.254,4.483
1_2_3_4_6,"Ruprecht 63,OCL 758,BH 35,ESO_210_1,FSR_1444,MWSC 1504",128.16383,-48.3012,265.79671,-5.01466,0.227,-2.529,3.229
1_2_3_4_6,"NGC 2660,Melotte 92,Collinder 193,OCL 759,BH 45,ESO_260_4,FSR_1445,MWSC 1539",130.667,-47.1983,265.93105,-3.00706,0.308,-2.748,5.167
1_2,"ESO_435_33,MWSC 1753",150.97017,-32.05344,266.26109,18.63525,nan,nan,nan
1_2,"Ruprecht 70,OCL 760,ESO_260_7,MWSC 1570,MWSC 1573",131.99828,-47.03492,266.36691,-2.19599,nan,nan,nan
1_2_3_4_6_7,"AT 3,Alessi-Teutsch 3,Alessi 30,ASCC 42,MWSC 1373",118.24498,-53.01661,266.42675,-12.83803,1.422,-5.37,8.923
1_2,"FSR_1450,SAI 100,MWSC 1609",134.57961,-46.29607,266.93536,-0.36281,nan,nan,nan
1_2_3_4_6_7,"NGC 2670,Melotte 93,Collinder 200,OCL 764,BH 50,ESO_210_5,MWSC 1554",131.38567,-48.80116,267.4907,-3.62026,0.656,-5.369,3.65
1_2_3_4_6,"SAI 91,MWSC 1511",129.24787,-50.045,267.62802,-5.48078,0.251,-4.085,4.229
1_2,MWSC 4119,106.51629,-57.228,267.6718,-20.65129,nan,nan,nan
1_2,"FSR_1454,SAI 95,MWSC 1584",132.7665,-48.46624,267.80401,-2.69992,nan,nan,nan
1_2_3_4_6,"Pismis 12,OCL 765,BH 62,ESO_261_5,FSR_1458,MWSC 1650",140.0058,-45.12788,268.65058,3.21123,0.436,-6.726,4.833
1_2,"NGC 2132,ESO_120_22,MWSC 694",88.83898,-59.91422,268.69642,-30.17478,nan,nan,nan
1_2,"ESO_261_7,MWSC 1664",141.11538,-44.68614,268.89627,4.07875,nan,nan,nan
1_2,MWSC 4116,94.79755,-59.96906,269.07124,-27.20891,nan,nan,nan
1_2_3_6,"FSR_1460,SAI 103,MWSC 1628",136.91042,-47.826,269.13355,-0.19265,0.24,-3.547,3.945
1_2_3_4_6,"ESO_211_3,FSR_1463,MWSC 1587,MWSC 1588",132.9,-50.2504,269.23928,-3.7664,0.161,-4.681,4.339
1_2,"FSR_1464,MWSC 1656",140.4449,-45.74817,269.30842,2.99167,nan,nan,nan
1_2,"FSR_1467,MWSC 1770",151.93086,-36.49656,269.78053,15.62485,nan,nan,nan
1_2,"Alessi 4,MWSC 1786",154.05453,-34.35384,269.89627,18.3767,nan,nan,nan
1_2,MWSC 5071,158.18028,-29.58351,270.05308,24.29008,nan,nan,nan
1_6,SAI 104,137.47217,-48.85607,270.14383,-0.61672,0.346,-5.53,3.912
1_2,"FSR_1471,MWSC 1661,MWSC 1662",141.03848,-47.34266,270.72129,2.145,nan,nan,nan
1_2,"Ruprecht 73,OCL 769,ESO_211_6,MWSC 1615",135.29597,-50.91256,270.73128,-3.03528,nan,nan,nan
1_2,"NGC 2982,Ruprecht 80,OCL 770,ESO_262_1,MWSC 1702,MWSC 1703",145.50813,-44.01992,270.75381,6.70319,nan,nan,nan
1_2_3_4_6,"Teutsch 103,DSH J0928.5-4636,SAI 107,FSR_1472,MWSC 1674",142.145,-46.60518,270.75162,3.19997,0.356,-5.03,3.326
1_2_3_4_6_7,"NGC 2669,Harvard 3,Collinder 202,Collinder 199,OCL 768,BH 52,ESO_165_5,MWSC 1561,MWSC 1562",131.60851,-52.93474,270.83083,-6.0761,0.858,-4.119,4.665
1,SAI 105,137.60135,-49.91996,270.98001,-1.28,nan,nan,nan
1_2,"FSR_1475,MWSC 1726",148.65601,-42.23121,271.36483,9.55099,nan,nan,nan
1,"BH 63,ESO_212_2,FSR_1476,MWSC 1653",140.16196,-49.22155,271.63,0.4,nan,nan,nan
1_2,"NGC 2932,ESO_261_10,MWSC 1694",143.8612,-46.81648,271.75858,3.84746,nan,nan,nan
1_2_6,"FSR_1478,MWSC 1612",135.0295,-52.70975,271.98041,-4.34035,0.456,-7.959,5.994
1_2,"FSR_1479,MWSC 1389",119.4258,-59.31918,272.47611,-15.22887,nan,nan,nan
1_2_3_4_6,"Pismis 15,OCL 773,BH 74,ESO_212_10,FSR_1480,MWSC 1690",143.684,-48.04,272.49558,2.86254,0.355,-5.302,3.329
1_6,SAI 106,139.49549,-51.01528,272.60512,-1.16501,0.146,-3.542,3.72
1_2_3_4_6,"NGC 2866,Pismis 13,OCL 774,BH 64,ESO_212_3,FSR_1482,MWSC 1658",140.526,-51.09968,273.12155,-0.76497,0.329,-5.111,4.658
1_3_6,"BH 73,ESO_212_9,FSR_1483,MWSC 1682",142.981,-50.22325,273.63689,0.94499,0.13,-3.597,2.318
1_2_3_4_6,"FSR_1484,MWSC 1677",142.44709,-50.6889,273.70686,0.37273,0.412,-5.154,3.55
1_3_6,"BH 67,ESO_212_7,FSR_1486,MWSC 1669",141.687,-51.273,273.76312,-0.38026,0.104,-3.661,2.841
1_2,"ESO_245_9,MWSC 148",28.43383,-45.93974,273.73327,-67.49708,nan,nan,nan
1_2_3_4_6_7,"NGC 2516,Melotte 82,Collinder 172,OCL 776,ESO_124_6,FSR_1487,MWSC 1393",119.52425,-60.78494,273.84666,-15.86717,2.422,-4.669,11.221
1_2,"Teutsch 48,DSH J0920.5-5251,MWSC 1652",140.13332,-52.84134,274.18141,-2.1683,nan,nan,nan
1_2_3_4_6,"NGC 2972,Collinder 211,OCL 778,BH 76,ESO_212_11,MWSC 1699",145.058,-50.325,274.69052,1.75914,0.487,-5.085,2.501
1_2,"ESO_165_9,MWSC 1625",136.3302,-55.94484,274.92229,-5.90718,nan,nan,nan
1,Bica 409,143.58451,-51.91189,275.06001,-0.04,nan,nan,nan
1_2,"Pismis 14,OCL 780,ESO_166_16,MWSC 1678",142.46288,-52.77632,275.14566,-1.13972,nan,nan,nan
1_2_3_4_6,"Teutsch 66,DSH J0933.4-5223,MWSC 1688",143.368,-52.381,275.27898,-0.47563,0.192,-4.152,3.176
1_2_3_4_6_7,"NGC 2910,Collinder 209,OCL 781,BH 71,ESO_166_17,FSR_1493,MWSC 1679",142.63804,-52.91485,275.31766,-1.16818,0.758,-6.767,6.154
1_2_3_4_6,"SAI 109,MWSC 1705",145.902,-50.79659,275.40488,1.75417,0.095,-4.424,3.778
1_3_4_6,"BH 72,ESO_166_20,FSR_1494,MWSC 1681",142.84244,-53.04065,275.49352,-1.17598,0.11,-4.621,3.299
1_2_6,"ASCC 52,MWSC 1672",141.98501,-54.25801,275.96001,-2.41,0.389,-5.154,4.199
1_3_6,"UKS 2,BH 66,ESO_166_11,MWSC 1667",141.31667,-54.719,276.00086,-3.01129,0.11,-4.147,3.604
1_2_3_4_6,"SAI 108,MWSC 1698",144.729,-52.947,276.271,-0.34307,0.255,-4.927,3.681
1_2,MWSC 5083,163.99232,-32.4019,276.3338,24.43834,nan,nan,nan
1_2_3_6,"Ruprecht 77,OCL 784,BH 68,ESO_166_12,MWSC 1670",141.808,-55.11754,276.48164,-3.10123,0.26,-6.26,4.835
1_2_3_4_6,"Ruprecht 75,OCL 786,BH 65,ESO_166_8,FSR_1499,MWSC 1657",140.48428,-56.314,276.78754,-4.47752,0.202,-6.118,4.995
1_2_6,"Collinder 213,OCL 785,ESO_213_4,MWSC 1725",148.68,-50.925,276.84073,2.77027,0.407,-6.859,5.061
1_3_4_6,"BH 85,ESO_213_5,MWSC 1748",150.46636,-49.56546,276.91352,4.54446,0.106,-5.689,4.656
1_6,"BH 79,MWSC 1708",146.04312,-53.2619,277.07307,-0.06332,0.289,-4.534,3.36
1,"Teutsch 68,DSH J0944.3-5407,FSR_1504",146.08705,-54.12069,277.65001,-0.7,nan,nan,nan
1_2_3_4_6,"Ruprecht 82,OCL 788,ESO_167_5,MWSC 1711",146.43116,-54.00243,277.72759,-0.47919,0.431,-6.438,4.348
1_2_3_4_6_7,"IC 2488,Melotte 97,Collinder 208,OCL 789,BH 69,ESO_166_14,MWSC 1671",141.89438,-56.99601,277.82154,-4.42161,0.728,-7.752,5.722
1_2_3_6,"Pismis 16,OCL 790,BH 81,ESO_167_8,MWSC 1721",147.8135,-53.17433,277.83206,0.68185,0.358,-5.779,3.536
1_2,"ASCC 54,MWSC 1709",146.21276,-54.43766,277.9113,-0.8939,nan,nan,nan
1_2,"FSR_1507,MWSC 1689",143.47723,-56.24666,277.94288,-3.2792,nan,nan,nan
1_2,"NGC 2348,ESO_88_1,MWSC 1075",105.77486,-67.39904,278.12943,-23.80154,nan,nan,nan
1_2_3_4_6,"Ruprecht 83,OCL 791,BH 80,ESO_167_7,FSR_1508,MWSC 1718",147.31552,-54.6091,278.51236,-0.61502,0.219,-4.633,2.897
1,"Teutsch 67,DSH J0933.7-5705",143.4457,-57.10146,278.51001,-3.92,nan,nan,nan
1_2_3,"FSR_1509,SAI 110,MWSC 1714",147.006,-55.073,278.6705,-1.08615,0.233,-4.049,2.723
1_2,MWSC 5088,167.18052,-32.52585,279.04576,25.53786,nan,nan,nan
1_3_4_6,"BH 78,FSR_1512,MWSC 1706",145.95213,-56.57415,279.18591,-2.61533,0.142,-3.69,2.748
1_2,"FSR_1514,MWSC 1396",119.6133,-66.64495,279.33928,-18.47678,nan,nan,nan
1_2_3_4_6,"Hogg 4,OCL 793,ESO_167_13,FSR_1515,MWSC 1734",149.42731,-54.62232,279.47648,0.13727,0.21,-5.022,4.484
1_2,"FSR_1517,MWSC 1732",149.27906,-54.8246,279.53274,-0.07505,nan,nan,nan
1_2_3_4_6,"NGC 3105,Collinder 214,OCL 798,BH 82,ESO_167_14,FSR_1519,MWSC 1742",150.17263,-54.7891,279.91983,0.26649,0.112,-4.161,2.711
1_2,MWSC 5117,175.0773,-17.83578,279.96284,41.84167,nan,nan,nan
1_2_3_4_6,"Ruprecht 85,OCL 799,BH 83,ESO_167_15,FSR_1520,MWSC 1746",150.36,-55.10945,280.19868,0.07558,0.172,-4.422,3.241
1_2_3_4_6,"FSR_1521,SAI 111,MWSC 1727",148.8457,-56.60829,280.43944,-1.63044,0.201,-4.8,4.595
1_2,"ASCC 53,MWSC 1697",144.50298,-59.50452,280.54416,-5.32433,nan,nan,nan
1_2,"ASCC 55,MWSC 1724",148.53452,-57.07576,280.59609,-2.10265,nan,nan,nan
1_2_3_4_6,"NGC 3228,Collinder 218,OCL 800,BH 93,ESO_214_1,MWSC 1794",155.355,-51.757,280.71965,4.52571,2.036,-14.856,-0.667
1_2_3,"Schuster 1,C1002-556,FSR_1523,MWSC 1756",151.15186,-55.857,281.00481,-0.25654,0.139,-5.102,3.768
1_2,MWSC 4146,165.19036,-40.49062,281.17803,17.65978,nan,nan,nan
1_2_3_4_6_7,"ASCC 58,MWSC 1782",153.71595,-54.9855,281.69028,1.29486,2.076,-13.296,2.79
1_2_6,"FSR_1527,MWSC 1765",151.63666,-57.41744,282.14001,-1.36,0.395,-7.962,4.402
1_2_3_6,"Teutsch 44,DSH J1021.4-5427,FSR_1528,MWSC 1795",155.34745,-54.44951,282.18021,2.26206,0.119,-4.599,2.273
1_2_3_4_6_7,"Loden 46,MWSC 1798",155.87752,-54.67693,282.56195,2.2362,0.875,-11.367,4.645
1_2,"Ruprecht 86,OCL 801,MWSC 1747",150.41684,-59.47142,282.84749,-3.39134,nan,nan,nan
1_3_4_6,"BH 92,ESO_168_1,FSR_1533,MWSC 1791",154.77641,-56.42385,282.98622,0.43076,0.388,-5.896,3.45
1_2,"Loden 59,OCL 801.1,MWSC 1814",157.57079,-54.07946,283.08775,3.26268,nan,nan,nan
1_2,MWSC 5674,121.64415,-70.32211,283.1724,-19.44194,nan,nan,nan
1_2_3_4_6_7,"NGC 3114,Melotte 98,Collinder 215,OCL 802,BH 86,ESO_127_2,MWSC 1749",150.55929,-60.0487,283.25256,-3.80962,0.962,-7.365,3.801
1_2,"ESO_265_1,MWSC 1880",165.23839,-45.34852,283.37212,13.28581,nan,nan,nan
1_2,"NGC 1557,ESO_55_15",63.29302,-70.46755,283.76883,-38.26358,nan,nan,nan
1_2_6,"ASCC 59,MWSC 1793",155.115,-57.675,283.82464,-0.516,0.501,-8.778,4.822
1_2_3_4_6,"Trumpler 12,Collinder 217,OCL 803,BH 89,ESO_127_7,FSR_1537,MWSC 1763",151.6221,-60.2902,283.82252,-3.68978,0.255,-6.913,4.467
1,"Teutsch 69,DSH J1005.5-6102",151.3872,-61.03593,284.17001,-4.36,nan,nan,nan
1_2_3_4_6,"NGC 3330,Harvard 4,Collinder 226,OCL 806,BH 100,ESO_168_11,MWSC 1835",159.66748,-54.1414,284.18412,3.82575,0.558,-7.702,2.996
1,Bica 417,156.02499,-57.74165,284.27,-0.31,nan,nan,nan
1_2_3_4_6,"NGC 3247,Collinder 220,OCL 809,ESO_127_19,MWSC 1803",156.4324,-57.922,284.54958,-0.34764,0.364,-7.348,2.684
1_2,MWSC 5671,106.26941,-73.38146,284.57878,-24.94814,nan,nan,nan
1_2_3_4_6_7,"Ruprecht 161,OCL 810,ESO_127_9,MWSC 1773",152.30597,-61.2549,284.65903,-4.2778,1.089,-10.392,3.765
1,SAI 112,155.35124,-59.09416,284.70001,-1.64,nan,nan,nan
1_2,"FSR_1541,MWSC 1712",146.71679,-64.63146,284.7301,-8.50063,nan,nan,nan
1_2,"Ruprecht 89,OCL 812,ESO_127_21,MWSC 1808",156.19539,-69.07096,290.42936,-9.83927,nan,nan,nan
1_2_6,"Saurer 3,MWSC 1839",160.34752,-55.28827,285.08424,3.01195,0.108,-6.681,3.262
1_6,"Juchert 16,DSH J1028.2-5841,FSR_1542",157.05626,-58.70269,285.23815,-0.84036,0.24,-5.436,2.859
1_2,MWSC 5122,175.97775,-28.79736,285.51245,31.77999,nan,nan,nan
1_2_3_4_6,"Trumpler 13,Collinder 219,OCL 815,BH 94,ESO_127_17,MWSC 1800",155.9512,-60.13826,285.51846,-2.35635,0.192,-6.743,4.128
1,Bica 432,163.07121,-54.2922,286.02001,4.62,nan,nan,nan
1_6,"BH 106,MWSC 1863",163.26732,-54.25879,286.10822,4.70062,0.376,-7.485,2.51
1_2_3_4_6,"NGC 3255,Collinder 221,OCL 817,BH 96,ESO_127_20,FSR_1546,MWSC 1804",156.63707,-60.675,286.09092,-2.63151,0.12,-5.905,3.314
1_2_3_6,"ESO_92_5,MWSC 1752",150.80144,-64.75472,286.18351,-7.50492,0.06,-2.971,2.429
1_2_6,"ASCC 51,MWSC 1647",139.523,-69.69,286.25084,-14.07415,1.818,-7.613,7.964
1_2,"Carraro 1,MWSC 1829",159.23491,-58.75162,286.23789,-0.30933,nan,nan,nan
1_2,"ASCC 56,MWSC 1772",152.0698,-64.37266,286.39688,-6.87412,nan,nan,nan
1_2_6,"ASCC 61,MWSC 1853",161.542,-56.85776,286.41271,1.94142,0.333,-7.962,3.608
1_2,MWSC 5154,186.23732,4.04744,286.4579,66.06832,nan,nan,nan
1_2,"Ruprecht 88,OCL 822,ESO_92_20,MWSC 1790",154.71762,-63.1324,286.65589,-5.18823,nan,nan,nan
1_2_3_4_6_7,"NGC 3680,Melotte 106,Collinder 247,OCL 823,ESO_265_32,FSR_1548,MWSC 1942",171.39799,-43.2375,286.75465,16.92135,0.937,-7.264,1.177
1_2_3_6,"DC 5,Kronberger 38,DSH J1039.9-5911,FSR_1549,MWSC 1838",159.99595,-59.191,286.79471,-0.50145,0.192,-5.38,2.389
1_2,MWSC 5116,174.76934,-36.33629,287.00432,24.28735,nan,nan,nan
1_2_3_6,"ESO_92_18,MWSC 1781",153.73138,-64.60686,287.12187,-6.65375,0.043,-3.532,2.749
1_2,"ESO_128_16,MWSC 1867",163.41773,-58.2373,287.93303,1.16291,nan,nan,nan
1_2,"ASCC 57,MWSC 1776",152.71394,-66.69184,287.98003,-8.60296,nan,nan,nan
1_2_3_4_6_7,"Alessi 5,MWSC 1844",160.819,-61.118,288.07536,-1.9987,2.497,-15.4,2.537
1,FSR_1557,163.05611,-59.34025,288.25001,0.09,nan,nan,nan
1_2_3,"Teutsch 31,DSH J1052.8-5927,MWSC 1864",163.22462,-59.46042,288.38001,0.02,0.145,-6.155,2.451
1_2_6,"ASCC 62,MWSC 1859",162.76184,-60.085,288.44798,-0.64314,0.404,-6.394,2.087
1_2,MWSC 5676,130.47724,-74.76278,288.64194,-19.36127,nan,nan,nan
1_2_6,"ASCC 63,MWSC 1869",163.98,-60.415,289.13596,-0.67494,0.165,-5.254,2.251
1_2_3_6,"Teutsch 106,DSH J1059.3-5932,FSR_1559,MWSC 1877",164.84836,-59.54552,289.16084,0.29669,0.143,-5.957,2.118
1_2_3_4_6_7,"ASCC 66,MWSC 1922",168.367,-55.4297,289.27709,4.82322,0.999,-11.325,2.969
1_3_6,"Pismis 17,OCL 833,MWSC 1882",165.35399,-59.87045,289.52762,0.10672,0.365,-6.923,2.351
1_2_3_4_6,"NGC 3496,Collinder 237,OCL 836,BH 108,ESO_128_26,FSR_1562,MWSC 1878",164.8815,-60.3363,289.50627,-0.41484,0.392,-7.408,2.671
1_2,"Kronberger 39,DSH J1054.2-6144,MWSC 1868",163.55216,-61.73631,289.52148,-1.95561,nan,nan,nan
1_2_3_4_6_7,"NGC 3532,Melotte 103,Collinder 238,OCL 839,BH 109,ESO_128_31,MWSC 1890",166.4253,-58.71455,289.56155,1.38505,2.077,-10.391,5.211
1_2_3_4_6,"IC 2602,Melotte 102,Collinder 229,OCL 838,BH 103,ESO_93_2,MWSC 1840",160.55341,-65.1065,289.86849,-5.56552,0.448,-6.307,3.484
1_2,MWSC 4138,141.77254,-73.50136,289.63052,-16.16753,nan,nan,nan
1_2_3_6,"Sher 1,OCL 837,ESO_128_27,Miller 2,MWSC 1881",165.25516,-60.23017,289.63076,-0.24141,0.112,-5.457,2.392
1_2,MWSC 4114,91.97032,-78.22193,289.71791,-28.73124,nan,nan,nan
1_2,"ASCC 64,MWSC 1884",165.76306,-60.91789,290.1397,-0.76698,nan,nan,nan
1_2_3_4_6,"Trumpler 19,Collinder 243,OCL 843,ESO_169_7,FSR_1565,MWSC 1924",168.6195,-57.5603,290.19294,2.89346,0.374,-1.674,-1.228
1_2,MWSC 5672,108.83632,-78.43945,290.19042,-25.35096,nan,nan,nan
1_2_3_4_6,"NGC 3519,Ruprecht 93,OCL 844,ESO_128_30,MWSC 1885",166.0429,-61.372,290.44655,-1.12798,0.437,-6.422,3.115
1_2,"FSR_1569,MWSC 1935",170.09282,-56.82338,290.6779,3.86602,nan,nan,nan
1_6,"Teutsch 143b,DSH J1108.5-6044",167.14638,-60.74415,290.69011,-0.34059,0.221,-5.628,2.277
1_2_3_4_6,"Wray 1,Teutsch 143a,Wray 15-751,DSH J1108.6-6042,FSR_1570,MWSC 1898",167.17033,-60.7159,290.69001,-0.31,0.212,-5.614,2.283
1_2_6,"ASCC 65,MWSC 1909",167.76482,-61.125,291.11322,-0.57786,0.382,-6.309,1.133
1,"DBSB 61,MWSC 1919",168.25627,-60.79221,291.21001,-0.18,nan,nan,nan
1_3_6,"BH 118,ESO_129_20,MWSC 1939",170.75696,-58.549,291.60011,2.36407,0.086,-4.434,1.475
1_3_4_6,"BH 111,ESO_93_5,MWSC 1901",167.3151,-63.8323,291.95269,-3.16025,0.339,-8.164,2.941
1_2_3_4_6_7,"IC 2714,Melotte 104,Collinder 245,OCL 855,BH 116,ESO_129_18,FSR_1582,MWSC 1930,MWSC 1929",169.36713,-62.72231,292.40014,-1.78792,0.729,-7.592,2.671
1_3_4_6,"eta Chamaeleontis,Mamajek 1,MWSC 1535",130.56591,-78.96794,292.4321,-21.61542,10.141,-29.834,26.99
1_2,"NGC 3909,ESO_217_8,MWSC 1979,MWSC 1980",177.52318,-48.22757,292.49685,13.39734,nan,nan,nan
1_2_3_4_6,"Loden 372,OCL 853.1,ESO_129_24,MWSC 1952",172.7425,-58.4981,292.56664,2.7449,0.554,-6.807,0.957
1_2,"FSR_1585,MWSC 1923",168.4675,-64.48384,292.66448,-3.57483,nan,nan,nan
